z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,357,385.03,18.153487268290906,0.9387126103152822,0.9272004778848402
2,1.5,159,196.84,12.9943987933263,0.9982045242731654,0.807762649867913
2,2.0,72,74.82,9.023724286568157,0.6226733461233467,0.9623095429029672
3,1.0,233,273.25,14.954848712039851,0.9964427296493901,0.8526989935956084
3,1.5,143,181.42,12.248412141988037,0.9991457921931922,0.7882262154117518
3,2.0,72,73.79,8.42056411411967,0.5841706979504431,0.9757419704567014
4,1.0,151,179.94,12.143986166000024,0.9914155946734344,0.8391686117594754
4,1.5,115,143.12,11.588166377818364,0.9923797570653208,0.8035215204024595
4,2.0,72,73.76,8.557008823181146,0.5814793044233786,0.9761388286334056
5,1.0,107,127.03,10.278574803930747,0.9743351903021088,0.842320711642919
5,1.5,92,107.03,9.553486274653876,0.942169259139602,0.8595720825936654
5,2.0,66,67.62,7.086296635055578,0.5904140689232369,0.9760425909494231
9,1.0,37,37.72,5.612628617679954,0.5510371500197349,0.9809119830328739
9,1.5,33,32.77,5.7425691114691855,0.48402593041751435,1.0070186145865119
9,2.0,26,26.92,5.214748316074324,0.5700190655092074,0.9658246656760772
12,1.0,20,21.49,4.353148286010942,0.6339302880480457,0.9306654257794323
12,1.5,17,17.44,3.774440355867344,0.5464010098706941,0.9747706422018347
12,2.0,12,13.76,3.184713487898087,0.7097450202949191,0.872093023255814
