z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,185,420.95,17.087641733135676,1.0,0.4394821237676684
2,1.5,79,241.53,14.446075591661563,1.0,0.32708152196414525
2,2.0,30,113.84,10.305066714970845,0.9999999999999998,0.2635277582572031
3,1.0,122,338.4,14.713938969562161,1.0,0.3605200945626478
3,1.5,74,228.19,14.562070594527412,1.0,0.32429116087470966
3,2.0,30,113.22,9.2396753189709,1.0,0.2649708532061473
4,1.0,79,270.59,14.296919248565406,1.0,0.291954617687276
4,1.5,58,199.44,12.901410775570243,1.0,0.2908142799839551
4,2.0,30,113.27,10.329428832224945,0.9999999999999997,0.26485388893793593
5,1.0,41,210.86,13.319924924713352,1.0,0.19444180973157543
5,1.5,34,168.11,10.966216302809277,1.0,0.20224852774968768
5,2.0,24,107.0,9.071934744033381,1.0,0.22429906542056074
9,1.0,15,85.7,8.475258108164022,1.0,0.1750291715285881
9,1.5,12,76.03,8.469303395203173,0.9999999999999799,0.15783243456530316
9,2.0,10,58.6,7.319836063738039,0.9999999999842618,0.1706484641638225
12,1.0,7,51.46,7.037641650439442,0.999999999867049,0.1360279828993393
12,1.5,5,44.26,6.020996595248995,0.9999999999649668,0.11296882060551289
12,2.0,5,35.75,5.548648484090518,0.9999999850387938,0.13986013986013987
