z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,458,379.11,16.429178311772016,7.861397140793058e-07,1.2080926380206272
2,1.5,232,195.69,13.474935992426827,0.003523315533029136,1.1855485717205785
2,2.0,101,81.52,7.696076922692497,0.0056843031613829685,1.2389597644749755
3,1.0,327,272.91,14.396593347038737,8.5933576528309e-05,1.1981972078707266
3,1.5,211,182.57,10.792826321219108,0.004217322678636279,1.15572109327929
3,2.0,101,81.02,7.657649770001237,0.00453829761159335,1.2466057763515181
4,1.0,244,194.2,11.049886877249016,3.2901118421897714e-06,1.2564366632337798
4,1.5,173,147.52,10.82449075014617,0.009288270287407259,1.1727223427331885
4,2.0,101,81.65,9.618081929366166,0.022118632895715216,1.2369871402327004
5,1.0,181,136.44,10.25311659935651,6.9322662567375185e-06,1.3265904426854296
5,1.5,144,115.45,9.767676284562262,0.0017339057321221815,1.2472932005197055
5,2.0,95,73.58,7.341907109191725,0.0017642590242142675,1.2911117151399838
9,1.0,67,50.65,6.46587194429336,0.005724923444440472,1.3228035538005924
9,1.5,51,40.69,6.202733268487368,0.048239300737506804,1.2533792086507742
9,2.0,42,33.08,5.345427952933236,0.04758685971693326,1.2696493349455866
12,1.0,49,32.77,5.693601672052586,0.0021820593524026835,1.4952700640830026
12,1.5,37,26.8,5.526300751859241,0.03246648610308626,1.380597014925373
12,2.0,29,20.14,4.137680509657554,0.01612507532918602,1.4399205561072492
