z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,385,333.51,16.444144854628348,0.0008704508975588393,1.1543881742676383
2,1.5,180,170.02,13.139238942952518,0.2237597359924453,1.0586989765909893
2,2.0,70,67.0,8.100617260431454,0.35556378643988107,1.044776119402985
3,1.0,269,240.09,13.662426578027786,0.017171453360094756,1.1204131783914366
3,1.5,169,155.07,11.426508653127604,0.11140406151498727,1.0898303991745664
3,2.0,70,67.63,6.83762385628224,0.3644415510098003,1.0350436196954016
4,1.0,178,167.18,10.537912506753887,0.15226466708416575,1.0647206603660724
4,1.5,131,127.19,9.957605133765849,0.3509999828687821,1.0299551851560658
4,2.0,70,67.53,7.434319067675264,0.36985291226277683,1.0365763364430622
5,1.0,126,117.23,8.053390590304186,0.1380808403066056,1.0748102021666808
5,1.5,103,97.29,9.114049593896228,0.2654917943188755,1.0586905128995785
5,2.0,64,63.11,6.804256021050354,0.44796656893958176,1.0141023609570592
9,1.0,47,37.69,5.684531642976403,0.05073402212344096,1.2470151233749005
9,1.5,40,32.37,6.4010233556830585,0.11663123030218908,1.2357120790855731
9,2.0,33,27.61,4.991783248499478,0.1401213162226218,1.1952191235059761
12,1.0,32,21.89,4.268243198319421,0.008926424073193964,1.4618547281863865
12,1.5,26,18.09,4.240507045153916,0.031066672945137326,1.4372581536760642
12,2.0,20,14.75,3.6176649927819464,0.0733603739448602,1.3559322033898304
