,z
UBE2Q1,-1.1685484581789956
RNF14,-1.7657326304989072
UBE2Q2,-1.2103937188611464
TMCO1,-2.3137709513705835
UBAC1,0.8146635603328799
RAB4A,-1.706555575638899
ZNF706,-1.482939494317696
MIB2,0.3893516021435014
RNF114,-0.8178065430420736
RNF115,-0.6502735955332194
RNF111,0.9840955856696826
EEF1AKNMT,-1.8175445115882847
UNKL,-0.7392874016245513
MMAB,0.03779251016222656
UBE4A,-0.8441377257541838
DDX41,-1.249060760558773
ATMIN,1.8576910954223937
TSG101,-2.0217263352444945
FBXW11,-0.8955378659212183
UBE2D4,-0.3512432736668735
RPS27A,-1.0755007902289069
UBE2D2,-1.5071459892175052
ATP6V1H,-1.3932337246386337
UBE2D1,-0.30377268866001017
MFSD11,-0.2762904127188476
CCT3,-2.244130238376947
LNX1,-1.2785111257915691
MRFAP1L1,-0.2960254448722818
GTF2B,1.1981736379380687
FBXL13,-0.7238730642502756
FBXL12,0.8894333272019809
FBXL15,-1.2165402407037966
FBXL14,-0.7566331798746706
FBXL16,0.7502411740859565
FBXL19,-0.7635885501034821
FBXL18,-0.915128984248256
CCDC51,-0.25564808741226364
PPP1R11,0.572538313177251
AKTIP,-1.2274618606796446
RNF41,-0.6733074108096212
ANAPC1,-0.8219586802230138
ANAPC2,-0.6476206196574693
ANAPC5,-0.2794653424873989
ANAPC4,-0.2217813412941531
ANAPC7,-0.2987798314415352
ZNRF1,-0.6792676859866844
LRR1,-1.627719444544212
ZNRF2,-0.7893866477980286
FBXO30,-0.8043814570896102
FBXO5,-0.8153234526926356
FBXO32,-0.89003046035567
EMC7,-2.0954209799129258
KLHL25,-0.7424402447484924
KLHL21,1.0528497378245845
KLHL20,-0.9751409516838021
KLHL22,-1.1060001093830663
MKRN1,-0.37042970411089243
SPSB2,-0.75630478761981
SPSB1,-0.7241002273632994
TRIM50,-0.5639714953785603
SPSB4,-0.6950931947235729
ARF1,-0.12295191096967914
CDC34,-1.1566295519756324
AREL1,0.2660980608943895
LONRF1,-0.7997756367176478
CIAO2B,-1.2557808607489855
RNF25,-0.9030615917289896
UBE2V1,-1.1253374750128584
UBE2V2,-1.8828275461678363
RNF26,-0.7081612324773813
PSMD8,-1.4756359239499848
LMO7,-0.13351128328399073
MGRN1,-1.2631786957628413
DHX8,-2.363915461897527
SPCS1,-1.7742445956424029
ITCH,0.015188233008210098
PSMD4,0.5291888275903799
FLAD1,-2.1315069759887013
CBLL2,-1.1084102328099634
ARIH2,-0.8236239064570606
TRIP12,-0.7126270318740675
MEX3C,-1.3675715170313623
E2F6,-1.469576752113138
SNW1,-2.0242484559664473
PRCC,-1.749837558327837
C3AR1,-0.12275359855041841
BTRC,-0.37464991406712034
TRIM11,-0.6021324324785551
HUWE1,-0.9183716385227507
UFC1,-1.3913299465035514
LRRC41,-0.7808330286400933
USP25,0.13051214411208492
MOAP1,-1.1840787529461358
ASB2,0.5441763887531312
ASB1,-0.924435336817766
ASB6,-1.0683754574886413
ASB7,-0.772482960842973
ASB4,-0.9274381568221329
ASB5,-0.833812527540632
ASB8,-0.8698203023798046
ASB9,-0.8180920707627517
PIP4K2C,1.8313247034763742
ZMPSTE24,-1.68533507137902
MRPL34,-0.49931487205973124
UBE2R2,1.75741366259891
IMPA1,-0.7629240677790587
RNF19B,-0.005609797814556691
RNF19A,-0.64409885943517
RFX5,1.5962849668309864
TRAIP,-1.1864348639984594
UBA52,-1.0919730580580043
KAT7,-0.7564700147465183
EXOSC7,-1.6790338780797676
ADAR,0.8044344890466738
STK24,-0.21705284467591632
GPR161,2.8448639319779345
UBE2E1,0.43798916035431035
UBE2E3,-0.4120561649761105
UBE2E2,0.5578287865110078
DLGAP3,-2.816718002213703
JTB,-1.9163448996387071
TRIM9,-0.5793585521132792
FBXL20,-0.7884985602769338
TRIM4,-0.39940027588243815
FBXW12,-0.9001784783342761
PI4KB,1.4332220867037215
RNPEP,-0.9818424068535352
ELOB,-1.0329215057838685
FBXW8,-0.7287711266511495
SKP2,-0.07622581327807551
ZBTB16,0.7421066411312699
SKP1,0.4179826880358689
DEDD,-0.41640698074622334
WDR26,0.025991773010608087
FBXW9,-0.7749781566345079
FBXO21,0.19204425129993255
FBXO27,-0.6737184324593167
HNRNPAB,-2.336332228099155
DDX19B,-1.0144951869646484
FBXO28,-0.38386751395995977
FBXW4,-1.0731008521690886
FBXW5,-0.9811896826196304
FBXW7,0.25956587161703654
KLHL11,-0.7345458744833203
KLHL12,0.02325504566756628
LRSAM1,-0.644887111154275
SH3RF1,-0.7151059373478499
CSTB,0.6230476801807703
GNB1,-0.9232678891100833
UBE2D3,-1.026732617525894
TRIM69,-0.8077694696337607
JOSD1,-0.3744747502028902
TRIM63,-0.853421843430515
PIP5K1A,1.3776903000615315
KEAP1,-0.42135835310328695
ATP6V0C,-1.8993469914750138
ERCC3,-0.12811751694787576
RNF34,-0.5470496292908409
TOR1A,-1.3516206500453543
TOR1B,-0.7473869465566019
RLIM,-0.8015966974234959
TMEM248,-1.114267142502598
MFSD5,-0.7534991971218048
PSME3,-1.2287351548239593
KBTBD13,-0.7398901019595069
DDX23,-2.512011871854457
ERP44,-0.9173302109213587
ILF2,-2.395065127475929
ASB10,-0.667575889500892
UBE2J1,-0.34032501019638306
UBE2J2,-1.0292316270620454
WWP1,-0.44037003271607683
BTBD1,-1.7059245834955368
FBXO10,-0.651525355784274
FBXO17,-0.8117348048199242
FBXO15,-0.6117531696969722
ASB13,-0.6993398461868496
CAPRIN1,-0.7369001465056126
PPP1R7,-2.0523047258205382
CERS2,-1.4521664122080475
ASB17,-1.1841484815508048
EIF4ENIF1,-0.5099446174630952
CUL5,-0.7139377157110249
CUL7,-2.0827860516690504
CUL1,-0.005010630393597053
CUL2,-0.45019653391453934
CUL3,-1.2772158886771288
TRIM27,-0.49734476032774483
TRIM21,0.8360404653061286
IRF2BPL,3.060701282565057
RNF138,-1.4418725808267527
TOR1AIP1,-0.39285913939315076
DZIP3,0.11429215422755219
RBBP6,-0.6245247503765179
RNF182,-0.8176370167661615
RBX1,-0.8693690098884719
RNF217,-0.6518686507839478
RNF213,0.4254493266787118
SLBP,-2.6644742012701412
SMURF1,1.3039469046050411
UBE2F-SCLY,-0.666337289561572
SMURF2,0.983252010082149
CDC16,-0.36384433181610915
UBAP2L,-1.9490346537740881
RNF130,-0.7786759860623713
B4GALT1,0.6653902059172919
B4GALT3,-0.694714898987554
PJA2,-0.6199216647380672
RIC8A,-1.08113706278298
HERC1,0.0016482374577479555
HERC3,-0.7181311001657534
HERC2,2.822679656013274
HERC5,0.2922222316135976
HERC4,0.532723837354249
HERC6,0.8238625781325989
MRPL9,-1.5554770425431845
UBE2I,0.9600974188936663
UBE2H,-1.2966395396840018
UBE2K,-1.8908497802145428
UBE2M,-1.9469788058741901
UBE2O,-1.1514130226300736
UBE2N,-2.2602945466077107
UBE2A,-1.665300451422737
UBE2C,-1.323104632848187
UBE2B,-1.0273876366584445
UBE2F,-1.0509693236970732
UBA5,-0.4686436822535024
RBCK1,-0.20763395226741976
UBE2S,-1.6995737873242982
UBE2U,-1.1827727558332024
UBE2T,-1.1266994085241753
UBE2W,-0.10498418317824706
DPF2,-0.6556249204328881
UBA1,-0.49993792345179744
FBXO2,-0.7242510489836756
FBXO4,-0.7335530283594801
FBXO6,0.7482457283634375
FBXO7,-0.31701185809501653
FBXO9,0.21625531595543915
HACE1,-0.2551331659528647
SRPRB,-2.374829261937155
ASB11,-0.02916631819755719
FHL3,-0.7850027666016552
FBXO44,-0.753556193800778
FBXO41,-0.7243855029251839
FBXO40,-0.823255362573891
NDUFA8,-2.370316103645358
DET1,-0.6764278618931558
TP53,1.840919517160096
MAEA,-1.5571781390724713
TRIM71,1.1943728979132144
BIRC6,1.1857485563044947
PEX19,-0.1480047808524657
