z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,302,321.43,14.952762286614469,0.9031010203865062,0.9395513797716455
2,1.5,152,163.02,11.421891261958327,0.8326809957221862,0.9324009324009324
2,2.0,55,63.84,7.363042849257364,0.8850449745760463,0.8615288220551378
3,1.0,219,230.12,13.240302111356824,0.7995065535190531,0.9516773857118025
3,1.5,144,149.44,12.04102985628721,0.6742893578194031,0.9635974304068523
3,2.0,55,64.3,7.3641021177058645,0.8966844001371137,0.8553654743390358
4,1.0,141,163.1,12.555875118843769,0.9608073021966621,0.8645003065603925
4,1.5,107,123.32,9.581106407925965,0.9557489242494809,0.8676613687966267
4,2.0,55,63.26,7.23825945928992,0.8730979771015814,0.8694277584571609
5,1.0,102,116.69,9.721825960178467,0.9346099803582651,0.8741108921072929
5,1.5,85,95.11,8.706198940984523,0.8772281601287139,0.8937020292293134
5,2.0,52,59.93,6.922795678047995,0.8739970849406515,0.8676789587852495
9,1.0,34,36.42,6.09619553492176,0.6543048005657949,0.9335529928610653
9,1.5,34,34.0,5.60357029044876,0.5,1.0
9,2.0,24,28.8,5.727128425310541,0.7990173208216323,0.8333333333333333
12,1.0,13,17.34,4.0600985209721205,0.8574515517534121,0.7497116493656286
12,1.5,13,16.61,4.251811378694968,0.8020732351063063,0.7826610475617098
12,2.0,9,15.39,3.649369808610796,0.9600259467401299,0.5847953216374269
