z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,235,252.43,15.041446074098062,0.8767307656801306,0.9309511547755813
2,1.5,123,136.06,12.20640815309729,0.8576745489048494,0.9040129354696458
2,2.0,57,59.2,7.161005515987263,0.6206618196527266,0.9628378378378378
3,1.0,176,192.38,12.000649982396785,0.9138618560294796,0.9148560141386839
3,1.5,114,130.01,11.367932969542,0.9204859018665346,0.87685562649027
3,2.0,57,59.09,7.222319571993475,0.6138549743152469,0.9646302250803858
4,1.0,128,136.98,10.77123948299359,0.7977754325543887,0.9344429843772815
4,1.5,99,108.22,10.262144025494868,0.815526549898941,0.9148031787100351
4,2.0,57,59.97,7.907534381841156,0.6463895676256657,0.9504752376188095
5,1.0,89,98.6,8.840814442120138,0.8612323655334326,0.9026369168356998
5,1.5,82,85.97,9.175461841237203,0.6673748318350647,0.9538211003838548
5,2.0,54,55.96,6.313350932745621,0.6218918283083832,0.9649749821300929
9,1.0,22,30.17,5.495552747449523,0.9314472403435069,0.7292011932383161
9,1.5,20,28.44,5.292107330733193,0.9446246280088628,0.7032348804500703
9,2.0,17,24.98,4.454166588712192,0.9633999413915196,0.6805444355484387
12,1.0,14,14.59,3.2158824605386314,0.5727831819088761,0.9595613433858807
12,1.5,13,14.14,3.744382459097895,0.619609775169119,0.9193776520509194
12,2.0,10,11.74,3.4630044758850658,0.6923258531047576,0.8517887563884157
