category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,12/111,48/7783,0.25,17.52927927927928,13.816472686128972,1.7542546181755868e-12,4.0347856218038495e-10,3.286919179318468e-10,348/57552/7416/337/27329/350/948/1581/344/3990/1593/336,12,CD_1G_mito_DLB
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,12/111,67/7783,0.1791044776119403,12.558289632916498,11.428458890594557,1.2055186165224245e-10,1.3863464090007882e-8,1.1293805986367977e-8,2169/2170/2167/2168/123/10062/1582/948/1581/5106/1593/336,12,CD_1G_mito_DLB
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,11/111,146/7783,0.07534246575342465,5.282796495125262,6.283408232821501,6.589193136215875e-6,5.051714737765504e-4,4.115355713145354e-4,525/526/523/3107/3920/7037/948/1535/81027/3108/3109,11,CD_1G_mito_DLB
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,12/111,182/7783,0.06593406593406594,4.623106623106623,5.948866846118107,9.758019380032268e-6,5.610861143518554e-4,4.5708617095940624e-4,7416/498/293/292/506/4723/522/948/4705/6517/5599/1535,12,CD_1G_mito_DLB
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,11/111,202/7783,0.054455445544554455,3.8182588529123183,4.881419389298714,1.3416150336518977e-4,0.006171429154798729,0.005027525810316585,7416/498/293/292/506/4723/522/4705/5747/5599/1535,11,CD_1G_mito_DLB
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,12/111,248/7783,0.04838709677419355,3.3927637314734085,4.606136828610123,2.013966445971154e-4,0.0077202047095560914,0.006289228550576588,7416/498/293/292/506/4723/522/4705/5599/5530/1535/81027,12,CD_1G_mito_DLB
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,8/111,120/7783,0.06666666666666667,4.674474474474475,4.879094734097384,2.969068070526048e-4,0.009755509374585586,0.007947279948174986,525/526/523/498/506/4723/522/4705,8,CD_1G_mito_DLB
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,12/111,278/7783,0.04316546762589928,3.0266381489403074,4.138815517110706,5.711671157717045e-4,0.016421054578436504,0.013377335079916237,7416/498/293/292/506/4723/522/7052/2876/4705/5599/81027,12,CD_1G_mito_DLB
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,10/111,208/7783,0.04807692307692308,3.3710152460152463,4.168957819010333,7.350192563255014e-4,0.017898082791973288,0.014580589185223092,7184/337/948/3329/596/5747/5599/3439/5530/1535,10,CD_1G_mito_DLB
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,9/111,173/7783,0.05202312138728324,3.6477112951101396,4.235982496177131,7.781775126944908e-4,0.017898082791973288,0.014580589185223092,567/3107/596/8764/5819/3439/29992/3108/3109,9,CD_1G_mito_DLB
Metabolism,Lipid metabolism,hsa00120,Primary bile acid biosynthesis,3/111,16/7783,0.1875,13.14695945945946,5.849971177305686,0.001380969010353134,0.028874806580110986,0.023522725726589273,1582/1581/1593,3,CD_1G_mito_DLB
