category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,13/111,356/7783,0.03651685393258427,2.5604565239396697,3.62512315940904,0.0015885987790911695,0.030448143265914083,0.024804437077037562,348/7416/498/293/292/506/351/4723/522/4705/5599/5530/81027,13,CD_1G_mito_DLB
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,7/111,126/7783,0.05555555555555555,3.8953953953953953,3.941092552604164,0.0020801878665508236,0.036803323792822265,0.02998165508065155,7416/293/292/596/2512/5599/3439,7,CD_1G_mito_DLB
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,8/111,165/7783,0.048484848484848485,3.3996177996177996,3.747281924690809,0.0023882925389817748,0.03800129241864285,0.030957574601915,7416/293/292/5340/3439/4599/3108/3109,8,CD_1G_mito_DLB
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,10/111,245/7783,0.04081632653061224,2.861923147637433,3.5618000226358033,0.002519656524337401,0.03800129241864285,0.030957574601915,7416/498/293/292/506/4723/522/4705/5599/81027,10,CD_1G_mito_DLB
Organismal Systems,Digestive system,hsa04975,Fat digestion and absorption,4/111,41/7783,0.0975609756097561,6.840694352889475,4.510063227174237,0.0026435681682534158,0.03800129241864285,0.030957574601915,2169/337/2168/948,4,CD_1G_mito_DLB
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,4/111,43/7783,0.09302325581395349,6.5225225225225225,4.367712550867349,0.0031520090598208942,0.04027567131993365,0.03281038670456837,10347/1244/4363/5244,4,CD_1G_mito_DLB
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,4/111,43/7783,0.09302325581395349,6.5225225225225225,4.367712550867349,0.0031520090598208942,0.04027567131993365,0.03281038670456837,3107/3329/3108/3109,4,CD_1G_mito_DLB
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,9/111,215/7783,0.04186046511627907,2.9351351351351354,3.4609296542075927,0.0034950377835953066,0.04090550500955037,0.03332347776521724,7416/293/292/567/3107/5599/5530/3108/3109,9,CD_1G_mito_DLB
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,8/111,176/7783,0.045454545454545456,3.1871416871416876,3.5300377496374975,0.003557000435613076,0.04090550500955037,0.03332347776521724,3920/3329/596/5599/3439/5530/3108/3109,8,CD_1G_mito_DLB
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,14/111,440/7783,0.031818181818181815,2.2309991809991807,3.1974233609840526,0.00376659975994015,0.041253235466011166,0.03360675475034319,7416/498/293/292/506/351/4723/522/2876/4705/596/5599/5530/81027,14,CD_1G_mito_DLB
Organismal Systems,Digestive system,hsa04977,Vitamin digestion and absorption,3/111,23/7783,0.13043478260869565,9.145710928319623,4.705598371708578,0.004061736237898761,0.042463606123487055,0.034592777528515764,337/6948/4363,3,CD_1G_mito_DLB
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,5/111,78/7783,0.0641025641025641,4.494686994686994,3.730972681797064,0.004981164849300988,0.049811648493009876,0.040578825774625904,567/3107/3809/3108/3109,5,CD_1G_mito_DLB
