category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,8/113,52/7783,0.15384615384615385,10.59632402995235,8.427056236803686,6.806080232406187e-7,1.2182883616007076e-4,1.0961371321664705e-4,9517/91012/79603/204219/253782/8879/7368/81537,8,CD_1A_lyso_ALS
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,10/113,115/7783,0.08695652173913043,5.98922662562524,6.542266819850138,5.798341278706851e-6,5.189515444442631e-4,4.669190608642886e-4,9517/91012/79603/204219/581/253782/8717/7132/8879/81537,10,CD_1A_lyso_ALS
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,11/113,165/7783,0.06666666666666667,4.591740412979351,5.659962869902946,2.502048180726937e-5,0.0014928887478337389,0.001343204812811303,5034/23193/10130/10956/581/9601/29927/811/57134/79139/4121,11,CD_1A_lyso_ALS
Human Diseases,Infectious disease: bacterial,hsa05110,Vibrio cholerae infection,6/113,49/7783,0.12244897959183673,8.433808921798809,6.33569851285621,6.895817950857454e-5,0.0030858785330087103,0.0027764740696873433,11014/9601/525/9550/29927/10945,6,CD_1A_lyso_ALS
Organismal Systems,Digestive system,hsa04978,Mineral absorption,6/113,58/7783,0.10344827586206896,7.125114433933476,5.682848949972786,1.7952144906816295e-4,0.006426867876640233,0.005782480359458724,3162/55630/1317/2512/538/490,6,CD_1A_lyso_ALS
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,8/113,126/7783,0.06349206349206349,4.373086107599382,4.633087794684804,4.6652203937264255e-4,0.011929635006814716,0.010733514590077342,2799/4668/22901/3373/1520/84572/162/9516,8,CD_1A_lyso_ALS
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,8/113,126/7783,0.06349206349206349,4.373086107599382,4.633087794684804,4.6652203937264255e-4,0.011929635006814716,0.010733514590077342,25978/3459/581/2512/3454/8717/3460/7132,8,CD_1A_lyso_ALS
Genetic Information Processing,"Folding, sorting and degradation",hsa04130,SNARE interactions in vesicular transport,4/113,32/7783,0.125,8.609513274336283,5.235282875727736,0.0011071316945663293,0.024772071665921616,0.022288309114295843,8673/9341/6844/6810,4,CD_1A_lyso_ALS
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,4/113,36/7783,0.1111111111111111,7.652900688298918,4.85604458991372,0.0017344932749103856,0.03449714402321767,0.03103830070892269,3162/2512/5094/10533,4,CD_1A_lyso_ALS
Metabolism,Glycan biosynthesis and metabolism,hsa00531,Glycosaminoglycan degradation,3/113,18/7783,0.16666666666666666,11.479351032448376,5.40240407026028,0.0020743922891064285,0.037131621975005066,0.03340863370876669,2799/3373/10855,3,CD_1A_lyso_ALS
