category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,15/84,78/7783,0.19230769230769232,17.818223443223445,15.592264537623452,2.1706333373892137e-15,2.6698790049887327e-13,1.6908091259663349e-13,3310/3106/5993/567/3305/3127/3107/3303/3809/3306/3119/3312/3108/3109/6892,15,CD_1G_mito_FTLD
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,17/84,248/7783,0.06854838709677419,6.351334485407066,8.945701570218937,7.900692678735883e-10,4.8589259974225683e-8,3.077111885402397e-8,4698/3310/498/1345/3305/3303/1337/7385/293/1327/7278/1347/347733/51079/3312/1340/4715,17,CD_1G_mito_FTLD
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,12/84,173/7783,0.06936416184971098,6.426919900908339,7.5396681489821455,2.794805787023416e-7,8.858632144859222e-6,5.610087965079867e-6,3106/567/3127/3107/684/29992/3119/3108/3109/6892/3665/4939,12,CD_1G_mito_FTLD
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,14/84,245/7783,0.05714285714285714,5.294557823129251,7.134138340814886,2.8808559820680394e-7,8.858632144859222e-6,5.610087965079867e-6,4698/498/1345/1337/7385/293/1327/7278/1347/347733/51079/1340/9927/4715,14,CD_1G_mito_FTLD
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,13/84,213/7783,0.06103286384976526,5.65498546836575,7.194958411960611,3.776113342056739e-7,9.289238821459579e-6,5.882787101309447e-6,28958/90639/4698/498/1345/1337/7385/51287/1327/1347/51079/1340/4715,13,CD_1G_mito_FTLD
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,10/84,120/7783,0.08333333333333333,7.721230158730158,7.750113702727344,5.500520401697685e-7,1.1276066823480255e-5,7.141026486414538e-6,4698/498/1345/1337/7385/1327/1347/51079/1340/4715,10,CD_1G_mito_FTLD
Human Diseases,Immune disease,hsa05330,Allograft rejection,6/84,37/7783,0.16216216216216217,15.025096525096526,8.931739971887492,2.347453811203513e-6,4.124811696829031e-5,2.6122042410384956e-5,3106/3127/3107/3119/3108/3109,6,CD_1G_mito_FTLD
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,11/84,182/7783,0.06043956043956044,5.6000130821559395,6.558846861839967,3.5581328118207287e-6,5.47062919817437e-5,3.464497737825446e-5,4698/498/1345/1337/7385/293/1327/1347/51079/1340/4715,11,CD_1G_mito_FTLD
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,6/84,43/7783,0.13953488372093023,12.928571428571429,8.19257223621617,5.845882776623629e-6,7.190435815247065e-5,4.5536350049489326e-5,3106/3127/3107/3119/3108/3109,6,CD_1G_mito_FTLD
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,6/84,43/7783,0.13953488372093023,12.928571428571429,8.19257223621617,5.845882776623629e-6,7.190435815247065e-5,4.5536350049489326e-5,3106/3127/3107/3119/3108/3109,6,CD_1G_mito_FTLD
