category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,13/117,48/7783,0.2708333333333333,18.016203703703702,14.6085554129795,1.2605087678986908e-13,2.2563106945386564e-11,1.9372029485600933e-11,8398/8605/8681/5321/122618/123745/5051/283748/30814/11145/23646/81579/5338,13,CD_1B_otherlipid_PD
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,10/117,26/7783,0.38461538461538464,25.585141354372123,15.511958156308594,1.7332994510315954e-12,1.5513030086732778e-10,1.3319037886874365e-10,8398/8605/8681/5321/123745/283748/30814/11145/9415/81579,10,CD_1B_otherlipid_PD
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,15/117,97/7783,0.15463917525773196,10.28680941052075,11.369892184846702,1.0040559206783438e-11,5.990866993380784e-10,5.143584716457481e-10,8398/375775/8605/8681/5321/122618/5130/123745/54675/283748/30814/11145/23646/81579/5338,15,CD_1B_otherlipid_PD
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,10/117,32/7783,0.3125,20.78792735042735,13.856404872737079,1.951903410990772e-11,8.734767764183705e-10,7.499418368543493e-10,114805/11227/374378/79623/442117/57452/63917/79695/9334/11226,10,CD_1B_otherlipid_PD
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,9/117,30/7783,0.3,19.95641025641026,12.850971818184732,3.1563784545793745e-10,1.129983486739416e-8,9.701710618286078e-9,8398/8605/8681/5321/123745/283748/30814/11145/81579,9,CD_1B_otherlipid_PD
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,11/117,60/7783,0.18333333333333332,12.195584045584045,10.754333471086053,1.01614493997773e-9,3.031499070933561e-8,2.6027572146798e-8,8398/8605/8681/5321/123745/247/283748/30814/11145/81579/5730,11,CD_1B_otherlipid_PD
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,9/117,44/7783,0.20454545454545456,13.606643356643357,10.359469552887271,1.311509532202964e-8,3.3537172323475796e-7,2.8794043864907184e-7,114805/11227/374378/79623/442117/57452/63917/79695/11226,9,CD_1B_otherlipid_PD
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,8/117,93/7783,0.08602150537634409,5.722268173881078,5.65956546338301,7.20622600413478e-5,0.0016123930684251572,0.0013843539428995764,8605/8681/5321/5130/123745/283748/5900/5338,8,CD_1B_otherlipid_PD
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,6/117,49/7783,0.12244897959183673,8.145473574045003,6.198421568049434,8.375451932277167e-5,0.0016657843287529034,0.0014301941311256918,8605/8681/5321/123745/283748/3949,6,CD_1B_otherlipid_PD
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,7/117,91/7783,0.07692307692307693,5.1170282708744255,4.880215997810901,4.137125507507881e-4,0.007289655528704992,0.006258686899093965,8398/8605/8681/5321/123745/283748/5338,7,CD_1B_otherlipid_PD
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,11/117,220/7783,0.05,3.3260683760683762,4.323554161312938,4.479676581885749e-4,0.007289655528704992,0.006258686899093965,8398/8605/8681/5321/123745/283748/30814/11145/81579/5900/5338,11,CD_1B_otherlipid_PD
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,8/117,125/7783,0.064,4.257367521367522,4.535427446846058,5.586058977732438e-4,0.007886815933609188,0.006771391510184896,8398/8605/8681/5321/123745/283748/30814/81579,8,CD_1B_otherlipid_PD
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,7/117,96/7783,0.07291666666666667,4.850516381766383,4.689540469308552,5.727855147313935e-4,0.007886815933609188,0.006771391510184896,8398/8605/162514/8681/5321/123745/283748,7,CD_1B_otherlipid_PD
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,7/117,109/7783,0.06422018348623854,4.272014427977731,4.249831372844571,0.0012199630464292397,0.01477786182784887,0.012687843733407441,8605/8681/5321/123745/247/283748/836,7,CD_1B_otherlipid_PD
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,5/117,54/7783,0.09259259259259259,6.159385881608104,4.699886540699607,0.001238368309596274,0.01477786182784887,0.012687843733407441,8605/8681/5321/123745/283748,5,CD_1B_otherlipid_PD
Organismal Systems,Nervous system,hsa04730,Long-term depression,5/117,58/7783,0.08620689655172414,5.7346006483937515,4.470975011919605,0.0017107751631547392,0.019139297137793644,0.016432445646091576,8605/8681/5321/123745/283748,5,CD_1B_otherlipid_PD
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,6/117,89/7783,0.06741573033707865,4.484586574474214,4.084362762261687,0.0021384091698122437,0.02251619067037598,0.01933174853204877,8605/8681/5321/123745/283748/5338,6,CD_1B_otherlipid_PD
