category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,35/184,126/7783,0.2777777777777778,11.749698067632849,18.929036892360692,1.231884413508227e-28,2.870290683474169e-26,2.385965600900145e-26,1512/2760/4125/5476/1509/4126/4864/4668/10577/3073/2517/1201/968/3425/1508/950/2548/3916/51172/54/5641/3482/1497/1514/10312/4891/7805/1075/1520/8722/1513/9516/6272/1521/20,35,CD_1A_lyso_AD
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,25/184,176/7783,0.14204545454545456,6.008368330039525,10.457363126358102,2.9668625017483745e-13,3.4563948145368565e-11,2.8731721069563206e-11,3123/1509/3916/8717/3108/10312/2207/3689/3109/1520/929/3117/3122/581/972/3459/7097/3113/1051/3115/7096/7132/836/3118/7879,25,CD_1A_lyso_AD
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,16/184,78/7783,0.20512820512820512,8.67670011148272,10.602587313883058,2.370254967475699e-11,1.8408980247394595e-9,1.530269873738697e-9,3123/1508/3809/5641/3108/1514/3109/1520/3117/3813/3122/10437/972/3113/3115/3118,16,CD_1A_lyso_AD
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,20/184,146/7783,0.136986301369863,5.794371649791542,9.099615288171414,1.6229604857720693e-10,9.453744829622303e-9,7.85854551005423e-9,3123/3916/3108/1514/10312/3689/3109/1520/929/1536/3117/1535/4353/3122/7097/3113/528/3115/3118/7879,20,CD_1A_lyso_AD
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,16/184,93/7783,0.17204301075268819,7.277232351566154,9.475951106452607,3.851449378985016e-10,1.7947754106070175e-8,1.491929864701564e-8,3123/54/8741/3108/1514/10312/3689/3109/3117/1513/3122/7097/3113/528/3115/3118,16,CD_1A_lyso_AD
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,13/184,75/7783,0.17333333333333334,7.3318115942028985,8.573616725862014,1.6596621273977477e-8,6.445021261394587e-7,5.357505814757641e-7,3123/3108/3689/3109/1536/3117/1535/3122/3459/7097/3113/3115/3118,13,CD_1A_lyso_AD
Human Diseases,Immune disease,hsa05310,Asthma,9/184,31/7783,0.2903225806451613,12.280329593267881,9.792014696172929,2.4427024672331246e-8,8.130709640933115e-7,6.75875569881045e-7,3123/3108/2207/3109/3117/3122/3113/3115/3118,9,CD_1A_lyso_AD
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,11/184,66/7783,0.16666666666666666,7.049818840579709,7.680091429064735,3.3127037932101736e-7,9.648249797724631e-6,8.020230236193052e-6,3123/3108/3689/3109/3117/3122/3113/3115/836/1604/3118,11,CD_1A_lyso_AD
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,15/184,131/7783,0.11450381679389313,4.843386989711251,6.903011315770457,3.9553239608735504e-7,1.0239894254261525e-5,8.51204220819571e-6,1512/1509/1508/8717/10039/143/1514/1075/1520/8722/1513/581/7132/836/1521,15,CD_1A_lyso_AD
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,9/184,43/7783,0.20930232558139536,8.853260869565217,8.035077574642067,5.348506328840773e-7,1.2462019746199002e-5,1.0359212257965287e-5,3123/3108/3109/3117/3813/3122/3113/3115/3118,9,CD_1A_lyso_AD
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,17/184,173/7783,0.09826589595375723,4.156540588087459,6.533086429030427,5.975294855234066e-7,1.2656760920632158e-5,1.0521093333617876e-5,3123/8717/3108/3109/3117/29992/3122/581/8764/972/3459/7097/3113/3115/7132/836/3118,17,CD_1A_lyso_AD
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,9/184,47/7783,0.19148936170212766,8.099791859389454,7.59648383213739,1.1911760831098476e-6,2.312866894704954e-5,1.922599993791333e-5,3123/8741/3108/3109/3117/3122/3113/3115/3118,9,CD_1A_lyso_AD
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,13/184,109/7783,0.11926605504587157,5.044824491424013,6.6172620878498805,1.5190888512646992e-6,2.7226746334205764e-5,2.2632578836656245e-5,3123/3108/3109/3117/23643/3122/3459/7097/3113/3115/7132/836/3118,13,CD_1A_lyso_AD
Human Diseases,Immune disease,hsa05330,Allograft rejection,8/184,37/7783,0.21621621621621623,9.145710928319625,7.728005315927024,1.799453950236594e-6,2.99480550289376e-5,2.4894701266431073e-5,3123/3108/3109/3117/3122/3113/3115/3118,8,CD_1A_lyso_AD
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,10/184,66/7783,0.15151515151515152,6.408926218708827,6.866494516184325,2.859335867588154e-6,4.441501714320266e-5,3.6920547342892654e-5,3123/3108/3109/3117/3122/3459/7097/3113/3115/3118,10,CD_1A_lyso_AD
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,9/184,53/7783,0.16981132075471697,7.182834290401969,7.0276819289059915,3.428107833343266e-6,4.992182032306131e-5,4.149814745626058e-5,3123/3108/3109/3117/3122/3113/3115/713/3118,9,CD_1A_lyso_AD
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,8/184,43/7783,0.18604651162790697,7.869565217391305,7.028607650067523,5.98624263945748e-6,8.204673735256428e-5,6.820239292013475e-5,3123/3108/3109/3117/3122/3113/3115/3118,8,CD_1A_lyso_AD
Human Diseases,Infectious disease: bacterial,hsa05150,Staphylococcus aureus infection,11/184,92/7783,0.11956521739130435,5.057478733459357,6.091651683447479,9.715373130519159e-6,1.2576010774505356e-4,1.0453968748628803e-4,3123/3108/3689/3109/3117/3122/3113/3115/713/3118/719,11,CD_1A_lyso_AD
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,8/184,50/7783,0.16,6.767826086956521,6.36648113474074,1.9240779981146265e-5,2.3595272292668842e-4,1.961386989767819e-4,3123/3108/3109/3117/3122/3113/3115/3118,8,CD_1A_lyso_AD
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,10/184,92/7783,0.10869565217391304,4.597707939508507,5.401379789259931,5.742260539376862e-5,6.502272082170232e-4,5.405096286963284e-4,3123/3108/3109/4853/3117/3122/3459/3113/3115/3118,10,CD_1A_lyso_AD
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,13/184,152/7783,0.08552631578947369,3.6176701945080096,5.071334974120222,5.860416898093343e-5,6.502272082170232e-4,5.405096286963284e-4,3123/3108/3689/3109/3117/3122/139065/5175/3113/3115/4267/3118/3385,13,CD_1A_lyso_AD
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,10/184,97/7783,0.10309278350515463,4.360712684894666,5.182548377237109,9.043434278974416e-5,9.577819031822906e-4,7.961683767135372e-4,3123/3108/3109/929/3117/3122/3113/3115/1604/3118,10,CD_1A_lyso_AD
Metabolism,Glycan biosynthesis and metabolism,hsa00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,5/184,21/7783,0.23809523809523808,10.071169772256729,6.476828920932835,1.0460916184756801e-4,0.0010597362917601455,8.809192576637306e-4,29940/126792/79586/64132/54480,5,CD_1A_lyso_AD
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,7/184,48/7783,0.14583333333333334,6.168591485507247,5.589062548894102,1.1944527926174463e-4,0.0011596145861661042,9.639443589544303e-4,348/4864/10577/341/4043/5360/6272,7,CD_1A_lyso_AD
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,13/184,165/7783,0.07878787878787878,3.33264163372859,4.712439777699688,1.3597250782740385e-4,0.0012672637729514039,0.0010534291132733604,3123/8717/3108/3109/3117/3122/581/3459/3113/3115/7132/836/3118,13,CD_1A_lyso_AD
Metabolism,Glycan biosynthesis and metabolism,hsa00511,Other glycan degradation,4/184,17/7783,0.23529411764705882,9.952685421994884,5.749835165656665,5.653187880119196e-4,0.0050661260617991255,0.004211281659683935,4125/4126/3073/2517,4,CD_1A_lyso_AD
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,9/184,107/7783,0.08411214953271028,3.5578524989841527,4.14549318146947,9.272825152153705e-4,0.00800210466834005,0.006651851181272052,3123/3108/3109/3117/3122/3459/3113/3115/3118,9,CD_1A_lyso_AD
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,4/184,22/7783,0.18181818181818182,7.690711462450594,4.8899126636459,0.0015841271903833756,0.01318220126283309,0.010957872294381244,8509/126792/64132/3340,4,CD_1A_lyso_AD
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,12/184,196/7783,0.061224489795918366,2.589729370008873,3.507458118585708,0.0022986733897930214,0.01846865171799221,0.01535230140551419,3123/8717/3108/3109/3117/3122/581/7097/3113/3115/836/3118,12,CD_1A_lyso_AD
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,10/184,149/7783,0.06711409395973154,2.838853224394514,3.526471874883747,0.002725791094333589,0.02117031083265754,0.017598089872188784,10396/51761/27072/5175/1051/836/713/55754/84868/7879,10,CD_1A_lyso_AD
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,4/184,28/7783,0.14285714285714285,6.042701863354037,4.159371478521526,0.00397037381907227,0.02984184193044642,0.02480641027875374,8707/53947/8702/8704,4,CD_1A_lyso_AD
Metabolism,Glycan biosynthesis and metabolism,hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series,3/184,15/7783,0.2,8.459782608695653,4.499802939849792,0.0047962394302967035,0.03445930521207311,0.028644735301655535,4668/3073/53947,3,CD_1A_lyso_AD
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,12/184,215/7783,0.05581395348837209,2.360869565217391,3.1486288632174815,0.00488050245492881,0.03445930521207311,0.028644735301655535,3123/3108/3689/3109/3117/3122/581/3113/25847/3115/7132/3118,12,CD_1A_lyso_AD
