category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,11/120,126/7783,0.0873015873015873,5.66223544973545,6.602174133501146,3.3666117913653153e-6,6.011298443438398e-4,5.212558184344772e-4,2760/54/4864/968/1508/8722/1514/1497/1509/6556/1513,11,CD_1B_otherlipid_AD
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,11/120,131/7783,0.08396946564885496,5.446119592875318,6.42193833300119,4.927293806097048e-6,6.011298443438398e-4,5.212558184344772e-4,55367/1508/8722/8737/1514/3710/8743/5293/1509/836/1513,11,CD_1B_otherlipid_AD
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,7/120,48/7783,0.14583333333333334,9.458506944444446,7.355648934605695,7.579381880809006e-6,6.164563929724658e-4,5.345458800149511e-4,348/64241/4864/64240/344/341/19,7,CD_1B_otherlipid_AD
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,13/120,245/7783,0.053061224489795916,3.4414625850340133,4.858943759507725,9.487772689404747e-5,0.005032004263652099,0.004363385923184089,91252/29985/201266/283375/29986/64116/57181/27173/23516/7922/55334/3710/836,13,CD_1B_otherlipid_AD
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,9/120,122/7783,0.07377049180327869,4.784631147540983,5.272269077171698,1.0311484146828072e-4,0.005032004263652099,0.004363385923184089,7305/3808/3384/3810/2207/3439/8743/5293/836,9,CD_1B_otherlipid_AD
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,8/120,105/7783,0.0761904761904762,4.941587301587302,5.088368662064955,2.0245774866349168e-4,0.008233281778981994,0.007139299558133653,929/4283/7097/3439/8737/958/5293/1513,8,CD_1B_otherlipid_AD
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,11/120,208/7783,0.052884615384615384,3.430008012820513,4.445134210702759,3.4556063615772943e-4,0.010756426371816266,0.009327185939322993,7436/9619/19/929/4318/7097/3439/958/8743/5293/836,11,CD_1B_otherlipid_AD
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,15/120,356/7783,0.042134831460674156,2.732794943820225,4.187957662033666,3.5266971710873004e-4,0.010756426371816266,0.009327185939322993,348/91252/29985/201266/283375/29986/64116/57181/27173/23516/7922/55334/3710/5293/836,15,CD_1B_otherlipid_AD
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,5/120,43/7783,0.11627906976744186,7.541666666666667,5.382561263839565,4.8295936909035657e-4,0.013093565117560779,0.011353781659317153,64241/9619/64240/19/5244,5,CD_1B_otherlipid_AD
Metabolism,Carbohydrate metabolism,hsa00650,Butanoate metabolism,4/120,26/7783,0.15384615384615385,9.97820512820513,5.738073744424078,6.180314820556414e-4,0.01507996816215765,0.013076245041387782,54988/1962/1892/3155,4,CD_1B_otherlipid_AD
Organismal Systems,Digestive system,hsa04976,Bile secretion,6/120,85/7783,0.07058823529411765,4.578235294117647,4.150746668908332,0.0019225608115838455,0.042645894366041666,0.036979399342426125,64241/64240/6822/23439/3156/5244,6,CD_1B_otherlipid_AD
