category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,21/119,173/7783,0.12138728323699421,7.93913634818089,11.50078514585571,1.0103475093221383e-13,2.0611089190171623e-11,1.7016379104372858e-11,8892/8717/3665/4615/684/3127/4939/6892/57506/972/10379/3119/3109/6672/3134/3117/3105/567/7098/148022/3113,21,CD_2_leukodys_FTLD
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,15/119,78/7783,0.19230769230769232,12.577569489334195,12.804709262900593,4.634547054243225e-13,4.7272379953280897e-11,3.902776466731137e-11,3306/3310/3305/3127/6892/3303/972/10437/3119/3109/3134/3117/3105/567/3113,15,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,19/119,165/7783,0.11515151515151516,7.531296154825567,10.566039031924488,4.4399609142632495e-12,3.01917342169901e-10,2.492609636077614e-10,103/8717/3665/4615/3127/4939/57506/4600/51284/10379/3119/4599/3109/91543/7706/3117/7098/148022/3113,19,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,17/119,196/7783,0.08673469387755102,5.672740524781341,8.255739960001437,5.638843993665752e-9,2.8758104367695335e-7,2.3742501025961063e-7,9636/8717/3665/4615/3127/4939/6892/57506/10379/3119/3109/3134/3117/3105/567/3113/956,17,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05162,Measles,13/119,132/7783,0.09848484848484848,6.441240132416603,7.856282707435316,8.986939268291314e-8,3.6666712214628557e-6,3.02717954300339e-6,103/8717/3310/3665/4615/3305/4939/3303/57506/4600/51284/10379/4599,13,CD_2_leukodys_FTLD
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,8/119,43/7783,0.18604651162790697,12.168067226890756,9.150253224006288,2.18668849792227e-7,7.434740892935718e-6,6.138072976623916e-6,5798/3127/3119/3109/3134/3117/3105/3113,8,CD_2_leukodys_FTLD
Human Diseases,Immune disease,hsa05330,Allograft rejection,7/119,37/7783,0.1891891891891892,12.373608903020669,8.640756206668648,1.1521913400346855e-6,3.357814762386797e-5,2.7721896903090183e-5,3127/3119/3109/3134/3117/3105/3113,7,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,12/119,151/7783,0.07947019867549669,5.19761812009572,6.490281962788272,2.92365215742308e-6,7.455313001428854e-5,6.155057173522274e-5,5522/8717/3665/4939/57506/4600/10379/4599/91543/3434/7098/148022,12,CD_2_leukodys_FTLD
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,7/119,43/7783,0.16279069767441862,10.647058823529411,7.9040562085471935,3.342840379320851e-6,7.577104859793929e-5,6.255607727384049e-5,3127/3119/3109/3134/3117/3105/3113,7,CD_2_leukodys_FTLD
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,7/119,47/7783,0.14893617021276595,9.740926157697121,7.489270135176824,6.2026334247241e-6,1.2653372186437163e-4,1.0446540504798485e-4,3127/3119/3109/3601/3117/3600/3113,7,CD_2_leukodys_FTLD
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,8/119,68/7783,0.11764705882352941,7.69451309935739,6.908707925939955,8.106858247830928e-6,1.5034537114159177e-4,1.2412414542133478e-4,103/55593/9636/8717/3665/79132/57506/7706,8,CD_2_leukodys_FTLD
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,7/119,50/7783,0.14,9.156470588235296,7.2094912232017485,9.484739529644472e-6,1.6124057200395602e-4,1.3311915129325577e-4,3127/3119/3109/3134/3117/3105/3113,7,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,9/119,109/7783,0.08256880733944955,5.400277542209544,5.764660925369664,3.988377288938849e-5,6.258684361104039e-4,5.167128471499724e-4,3310/4615/3305/3127/3303/3119/3109/3117/3113,9,CD_2_leukodys_FTLD
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,7/119,66/7783,0.10606060606060606,6.936720142602495,6.035116253735803,6.0433446284500283e-5,8.806016458598612e-4,7.270189026706802e-4,3127/3119/3109/3134/3117/3105/3113,7,CD_2_leukodys_FTLD
Human Diseases,Immune disease,hsa05310,Asthma,5/119,31/7783,0.16129032258064516,10.548929249119002,6.637736167031819,9.494890554788422e-5,0.0012913051154512254,0.0010660929745727353,3127/3119/3109/3117/3113,5,CD_2_leukodys_FTLD
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,10/119,177/7783,0.05649717514124294,3.695105160708351,4.519345397599,3.589814607321385e-4,0.004577013624334766,0.003778752218233037,79792/3665/4615/11337/114769/4939/57506/10379/148022/2634,10,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,11/119,220/7783,0.05,3.270168067226891,4.256117866828073,5.181105102696585e-4,0.006217326123235901,0.0051329833834764926,103/9636/4615/4939/57506/4600/51284/10379/4599/7098/100529097,11,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,6/119,75/7783,0.08,5.232268907563025,4.589066789310433,9.598572570882314e-4,0.010878382246999956,0.008981120534158891,4615/3127/3119/3109/3117/3113,6,CD_2_leukodys_FTLD
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,7/119,105/7783,0.06666666666666667,4.360224089635855,4.31946721978215,0.0010816976499100326,0.011614016872718244,0.009588455622471204,3665/4615/51284/10379/3663/7098/148022,7,CD_2_leukodys_FTLD
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,5/119,53/7783,0.09433962264150944,6.170128428729983,4.7058801799022785,0.0012269343765527075,0.012514730640837616,0.010332078960443853,3127/3119/3109/3117/3113,5,CD_2_leukodys_FTLD
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,6/119,80/7783,0.075,4.905252100840336,4.374772416386162,0.0013465169614255922,0.013080450482420038,0.010799133525217783,103/25939/11277/79792/3665/57506,6,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,9/119,176/7783,0.05113636363636364,3.3444900687547747,3.9200298049845044,0.0014438112842137206,0.013388068271799955,0.011053100740392119,8717/4615/3127/1509/972/3119/3109/3117/3113,9,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,10/119,215/7783,0.046511627906976744,3.042016806722689,3.783374447684583,0.0016173168745222738,0.014344897495762777,0.011843052628080723,3127/3119/3109/3601/3134/3117/3105/3600/567/3113,10,CD_2_leukodys_FTLD
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,8/119,146/7783,0.0547945205479452,3.5837458270979625,3.9269571891509623,0.0017176163346485827,0.014599738844512952,0.012053447962446196,3127/347733/3119/3109/3134/3117/3105/3113,8,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,9/119,187/7783,0.0481283422459893,3.147755358828023,3.704285762777844,0.0021933571253069384,0.01737784147768099,0.014347031147724244,8717/3665/10379/3134/3105/7098/148022/7316/4277,9,CD_2_leukodys_FTLD
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,8/119,152/7783,0.05263157894736842,3.4422821760283058,3.788944580432559,0.00221482293342993,0.01737784147768099,0.014347031147724244,3127/29126/3119/3109/3134/3117/3105/3113,8,CD_2_leukodys_FTLD
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,5/119,61/7783,0.08196721311475409,5.360931257749001,4.26059845563369,0.002308579142705326,0.01744259796710691,0.014400493677694044,25939/684/85363/4600/4599,5,CD_2_leukodys_FTLD
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,6/119,93/7783,0.06451612903225806,4.219571699647601,3.891954474309493,0.002908997209394748,0.021194122525590307,0.017497727575306755,3127/3119/3109/3117/3600/3113,6,CD_2_leukodys_FTLD
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,9/119,198/7783,0.045454545454545456,2.9728800611153554,3.503860701138088,0.0032255853627192323,0.022198808334146485,0.018327189543154997,25939/8717/4615/684/85363/6892/3134/3105/567,9,CD_2_leukodys_FTLD
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,5/119,66/7783,0.07575757575757576,4.954800101858925,4.020347565944363,0.0032645306373744833,0.022198808334146485,0.018327189543154997,3127/3119/3109/3117/3113,5,CD_2_leukodys_FTLD
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,6/119,97/7783,0.061855670103092786,4.045568742961102,3.7609315531387093,0.0035897995136048764,0.023623196799206284,0.019503155252182693,1436/3127/3119/3109/3117/3113,6,CD_2_leukodys_FTLD
