z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,294,304.0,15.831613941730641,0.7361913926823349,0.9671052631578947
2,1.5,154,159.07,10.066036956021966,0.6927547207119944,0.9681272395800591
2,2.0,68,67.16,7.344004357297183,0.45446867337417796,1.0125074449076832
3,1.0,200,221.48,12.139588131398856,0.9615878885193962,0.9030160736861117
3,1.5,140,150.71,11.434417344141327,0.8255296305964678,0.9289363678588016
3,2.0,68,65.99,7.4545221174801,0.39372053926036865,1.0304591604788604
4,1.0,137,156.23,10.503194752074247,0.9664401379321171,0.8769122447673303
4,1.5,109,122.19,10.142677161381012,0.9032758570558415,0.8920533595220558
4,2.0,68,65.99,7.908849473848899,0.3996915034931703,1.0304591604788604
5,1.0,94,110.3,9.830055951010655,0.9513594074820078,0.8522212148685404
5,1.5,83,95.03,7.978038606073549,0.9342085844430955,0.8734083973482059
5,2.0,56,61.12,7.715283533351188,0.7465325404743599,0.9162303664921466
9,1.0,28,33.34,5.506759482672183,0.8339062904579997,0.8398320335932813
9,1.5,25,30.2,4.831148931672465,0.8591142915984017,0.8278145695364238
9,2.0,22,23.76,4.705571166181636,0.6458070424793476,0.9259259259259258
12,1.0,21,17.4,3.6687872655688283,0.16323456874685077,1.2068965517241381
12,1.5,18,14.62,3.9084012076551193,0.19357325775117024,1.2311901504787963
12,2.0,15,12.74,2.7554310007692084,0.2060515171231163,1.1773940345368916
