z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,338,421.04,16.50631394345812,0.9999997557840343,0.8027740832224967
2,1.5,155,220.76,12.906680440764001,0.9999998256623978,0.7021199492661714
2,2.0,53,91.14,8.820453503080213,0.9999923401495255,0.5815229317533465
3,1.0,212,306.27,16.0504548222161,0.9999999978646718,0.6921996930812682
3,1.5,140,207.27,12.329521483009792,0.9999999756524575,0.6754474839581223
3,2.0,53,90.79,8.891900809163358,0.999989308369587,0.5837647317986562
4,1.0,133,212.05,12.443773543423232,0.9999999998941297,0.6272105635463334
4,1.5,108,168.0,9.378699270154684,0.9999999999210166,0.6428571428571429
4,2.0,53,90.31,8.102709423396595,0.9999979340266749,0.5868674565385893
5,1.0,85,145.6,10.564090116995406,0.9999999951649091,0.5837912087912088
5,1.5,74,125.32,10.121146180151733,0.9999998016890416,0.5904883498244494
5,2.0,47,82.62,7.920580786785778,0.9999965563983817,0.5688695231178891
9,1.0,21,45.58,6.663602629208918,0.9998872965356933,0.46072838964458096
9,1.5,20,39.88,6.687720089836295,0.9985236148729991,0.5015045135406219
9,2.0,16,33.34,5.575338554742663,0.9990649591721601,0.4799040191961607
12,1.0,12,24.25,4.348275520249378,0.9975778488387802,0.4948453608247423
12,1.5,11,20.15,4.210403781111736,0.985116923892913,0.5459057071960298
12,2.0,7,18.08,3.7166651718980552,0.9985642397849601,0.3871681415929204
