z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,133,511.4,19.018412131405714,1.0,0.26007039499413376
2,1.5,61,290.94,14.611516006219205,1.0,0.2096652230700488
2,2.0,28,143.93,11.194869360559773,1.0,0.1945390120197318
3,1.0,97,415.38,18.04149661197762,1.0,0.23352111319755406
3,1.5,58,276.89,14.177372817274716,1.0,0.20946946440824876
3,2.0,28,140.62,10.762694829827703,1.0,0.19911819086900867
4,1.0,70,327.89,14.127912089194213,1.0,0.2134862301381561
4,1.5,50,243.12,13.41139813740536,1.0,0.2056597564988483
4,2.0,28,142.9,11.174524598388963,1.0,0.1959412176347096
5,1.0,49,257.14,13.796390832388013,1.0,0.19055767286303182
5,1.5,38,206.98,15.18023715229772,1.0,0.18359261764421683
5,2.0,26,135.32,10.565869580872178,1.0,0.19213715637008574
9,1.0,20,104.7,9.050414355155239,1.0,0.19102196752626552
9,1.5,15,94.02,8.807928246755873,1.0,0.1595405232929164
9,2.0,15,75.02,8.347430742450038,0.9999999999996766,0.19994668088509732
12,1.0,8,62.3,7.63740793725201,0.9999999999994187,0.12841091492776888
12,1.5,6,54.23,7.097682720437706,0.999999999994591,0.11063986723215932
12,2.0,6,46.8,6.909413868049879,0.9999999982366287,0.12820512820512822
