z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,1271,514.89,18.632173786222584,0.0,2.4684884150012625
2,1.5,839,280.35,13.50509163241775,0.0,2.992687711788835
2,2.0,469,126.59,11.772081379263398,2.650751444931252e-186,3.704874002685836
3,1.0,1026,382.29,16.571840573696093,0.0,2.6838264145020796
3,1.5,800,265.41,14.983387467458751,4.207516394428331e-279,3.0142044384160354
3,2.0,469,125.34,9.949090410685793,9.446152420510403e-262,3.741822243497686
4,1.0,818,276.2,14.617113258095799,4.934698489724073e-301,2.9616220130340336
4,1.5,713,219.1,11.05667219374799,0.0,3.254221816522136
4,2.0,469,123.31,9.752635541226791,1.6831732735463534e-275,3.8034222690779336
5,1.0,657,202.42,12.592998054474558,1.2261393891005868e-285,3.2457267068471496
5,1.5,603,170.39,11.505559525724944,1.07143576491332e-309,3.538940078643113
5,2.0,447,115.31,9.674394037871311,6.48690224980053e-258,3.876506807735669
9,1.0,320,79.29,8.102215746325198,2.924075380674111e-194,4.035817883717997
9,1.5,294,66.52,6.45210043319228,1.3526145905886959e-272,4.419723391461215
9,2.0,256,53.31,7.1759250274790345,8.006249515683437e-176,4.802100919152129
12,1.0,213,53.61,7.142681569270746,1.316835059918609e-110,3.9731393396754338
12,1.5,191,41.73,6.062763396339989,3.7836113820731003e-134,4.577042894799905
12,2.0,158,32.25,4.735768153108849,1.1780295507816964e-155,4.89922480620155
