"","shared_name","comparison","d2_name","d1_seeds","d2_seeds","z_both","AD_lyso_seed_both","AD_lyso_seed_AD","AD_lyso_seed_lyso","AD_lyso_noseed","DLB_lyso_seed_both","DLB_lyso_seed_AD","DLB_lyso_seed_lyso","DLB_lyso_noseed"
"502","SLC31A2","CD_1A_lyso_AD","AD",0,0,7.82338185286055,0,0,0,1,0,0,0,0
"503","ANXA11","CD_1A_lyso_DLB","DLB",0,0,7.82876278235873,0,0,0,0,0,0,0,1
"504","ARL8B","CD_1A_lyso_DLB","DLB",0,0,7.90978809190841,0,0,0,0,0,0,0,1
"505","HPSE","CD_1A_lyso_AD","AD",0,0,7.93392332301142,0,0,0,1,0,0,0,0
"506","CXorf40A","CD_1A_lyso_DLB","DLB",0,0,7.93551054543091,0,0,0,0,0,0,0,1
"507","MT2A","CD_1A_lyso_DLB","DLB",0,0,7.93551054543106,0,0,0,0,0,0,0,1
"508","CYB561D2","CD_1A_lyso_AD","AD",0,0,7.99712785991674,0,0,0,1,0,0,0,0
"509","ATP8A1","CD_1A_lyso_AD","AD",0,0,8.00073781818472,0,0,0,1,0,0,0,0
"510","DEFB104B","CD_1A_lyso_DLB","DLB",0,0,8.00152228060022,0,0,0,0,0,0,0,1
"511","ATP6V1B1","CD_1A_lyso_DLB","DLB",0,0,8.01279892767366,0,0,0,0,0,0,0,1
"512","NPL","CD_1A_lyso_DLB","DLB",0,0,8.07506257760334,0,0,0,0,0,0,0,1
"513","LRPAP1","CD_1A_lyso_DLB","DLB",0,0,8.08643917453027,0,0,0,0,0,0,0,1
"514","APOD","CD_1A_lyso_DLB","DLB",0,0,8.10693668720895,0,0,0,0,0,0,0,1
"515","FCSK","CD_1A_lyso_DLB","DLB",0,0,8.11065139624383,0,0,0,0,0,0,0,1
"516","CD99","CD_1A_lyso_DLB","DLB",0,0,8.12965462137665,0,0,0,0,0,0,0,1
"517","ATF5","CD_1A_lyso_DLB","DLB",0,0,8.13153613060006,0,0,0,0,0,0,0,1
"518","CASP3","CD_1A_lyso_DLB","DLB",0,0,8.1479784838007,0,0,0,0,0,0,0,1
"519","SMPD4","CD_1A_lyso_DLB","DLB",0,0,8.15240854714148,0,0,0,0,0,0,0,1
"520","MT1G","CD_1A_lyso_DLB","DLB",0,0,8.15280668592058,0,0,0,0,0,0,0,1
"521","TMEM246","CD_1A_lyso_DLB","DLB",0,0,8.18631882213759,0,0,0,0,0,0,0,1
"522","SLC2A8","CD_1A_lyso_DLB","DLB",0,0,8.19993860321998,0,0,0,0,0,0,0,1
"523","KIAA0930","CD_1A_lyso_DLB","DLB",0,0,8.21839246013838,0,0,0,0,0,0,0,1
"524","OAZ2","CD_1A_lyso_DLB","DLB",0,0,8.22477397157969,0,0,0,0,0,0,0,1
"525","IGFBP4","CD_1A_lyso_DLB","DLB",0,0,8.27433705138953,0,0,0,0,0,0,0,1
"526","PLD3","CD_1A_lyso_DLB","DLB",0,0,8.30616947965363,0,0,0,0,0,0,0,1
"527","CTNS","CD_1A_lyso_DLB","DLB",0,0,8.30811087818513,0,0,0,0,0,0,0,1
"528","SLC25A14","CD_1A_lyso_DLB","DLB",0,0,8.3267316215556,0,0,0,0,0,0,0,1
"529","TNFSF13","CD_1A_lyso_AD","AD",0,0,8.36307416645779,0,0,0,1,0,0,0,0
"530","ADAM15","CD_1A_lyso_DLB","DLB",0,0,8.36751317897951,0,0,0,0,0,0,0,1
"531","DSE","CD_1A_lyso_AD","AD",0,0,8.38920101716657,0,0,0,1,0,0,0,0
"532","MAN2C1","CD_1A_lyso_DLB","DLB",0,0,8.39221016948163,0,0,0,0,0,0,0,1
"533","IGF2R","CD_1A_lyso_AD","AD",0,0,8.40346655286051,0,0,0,1,0,0,0,0
"534","NUDCD1","CD_1A_lyso_DLB","DLB",0,0,8.40742196333994,0,0,0,0,0,0,0,1
"535","TNS3","CD_1A_lyso_DLB","DLB",0,0,8.49563738095541,0,0,0,0,0,0,0,1
"536","FAM57B","CD_1A_lyso_AD","AD",0,0,8.54821057472036,0,0,0,1,0,0,0,0
"537","SNX1","CD_1A_lyso_AD","AD",0,0,8.56369588554638,0,0,0,1,0,0,0,0
"538","PAFAH1B3","CD_1A_lyso_AD","AD",0,0,8.58520520266593,0,0,0,1,0,0,0,0
"539","CTSG","CD_1A_lyso_DLB","DLB",0,0,8.59876959172806,0,0,0,0,0,0,0,1
"540","RNASET2","CD_1A_lyso_AD","AD",0,0,8.60854669910962,0,0,0,1,0,0,0,0
"541","CHCHD5","CD_1A_lyso_AD","AD",0,0,8.62222982773052,0,0,0,1,0,0,0,0
"542","TOR1A","CD_1A_lyso_DLB","DLB",0,0,8.62580619782951,0,0,0,0,0,0,0,1
"543","AC006538.2","CD_1A_lyso_AD","AD",0,0,8.62641725764496,0,0,0,1,0,0,0,0
"544","SLC11A2","CD_1A_lyso_DLB","DLB",0,0,8.64412948485909,0,0,0,0,0,0,0,1
"545","KIAA0513","CD_1A_lyso_AD","AD",0,0,8.65087295356504,0,0,0,1,0,0,0,0
"546","DAB2","CD_1A_lyso_DLB","DLB",0,0,8.65731538210971,0,0,0,0,0,0,0,1
"547","PKD2L1","CD_1A_lyso_DLB","DLB",0,0,8.66877860593845,0,0,0,0,0,0,0,1
"548","TMEM176A","CD_1A_lyso_AD","AD",0,0,8.68167886343652,0,0,0,1,0,0,0,0
"549","GLB1L","CD_1A_lyso_DLB","DLB",0,0,8.7392936025319,0,0,0,0,0,0,0,1
"550","BLVRB","CD_1A_lyso_AD","AD",0,0,8.74845526412709,0,0,0,1,0,0,0,0
"551","FAM160B2","CD_1A_lyso_AD","AD",0,0,8.75999558289656,0,0,0,1,0,0,0,0
"552","FADS2","CD_1A_lyso_DLB","DLB",0,0,8.7636420524492,0,0,0,0,0,0,0,1
"553","TPCN1","CD_1A_lyso_AD","AD",0,0,8.79998182826983,0,0,0,1,0,0,0,0
"554","B3GALT2","CD_1A_lyso_AD","AD",0,0,8.80843742667521,0,0,0,1,0,0,0,0
"555","ACP5","CD_1A_lyso_DLB","DLB",0,0,8.81082265883401,0,0,0,0,0,0,0,1
"556","MEGF9","CD_1A_lyso_AD","AD",0,0,8.81608243246884,0,0,0,1,0,0,0,0
"557","PARP3","CD_1A_lyso_AD","AD",0,0,8.83439276476328,0,0,0,1,0,0,0,0
"558","BIN3","CD_1A_lyso_DLB","DLB",0,0,8.84318159480097,0,0,0,0,0,0,0,1
"559","B4GALT7","CD_1A_lyso_DLB","DLB",0,0,8.86271020961192,0,0,0,0,0,0,0,1
"560","HYOU1","CD_1A_lyso_DLB","DLB",0,0,8.88668411651768,0,0,0,0,0,0,0,1
"561","TRIM3","CD_1A_lyso_DLB","DLB",0,0,8.90650135340862,0,0,0,0,0,0,0,1
"562","ORAI3","CD_1A_lyso_DLB","DLB",0,0,8.9329367050377,0,0,0,0,0,0,0,1
"563","CTSH","CD_1A_lyso_DLB","DLB",0,0,8.96155354376145,0,0,0,0,0,0,0,1
"564","NCEH1","CD_1A_lyso_DLB","DLB",0,0,8.98797334108355,0,0,0,0,0,0,0,1
"565","TOP3B","CD_1A_lyso_DLB","DLB",0,0,9.01200961821392,0,0,0,0,0,0,0,1
"566","TERF1","CD_1A_lyso_AD","AD",0,0,9.01610895164087,0,0,0,1,0,0,0,0
"567","M6PR","CD_1A_lyso_DLB","DLB",0,0,9.06724772782354,0,0,0,0,0,0,0,1
"568","ACP2","CD_1A_lyso_DLB","DLB",0,0,9.07870942895901,0,0,0,0,0,0,0,1
"569","CANX","CD_1A_lyso_DLB","DLB",0,0,9.11279379368744,0,0,0,0,0,0,0,1
"570","P2RX4","CD_1A_lyso_AD","AD",0,0,9.15866685325355,0,0,0,1,0,0,0,0
"571","CYB5R3","CD_1A_lyso_AD","AD",0,0,9.16185308092877,0,0,0,1,0,0,0,0
"572","LGMN","CD_1A_lyso_AD","AD",0,0,9.18889196101501,0,0,0,1,0,0,0,0
"573","CYP19A1","CD_1A_lyso_DLB","DLB",0,0,9.22333196015137,0,0,0,0,0,0,0,1
"574","PTPN18","CD_1A_lyso_AD","AD",0,0,9.22499507497238,0,0,0,1,0,0,0,0
"575","A2M","CD_1A_lyso_DLB","DLB",0,0,9.2504443748961,0,0,0,0,0,0,0,1
"576","TMEM176A","CD_1A_lyso_DLB","DLB",0,0,9.25824804908344,0,0,0,0,0,0,0,1
"577","BAX","CD_1A_lyso_DLB","DLB",0,0,9.32997081915127,0,0,0,0,0,0,0,1
"578","ATP6V1B2","CD_1A_lyso_DLB","DLB",0,0,9.3649596430948,0,0,0,0,0,0,0,1
"579","NAGPA","CD_1A_lyso_DLB","DLB",0,0,9.38812347665207,0,0,0,0,0,0,0,1
"580","GRINA","CD_1A_lyso_AD","AD",0,0,9.48888180338294,0,0,0,1,0,0,0,0
"581","MAN2B2","CD_1A_lyso_DLB","DLB",0,0,9.53118703817123,0,0,0,0,0,0,0,1
"582","SGMS1","CD_1A_lyso_DLB","DLB",0,0,9.5595306895296,0,0,0,0,0,0,0,1
"583","ACP5","CD_1A_lyso_AD","AD",0,0,9.55962743496837,0,0,0,1,0,0,0,0
"584","ABCA7","CD_1A_lyso_DLB","DLB",0,0,9.6028782813938,0,0,0,0,0,0,0,1
"585","MVP","CD_1A_lyso_AD","AD",0,0,9.60602399148317,0,0,0,1,0,0,0,0
"586","AKR7A2","CD_1A_lyso_DLB","DLB",0,0,9.62749623457674,0,0,0,0,0,0,0,1
"587","EVA1B","CD_1A_lyso_DLB","DLB",0,0,9.65791205593269,0,0,0,0,0,0,0,1
"588","RIN2","CD_1A_lyso_DLB","DLB",0,0,9.7290482629334,0,0,0,0,0,0,0,1
"589","INPP1","CD_1A_lyso_DLB","DLB",0,0,9.73993409835403,0,0,0,0,0,0,0,1
"590","SLC8B1","CD_1A_lyso_AD","AD",0,0,9.80349817683813,0,0,0,1,0,0,0,0
"591","GALNS","CD_1A_lyso_DLB","DLB",0,0,9.87464340122811,0,0,0,0,0,0,0,1
"592","AMDHD2","CD_1A_lyso_DLB","DLB",0,0,9.89463860650551,0,0,0,0,0,0,0,1
"593","HSP90B1","CD_1A_lyso_DLB","DLB",0,0,9.9087592657046,0,0,0,0,0,0,0,1
"594","MTX1","CD_1A_lyso_DLB","DLB",0,0,9.94364334641469,0,0,0,0,0,0,0,1
"595","CYBC1","CD_1A_lyso_DLB","DLB",0,0,9.97774487227134,0,0,0,0,0,0,0,1
"596","SLC39A1","CD_1A_lyso_DLB","DLB",0,0,10.0240024382461,0,0,0,0,0,0,0,1
"597","AZU1","CD_1A_lyso_DLB","DLB",0,0,10.0596520107311,0,0,0,0,0,0,0,1
"598","PLAAT3","CD_1A_lyso_DLB","DLB",0,0,10.0633597896354,0,0,0,0,0,0,0,1
"599","MXD4","CD_1A_lyso_DLB","DLB",0,0,10.1074105966425,0,0,0,0,0,0,0,1
"600","LINC00846","CD_1A_lyso_DLB","DLB",0,0,10.1074105966425,0,0,0,0,0,0,0,1
"601","SMPD2","CD_1A_lyso_DLB","DLB",0,0,10.1226893190071,0,0,0,0,0,0,0,1
"602","TRADD","CD_1A_lyso_AD","AD",0,0,10.147242466626,0,0,0,1,0,0,0,0
"603","GPR137B","CD_1A_lyso_AD","AD",0,0,10.1632794873092,0,0,0,1,0,0,0,0
"604","CAPG","CD_1A_lyso_AD","AD",0,0,10.1711558377807,0,0,0,1,0,0,0,0
"605","NAGPA","CD_1A_lyso_AD","AD",0,0,10.2004470022767,0,0,0,1,0,0,0,0
"606","IGSF6","CD_1A_lyso_AD","AD",0,0,10.2735587604033,0,0,0,1,0,0,0,0
"607","ATP6V0D1","CD_1A_lyso_DLB","DLB",0,0,10.2743903690134,0,0,0,0,0,0,0,1
"608","SLC3A2","CD_1A_lyso_DLB","DLB",0,0,10.4203097785947,0,0,0,0,0,0,0,1
"609","ARAP1","CD_1A_lyso_AD","AD",0,0,10.4393631876214,0,0,0,1,0,0,0,0
"610","SLC38A7","CD_1A_lyso_DLB","DLB",0,0,10.5349113107983,0,0,0,0,0,0,0,1
"611","DHCR24","CD_1A_lyso_DLB","DLB",0,0,10.5926745260582,0,0,0,0,0,0,0,1
"612","SLC31A2","CD_1A_lyso_DLB","DLB",0,0,10.6201292912573,0,0,0,0,0,0,0,1
"613","VDAC1","CD_1A_lyso_DLB","DLB",0,0,10.6790894502185,0,0,0,0,0,0,0,1
"614","MPO","CD_1A_lyso_DLB","DLB",0,0,10.7285761221445,0,0,0,0,0,0,0,1
"615","GLB1L2","CD_1A_lyso_DLB","DLB",0,0,10.7493972530045,0,0,0,0,0,0,0,1
"616","KL","CD_1A_lyso_DLB","DLB",0,0,10.8156364594258,0,0,0,0,0,0,0,1
"617","ESYT1","CD_1A_lyso_DLB","DLB",0,0,10.8218071100656,0,0,0,0,0,0,0,1
"618","MAGEA11","CD_1A_lyso_DLB","DLB",0,0,10.8750248400387,0,0,0,0,0,0,0,1
"619","LAMP1","CD_1A_lyso_AD","AD",0,0,10.9124302253313,0,0,0,1,0,0,0,0
"620","NCSTN","CD_1A_lyso_AD","AD",0,0,10.9191141977113,0,0,0,1,0,0,0,0
"621","AMY1A","CD_1A_lyso_DLB","DLB",0,0,11.0507372461283,0,0,0,0,0,0,0,1
"622","DEGS1","CD_1A_lyso_DLB","DLB",0,0,11.1192134134152,0,0,0,0,0,0,0,1
"623","SLC39A1","CD_1A_lyso_AD","AD",0,0,11.1282743948913,0,0,0,1,0,0,0,0
"624","KIR2DS4","CD_1A_lyso_AD","AD",0,0,11.16223131041,0,0,0,1,0,0,0,0
"625","CLCN7","CD_1A_lyso_AD","AD",0,0,11.2015707935385,0,0,0,1,0,0,0,0
"626","SNX10","CD_1A_lyso_AD","AD",0,0,11.2133710018769,0,0,0,1,0,0,0,0
"627","DDIT3","CD_1A_lyso_DLB","DLB",0,0,11.3035769347372,0,0,0,0,0,0,0,1
"628","UGT8","CD_1A_lyso_DLB","DLB",0,0,11.3294244046825,0,0,0,0,0,0,0,1
"629","SLURP1","CD_1A_lyso_DLB","DLB",0,0,11.542386298348,0,0,0,0,0,0,0,1
"630","GALM","CD_1A_lyso_DLB","DLB",0,0,11.5533680194442,0,0,0,0,0,0,0,1
"631","ARSI","CD_1A_lyso_DLB","DLB",0,0,11.6685147318004,0,0,0,0,0,0,0,1
"632","ARSH","CD_1A_lyso_DLB","DLB",0,0,11.68996299814,0,0,0,0,0,0,0,1
"633","ANXA6","CD_1A_lyso_DLB","DLB",0,0,11.8853294056592,0,0,0,0,0,0,0,1
"634","DDOST","CD_1A_lyso_DLB","DLB",0,0,11.9288613059436,0,0,0,0,0,0,0,1
"635","CHIT1","CD_1A_lyso_DLB","DLB",0,0,11.9491860789187,0,0,0,0,0,0,0,1
"636","GAA","CD_1A_lyso_AD","AD",0,0,12.0087256692565,0,0,0,1,0,0,0,0
"637","TCF25","CD_1A_lyso_DLB","DLB",0,0,12.2404326182221,0,0,0,0,0,0,0,1
"638","ATP8B3","CD_1A_lyso_AD","AD",0,0,12.2812589122466,0,0,0,1,0,0,0,0
"639","SCARB2","CD_1A_lyso_AD","AD",0,0,12.293036256145,0,0,0,1,0,0,0,0
"640","SIAE","CD_1A_lyso_AD","AD",0,0,12.430763292325,0,0,0,1,0,0,0,0
"641","ATP6V1A","CD_1A_lyso_DLB","DLB",0,0,12.5432383743258,0,0,0,0,0,0,0,1
"642","JPH1","CD_1A_lyso_DLB","DLB",0,0,12.6264135794398,0,0,0,0,0,0,0,1
"643","NINJ1","CD_1A_lyso_AD","AD",0,0,12.8866327382118,0,0,0,1,0,0,0,0
"644","LAMP2","CD_1A_lyso_DLB","DLB",0,0,12.9087894460064,0,0,0,0,0,0,0,1
"645","TIMP2","CD_1A_lyso_AD","AD",0,0,12.9435257803075,0,0,0,1,0,0,0,0
"646","FBXO6","CD_1A_lyso_DLB","DLB",0,0,12.9564156278107,0,0,0,0,0,0,0,1
"647","AC138894.1","CD_1A_lyso_AD","AD",0,0,13.2084713238161,0,0,0,1,0,0,0,0
"648","MTCH1","CD_1A_lyso_DLB","DLB",0,0,13.4055110267336,0,0,0,0,0,0,0,1
"649","EXT3","CD_1A_lyso_AD","AD",0,0,13.4465998148817,0,0,0,1,0,0,0,0
"650","ZFP91","CD_1A_lyso_DLB","DLB",0,0,13.4756690295213,0,0,0,0,0,0,0,1
"651","MYORG","CD_1A_lyso_DLB","DLB",0,0,13.509579746045,0,0,0,0,0,0,0,1
"652","SCARB2","CD_1A_lyso_DLB","DLB",0,0,13.5835205470412,0,0,0,0,0,0,0,1
"653","UGCG","CD_1A_lyso_DLB","DLB",0,0,13.5840504957783,0,0,0,0,0,0,0,1
"654","CTSB","CD_1A_lyso_AD","AD",0,0,13.8841637813389,0,0,0,1,0,0,0,0
"655","GRINA","CD_1A_lyso_DLB","DLB",0,0,13.9407720413329,0,0,0,0,0,0,0,1
"656","FAM160B2","CD_1A_lyso_DLB","DLB",0,0,13.9927260729351,0,0,0,0,0,0,0,1
"657","SKAP2","CD_1A_lyso_AD","AD",0,0,14.0204215336716,0,0,0,1,0,0,0,0
"658","GANAB","CD_1A_lyso_DLB","DLB",0,0,14.0857106202985,0,0,0,0,0,0,0,1
"659","CTSB","CD_1A_lyso_DLB","DLB",0,0,14.1725742770418,0,0,0,0,0,0,0,1
"660","RAB27B","CD_1A_lyso_DLB","DLB",0,0,14.2638909437465,0,0,0,0,0,0,0,1
"661","IDUA","CD_1A_lyso_AD","AD",1,0,14.2644483635589,0,0,1,0,0,0,0,0
"662","SLC39A11","CD_1A_lyso_AD","AD",0,0,14.3393479759938,0,0,0,1,0,0,0,0
"663","SLC31A1","CD_1A_lyso_DLB","DLB",0,0,14.3452415467569,0,0,0,0,0,0,0,1
"664","CD68","CD_1A_lyso_AD","AD",0,0,14.5026872979499,0,0,0,1,0,0,0,0
"665","GLB1L3","CD_1A_lyso_DLB","DLB",0,0,14.5414024684949,0,0,0,0,0,0,0,1
"666","TCN2","CD_1A_lyso_DLB","DLB",0,0,14.5505382672806,0,0,0,0,0,0,0,1
"667","HYAL3","CD_1A_lyso_DLB","DLB",0,0,14.5994260730928,0,0,0,0,0,0,0,1
"668","MS4A4A","CD_1A_lyso_AD","AD",0,1,14.8491232639251,0,1,0,0,0,0,0,0
"669","TLCD2","CD_1A_lyso_DLB","DLB",0,0,14.9142434138568,0,0,0,0,0,0,0,1
"670","DEGS2","CD_1A_lyso_DLB","DLB",0,0,15.0795512152604,0,0,0,0,0,0,0,1
"671","GRN","CD_1A_lyso_DLB","DLB",0,0,15.1049191080616,0,0,0,0,0,0,0,1
"672","AL691442.1","CD_1A_lyso_AD","AD",0,0,15.1736042644376,0,0,0,1,0,0,0,0
"673","SNCG","CD_1A_lyso_DLB","DLB",0,0,15.438097309586,0,0,0,0,0,0,0,1
"674","CLN3","CD_1A_lyso_AD","AD",1,0,15.5740324709599,0,0,1,0,0,0,0,0
"675","HEXD","CD_1A_lyso_DLB","DLB",0,0,15.5927562832122,0,0,0,0,0,0,0,1
"676","FUCA1","CD_1A_lyso_AD","AD",1,0,15.5944434613418,0,0,1,0,0,0,0,0
"677","SMPD3","CD_1A_lyso_AD","AD",0,0,15.6404889491837,0,0,0,1,0,0,0,0
"678","ACD","CD_1A_lyso_DLB","DLB",0,0,15.9822143356842,0,0,0,0,0,0,0,1
"679","HYAL1","CD_1A_lyso_DLB","DLB",0,0,16.2980634265458,0,0,0,0,0,0,0,1
"680","GBA2","CD_1A_lyso_DLB","DLB",0,0,16.5141478451756,0,0,0,0,0,0,0,1
"681","PKD2L2","CD_1A_lyso_DLB","DLB",0,0,16.5387611580956,0,0,0,0,0,0,0,1
"682","CD68","CD_1A_lyso_DLB","DLB",0,0,16.6174183190304,0,0,0,0,0,0,0,1
"683","HEXA","CD_1A_lyso_AD","AD",1,0,17.1280554872538,0,0,1,0,0,0,0,0
"684","SMPD3","CD_1A_lyso_DLB","DLB",0,0,17.1329924967973,0,0,0,0,0,0,0,1
"685","LAMP1","CD_1A_lyso_DLB","DLB",0,0,17.2845369967485,0,0,0,0,0,0,0,1
"686","NPC2","CD_1A_lyso_AD","AD",1,0,17.4660911291107,0,0,1,0,0,0,0,0
"687","RENBP","CD_1A_lyso_DLB","DLB",0,0,17.9760909600108,0,0,0,0,0,0,0,1
"688","ACER1","CD_1A_lyso_DLB","DLB",0,0,18.0938364113409,0,0,0,0,0,0,0,1
"689","TREM2","CD_1A_lyso_AD","AD",0,1,18.273357989879,0,1,0,0,0,0,0,0
"690","NPC2","CD_1A_lyso_DLB","DLB",1,0,18.4342455828856,0,0,0,0,0,0,1,0
"691","NAGA","CD_1A_lyso_AD","AD",1,0,18.4346125555332,0,0,1,0,0,0,0,0
"692","PDXK","CD_1A_lyso_DLB","DLB",0,0,18.9965855408968,0,0,0,0,0,0,0,1
"693","CERK","CD_1A_lyso_DLB","DLB",0,0,19.1420965819612,0,0,0,0,0,0,0,1
"694","ENPP7","CD_1A_lyso_DLB","DLB",0,0,19.2325326342777,0,0,0,0,0,0,0,1
"695","STS","CD_1A_lyso_DLB","DLB",0,0,19.3168747625374,0,0,0,0,0,0,0,1
"696","SGSH","CD_1A_lyso_DLB","DLB",1,0,19.7367852291165,0,0,0,0,0,0,1,0
"697","NPC1","CD_1A_lyso_AD","AD",1,0,19.766113564735,0,0,1,0,0,0,0,0
"698","LCTL","CD_1A_lyso_DLB","DLB",0,0,19.965945850552,0,0,0,0,0,0,0,1
"699","MANBA","CD_1A_lyso_AD","AD",1,0,20.4835800093602,0,0,1,0,0,0,0,0
"700","SUMF1","CD_1A_lyso_DLB","DLB",1,0,20.499514492098,0,0,0,0,0,0,1,0
"701","ATP13A2","CD_1A_lyso_AD","AD",1,0,20.7022771455393,0,0,1,0,0,0,0,0
"702","CTSD","CD_1A_lyso_AD","AD",1,0,20.7976514105904,0,0,1,0,0,0,0,0
"703","FDFT1","CD_1A_lyso_AD","AD",0,1,21.342483373373,0,1,0,0,0,0,0,0
"704","CTSA","CD_1A_lyso_AD","AD",1,0,21.4436887623684,0,0,1,0,0,0,0,0
"705","HLA-DRB1","CD_1A_lyso_AD","AD",0,1,21.9151720868577,0,1,0,0,0,0,0,0
"706","MAN2B1","CD_1A_lyso_DLB","DLB",1,0,21.9570730076981,0,0,0,0,0,0,1,0
"707","AGA","CD_1A_lyso_DLB","DLB",1,0,22.1694189407978,0,0,0,0,0,0,1,0
"708","CLU","CD_1A_lyso_AD","AD",0,1,22.3593191628613,0,1,0,0,0,0,0,0
"709","SLC24A4","CD_1A_lyso_AD","AD",0,1,22.5377939983961,0,1,0,0,0,0,0,0
"710","ZMYND11","CD_1A_lyso_DLB","DLB",0,0,22.9900515489492,0,0,0,0,0,0,0,1
"711","CCDC92","CD_1A_lyso_DLB","DLB",0,0,23.3261394112609,0,0,0,0,0,0,0,1
"712","MAN2B1","CD_1A_lyso_AD","AD",1,0,23.7352475789018,0,0,1,0,0,0,0,0
"713","AC010422.3","CD_1A_lyso_DLB","DLB",0,0,24.2428315280299,0,0,0,0,0,0,0,1
"714","GAA","CD_1A_lyso_DLB","DLB",0,0,24.4852304583332,0,0,0,0,0,0,0,1
"715","SLC40A1","CD_1A_lyso_DLB","DLB",0,0,25.0959559415413,0,0,0,0,0,0,0,1
"716","CLN3","CD_1A_lyso_DLB","DLB",1,0,25.4539991363799,0,0,0,0,0,0,1,0
"717","ATP8B4","CD_1A_lyso_AD","AD",0,1,26.4799761264448,0,1,0,0,0,0,0,0
"718","POMK","CD_1A_lyso_DLB","DLB",0,0,26.839272995273,0,0,0,0,0,0,0,1
"719","PSEN1","CD_1A_lyso_AD","AD",0,1,26.8884048751885,0,1,0,0,0,0,0,0
"720","AMY2A","CD_1A_lyso_DLB","DLB",0,0,26.9193522128238,0,0,0,0,0,0,0,1
"721","NAGLU","CD_1A_lyso_DLB","DLB",1,0,27.0087499440799,0,0,0,0,0,0,1,0
"722","GM2A","CD_1A_lyso_AD","AD",1,0,27.0202315676499,0,0,1,0,0,0,0,0
"723","ABCA7","CD_1A_lyso_AD","AD",0,1,27.2227544870652,0,1,0,0,0,0,0,0
"724","AMY2B","CD_1A_lyso_DLB","DLB",0,0,27.5839921061526,0,0,0,0,0,0,0,1
"725","NPC1","CD_1A_lyso_DLB","DLB",1,0,27.9670311781807,0,0,0,0,0,0,1,0
"726","NEU1","CD_1A_lyso_DLB","DLB",1,0,29.1104037669288,0,0,0,0,0,0,1,0
"727","GLB1","CD_1A_lyso_DLB","DLB",1,0,29.2733708608753,0,0,0,0,0,0,1,0
"728","CTSA","CD_1A_lyso_DLB","DLB",1,0,29.328760897189,0,0,0,0,0,0,1,0
"729","APOE","CD_1A_lyso_DLB","DLB",0,1,30.0949701537083,0,0,0,0,0,1,0,0
"730","PICALM","CD_1A_lyso_AD","AD",0,1,30.4769015394632,0,1,0,0,0,0,0,0
"731","TMEM175","CD_1A_lyso_AD","AD",0,0,30.6381198942164,0,0,0,1,0,0,0,0
"732","NAGA","CD_1A_lyso_DLB","DLB",1,0,31.1736617260699,0,0,0,0,0,0,1,0
"733","FGD6","CD_1A_lyso_DLB","DLB",0,0,31.7976846955539,0,0,0,0,0,0,0,1
"734","HEXB","CD_1A_lyso_DLB","DLB",1,0,31.9946351580197,0,0,0,0,0,0,1,0
"735","GM2A","CD_1A_lyso_DLB","DLB",1,0,32.6526608100372,0,0,0,0,0,0,1,0
"736","ASAH2B","CD_1A_lyso_DLB","DLB",0,0,33.3536375108033,0,0,0,0,0,0,0,1
"737","GUSB","CD_1A_lyso_DLB","DLB",1,0,33.8177970314319,0,0,0,0,0,0,1,0
"738","SGMS2","CD_1A_lyso_DLB","DLB",0,0,34.2961921099818,0,0,0,0,0,0,0,1
"739","SMPD1","CD_1A_lyso_DLB","DLB",1,0,34.7018176472003,0,0,0,0,0,0,1,0
"740","CKMT1B","CD_1A_lyso_DLB","DLB",0,0,34.7241174806956,0,0,0,0,0,0,0,1
"741","PSEN2","CD_1A_lyso_AD","AD",0,1,35.0852064360238,0,1,0,0,0,0,0,0
"742","ARSA","CD_1A_lyso_DLB","DLB",1,0,35.354913609477,0,0,0,0,0,0,1,0
"743","CTSD","CD_1A_lyso_DLB","DLB",1,0,35.8746166534509,0,0,0,0,0,0,1,0
"744","IDUA","CD_1A_lyso_DLB","DLB",1,0,36.1025980099503,0,0,0,0,0,0,1,0
"745","MANBA","CD_1A_lyso_DLB","DLB",1,0,38.3070780549789,0,0,0,0,0,0,1,0
"746","FUCA1","CD_1A_lyso_DLB","DLB",1,0,38.4130617506616,0,0,0,0,0,0,1,0
"747","HEXA","CD_1A_lyso_DLB","DLB",1,0,39.0801608465261,0,0,0,0,0,0,1,0
"748","ACER2","CD_1A_lyso_DLB","DLB",0,0,39.3998643364682,0,0,0,0,0,0,0,1
"749","GALC","CD_1A_lyso_DLB","DLB",1,0,41.6146949495589,0,0,0,0,0,0,1,0
"750","GANC","CD_1A_lyso_DLB","DLB",0,0,42.6337876110765,0,0,0,0,0,0,0,1
"751","ASAH2","CD_1A_lyso_DLB","DLB",0,0,44.4620582226919,0,0,0,0,0,0,0,1
"752","APOE","CD_1A_lyso_AD","AD",0,1,45.3515511761236,0,1,0,0,0,0,0,0
"753","ASAH1","CD_1A_lyso_DLB","DLB",1,0,46.374293333563,0,0,0,0,0,0,1,0
"754","CTSH","CD_1A_lyso_AD","AD",0,1,46.784896094127,0,1,0,0,0,0,0,0
"755","HGSNAT","CD_1A_lyso_DLB","DLB",1,0,51.7860780183399,0,0,0,0,0,0,1,0
"756","GRN","CD_1A_lyso_AD","AD",0,1,54.1442596270328,0,1,0,0,0,0,0,0
"757","MCOLN1","CD_1A_lyso_DLB","DLB",1,0,65.9712908231592,0,0,0,0,0,0,1,0
