"","shared_name","comparison","d2_name","d1_seeds","d2_seeds","z_both","AD_lyso_seed_both","AD_lyso_seed_AD","AD_lyso_seed_lyso","AD_lyso_noseed","DLB_lyso_seed_both","DLB_lyso_seed_AD","DLB_lyso_seed_lyso","DLB_lyso_noseed"
"246","UCP2","CD_1A_lyso_DLB","DLB",0,0,4.9752383339358,0,0,0,0,0,0,0,1
"247","LY96","CD_1A_lyso_AD","AD",0,0,4.97859090353606,0,0,0,1,0,0,0,0
"248","MOGAT1","CD_1A_lyso_AD","AD",0,0,4.98232732592423,0,0,0,1,0,0,0,0
"249","GAPDH","CD_1A_lyso_DLB","DLB",0,0,4.98878946373746,0,0,0,0,0,0,0,1
"250","CLIP1","CD_1A_lyso_DLB","DLB",0,0,4.99625467501777,0,0,0,0,0,0,0,1
"251","SLC7A7","CD_1A_lyso_AD","AD",0,0,5.01965503881502,0,0,0,1,0,0,0,0
"252","FTH1","CD_1A_lyso_DLB","DLB",0,0,5.02479902320614,0,0,0,0,0,0,0,1
"253","MYZAP","CD_1A_lyso_AD","AD",0,0,5.02759777830599,0,0,0,1,0,0,0,0
"254","SORT1","CD_1A_lyso_AD","AD",0,0,5.03966765381047,0,0,0,1,0,0,0,0
"255","IGF2R","CD_1A_lyso_DLB","DLB",0,0,5.04131938264042,0,0,0,0,0,0,0,1
"256","GPM6B","CD_1A_lyso_DLB","DLB",0,0,5.05295893205639,0,0,0,0,0,0,0,1
"257","IFFO1","CD_1A_lyso_AD","AD",0,0,5.05853221274237,0,0,0,1,0,0,0,0
"258","PLD2","CD_1A_lyso_DLB","DLB",0,0,5.07080155745125,0,0,0,0,0,0,0,1
"259","HCLS1","CD_1A_lyso_AD","AD",0,0,5.07750180579786,0,0,0,1,0,0,0,0
"260","FAM49A","CD_1A_lyso_AD","AD",0,0,5.09039438094153,0,0,0,1,0,0,0,0
"261","SPATA20","CD_1A_lyso_DLB","DLB",0,0,5.09240685340438,0,0,0,0,0,0,0,1
"262","MT1L","CD_1A_lyso_DLB","DLB",0,0,5.09260930389049,0,0,0,0,0,0,0,1
"263","PLTP","CD_1A_lyso_AD","AD",0,0,5.10260532818127,0,0,0,1,0,0,0,0
"264","CYBA","CD_1A_lyso_DLB","DLB",0,0,5.11015646388949,0,0,0,0,0,0,0,1
"265","LITAF","CD_1A_lyso_AD","AD",0,0,5.11638992547917,0,0,0,1,0,0,0,0
"266","KIR3DS1","CD_1A_lyso_AD","AD",0,0,5.13157561512017,0,0,0,1,0,0,0,0
"267","PILRA","CD_1A_lyso_AD","AD",0,0,5.13684544927364,0,0,0,1,0,0,0,0
"268","ABCG1","CD_1A_lyso_AD","AD",0,0,5.13721045871934,0,0,0,1,0,0,0,0
"269","DYSF","CD_1A_lyso_AD","AD",0,0,5.14526278727891,0,0,0,1,0,0,0,0
"270","EHBP1L1","CD_1A_lyso_AD","AD",0,0,5.18627982295958,0,0,0,1,0,0,0,0
"271","PORCN","CD_1A_lyso_DLB","DLB",0,0,5.1993460481922,0,0,0,0,0,0,0,1
"272","PYGL","CD_1A_lyso_AD","AD",0,0,5.21259614711902,0,0,0,1,0,0,0,0
"273","GLUL","CD_1A_lyso_DLB","DLB",0,0,5.21850223641646,0,0,0,0,0,0,0,1
"274","HLA-DQA1","CD_1A_lyso_DLB","DLB",0,0,5.22289545237384,0,0,0,0,0,0,0,1
"275","PLA2G7","CD_1A_lyso_DLB","DLB",0,0,5.2360823905015,0,0,0,0,0,0,0,1
"276","UGT2A2","CD_1A_lyso_DLB","DLB",0,0,5.24608390506607,0,0,0,0,0,0,0,1
"277","RABEP2","CD_1A_lyso_AD","AD",0,0,5.25192269780693,0,0,0,1,0,0,0,0
"278","HIGD1C","CD_1A_lyso_AD","AD",0,0,5.27654322801462,0,0,0,1,0,0,0,0
"279","BNIP3L","CD_1A_lyso_DLB","DLB",0,0,5.27983117000764,0,0,0,0,0,0,0,1
"280","APOC1","CD_1A_lyso_DLB","DLB",0,0,5.28600865981837,0,0,0,0,0,0,0,1
"281","PON2","CD_1A_lyso_DLB","DLB",0,0,5.29753006259247,0,0,0,0,0,0,0,1
"282","GK","CD_1A_lyso_DLB","DLB",0,0,5.3020207516479,0,0,0,0,0,0,0,1
"283","PAPSS2","CD_1A_lyso_AD","AD",0,0,5.31662953929391,0,0,0,1,0,0,0,0
"284","DHRS3","CD_1A_lyso_DLB","DLB",0,0,5.32624595470835,0,0,0,0,0,0,0,1
"285","SRGN","CD_1A_lyso_AD","AD",0,0,5.33779110974867,0,0,0,1,0,0,0,0
"286","SLCO2B1","CD_1A_lyso_AD","AD",0,0,5.34449732791119,0,0,0,1,0,0,0,0
"287","INPP1","CD_1A_lyso_AD","AD",0,0,5.3534823001445,0,0,0,1,0,0,0,0
"288","CLU","CD_1A_lyso_DLB","DLB",0,0,5.36380203355078,0,0,0,0,0,0,0,1
"289","SLCO2B1","CD_1A_lyso_DLB","DLB",0,0,5.37335072579937,0,0,0,0,0,0,0,1
"290","MPO","CD_1A_lyso_AD","AD",0,0,5.39691293269716,0,0,0,1,0,0,0,0
"291","TMEM8A","CD_1A_lyso_AD","AD",0,0,5.41756139368083,0,0,0,1,0,0,0,0
"292","SNX3","CD_1A_lyso_AD","AD",0,0,5.42461079550738,0,0,0,1,0,0,0,0
"293","CHN2","CD_1A_lyso_AD","AD",0,0,5.43007851566817,0,0,0,1,0,0,0,0
"294","ACO2","CD_1A_lyso_DLB","DLB",0,0,5.43097932748376,0,0,0,0,0,0,0,1
"295","PCSK9","CD_1A_lyso_DLB","DLB",0,0,5.43384120288005,0,0,0,0,0,0,0,1
"296","BDH2","CD_1A_lyso_DLB","DLB",0,0,5.44083059504997,0,0,0,0,0,0,0,1
"297","AOAH","CD_1A_lyso_AD","AD",0,0,5.4426555456428,0,0,0,1,0,0,0,0
"298","MMRN1","CD_1A_lyso_DLB","DLB",0,0,5.46254464197635,0,0,0,0,0,0,0,1
"299","GABARAP","CD_1A_lyso_DLB","DLB",0,0,5.47309428333002,0,0,0,0,0,0,0,1
"300","CAPN1","CD_1A_lyso_DLB","DLB",0,0,5.47446510736082,0,0,0,0,0,0,0,1
"301","HLA-DMA","CD_1A_lyso_DLB","DLB",0,0,5.47774534742972,0,0,0,0,0,0,0,1
"302","SULT1A1","CD_1A_lyso_AD","AD",0,0,5.47897229683541,0,0,0,1,0,0,0,0
"303","AOAH","CD_1A_lyso_DLB","DLB",0,0,5.48976824613711,0,0,0,0,0,0,0,1
"304","TK2","CD_1A_lyso_DLB","DLB",0,0,5.49994199460289,0,0,0,0,0,0,0,1
"305","ZYX","CD_1A_lyso_AD","AD",0,0,5.50161697566218,0,0,0,1,0,0,0,0
"306","ATP8B1","CD_1A_lyso_AD","AD",0,0,5.50715618969225,0,0,0,1,0,0,0,0
"307","CPVL","CD_1A_lyso_AD","AD",0,0,5.50908081053282,0,0,0,1,0,0,0,0
"308","TREM2","CD_1A_lyso_DLB","DLB",0,0,5.53124638915825,0,0,0,0,0,0,0,1
"309","TMEM222","CD_1A_lyso_AD","AD",0,0,5.53690734608367,0,0,0,1,0,0,0,0
"310","HMOX1","CD_1A_lyso_DLB","DLB",0,0,5.54162976356861,0,0,0,0,0,0,0,1
"311","FMR1","CD_1A_lyso_DLB","DLB",0,0,5.54505420341899,0,0,0,0,0,0,0,1
"312","PTPN12","CD_1A_lyso_AD","AD",0,0,5.55264979864263,0,0,0,1,0,0,0,0
"313","CHPF2","CD_1A_lyso_AD","AD",0,0,5.55473508815894,0,0,0,1,0,0,0,0
"314","ZNF274","CD_1A_lyso_AD","AD",0,0,5.55598673319498,0,0,0,1,0,0,0,0
"315","A4GALT","CD_1A_lyso_AD","AD",0,0,5.56410988398627,0,0,0,1,0,0,0,0
"316","CTSK","CD_1A_lyso_AD","AD",0,0,5.56491666331966,0,0,0,1,0,0,0,0
"317","LIME1","CD_1A_lyso_AD","AD",0,0,5.5862744677148,0,0,0,1,0,0,0,0
"318","NUCB1","CD_1A_lyso_DLB","DLB",0,0,5.58775144246084,0,0,0,0,0,0,0,1
"319","SLC18A2","CD_1A_lyso_DLB","DLB",0,0,5.58912887079116,0,0,0,0,0,0,0,1
"320","RNF20","CD_1A_lyso_DLB","DLB",0,0,5.59661697851003,0,0,0,0,0,0,0,1
"321","ATP5F1A","CD_1A_lyso_DLB","DLB",0,0,5.6106080617495,0,0,0,0,0,0,0,1
"322","SIDT2","CD_1A_lyso_DLB","DLB",0,0,5.61707610894807,0,0,0,0,0,0,0,1
"323","KLB","CD_1A_lyso_DLB","DLB",0,0,5.62157751140297,0,0,0,0,0,0,0,1
"324","CYBA","CD_1A_lyso_AD","AD",0,0,5.62190990909139,0,0,0,1,0,0,0,0
"325","PEBP4","CD_1A_lyso_DLB","DLB",0,0,5.63193010306058,0,0,0,0,0,0,0,1
"326","PIK3IP1","CD_1A_lyso_DLB","DLB",0,0,5.67046804809517,0,0,0,0,0,0,0,1
"327","SLC38A7","CD_1A_lyso_AD","AD",0,0,5.67173387012915,0,0,0,1,0,0,0,0
"328","CYBB","CD_1A_lyso_DLB","DLB",0,0,5.68356982046875,0,0,0,0,0,0,0,1
"329","CST3","CD_1A_lyso_DLB","DLB",0,0,5.70825032873281,0,0,0,0,0,0,0,1
"330","VEGFB","CD_1A_lyso_DLB","DLB",0,0,5.71533358577323,0,0,0,0,0,0,0,1
"331","GLG1","CD_1A_lyso_DLB","DLB",0,0,5.73467823348039,0,0,0,0,0,0,0,1
"332","AP2A2","CD_1A_lyso_DLB","DLB",0,0,5.73664563797079,0,0,0,0,0,0,0,1
"333","LGALS1","CD_1A_lyso_DLB","DLB",0,0,5.74975801686809,0,0,0,0,0,0,0,1
"334","HLA-DQA1","CD_1A_lyso_AD","AD",0,0,5.75251615411338,0,0,0,1,0,0,0,0
"335","ADIPOR1","CD_1A_lyso_DLB","DLB",0,0,5.75644774102863,0,0,0,0,0,0,0,1
"336","CYBB","CD_1A_lyso_AD","AD",0,0,5.76565861890415,0,0,0,1,0,0,0,0
"337","CD14","CD_1A_lyso_AD","AD",0,0,5.77496744864173,0,0,0,1,0,0,0,0
"338","RDH11","CD_1A_lyso_DLB","DLB",0,0,5.77559147022386,0,0,0,0,0,0,0,1
"339","DAB2","CD_1A_lyso_AD","AD",0,0,5.78884534045723,0,0,0,1,0,0,0,0
"340","H6PD","CD_1A_lyso_DLB","DLB",0,0,5.81558432576068,0,0,0,0,0,0,0,1
"341","MAFB","CD_1A_lyso_AD","AD",0,0,5.8228788300542,0,0,0,1,0,0,0,0
"342","KIAA0513","CD_1A_lyso_DLB","DLB",0,0,5.82505482179247,0,0,0,0,0,0,0,1
"343","HCCS","CD_1A_lyso_DLB","DLB",0,0,5.88182007723134,0,0,0,0,0,0,0,1
"344","ATP2B1","CD_1A_lyso_AD","AD",0,0,5.8871675731392,0,0,0,1,0,0,0,0
"345","ACAP3","CD_1A_lyso_DLB","DLB",0,0,5.90654109909073,0,0,0,0,0,0,0,1
"346","MALAT1","CD_1A_lyso_DLB","DLB",0,0,5.91794989454464,0,0,0,0,0,0,0,1
"347","GSDMD","CD_1A_lyso_AD","AD",0,0,5.92670128509804,0,0,0,1,0,0,0,0
"348","PLTP","CD_1A_lyso_DLB","DLB",0,0,5.93317579189945,0,0,0,0,0,0,0,1
"349","G6PC2","CD_1A_lyso_DLB","DLB",0,0,5.94054089773473,0,0,0,0,0,0,0,1
"350","PLPP1","CD_1A_lyso_DLB","DLB",0,0,5.9512949082388,0,0,0,0,0,0,0,1
"351","PROS1","CD_1A_lyso_DLB","DLB",0,0,5.95364524332203,0,0,0,0,0,0,0,1
"352","MINDY1","CD_1A_lyso_AD","AD",0,0,5.9547953498465,0,0,0,1,0,0,0,0
"353","TSPAN4","CD_1A_lyso_DLB","DLB",0,0,5.96201108864206,0,0,0,0,0,0,0,1
"354","CCS","CD_1A_lyso_DLB","DLB",0,0,5.96736590292653,0,0,0,0,0,0,0,1
"355","HMOX1","CD_1A_lyso_AD","AD",0,0,5.97507719957248,0,0,0,1,0,0,0,0
"356","SCGB2A2","CD_1A_lyso_AD","AD",0,0,5.97652652979693,0,0,0,1,0,0,0,0
"357","NR1H3","CD_1A_lyso_DLB","DLB",0,0,5.97708154596182,0,0,0,0,0,0,0,1
"358","SLC2A4","CD_1A_lyso_DLB","DLB",0,0,6.00558020727572,0,0,0,0,0,0,0,1
"359","CD63","CD_1A_lyso_DLB","DLB",0,0,6.01418466147165,0,0,0,0,0,0,0,1
"360","CTSF","CD_1A_lyso_AD","AD",0,0,6.0243129513279,0,0,0,1,0,0,0,0
"361","HOPX","CD_1A_lyso_AD","AD",0,0,6.02468127418448,0,0,0,1,0,0,0,0
"362","TIMP2","CD_1A_lyso_DLB","DLB",0,0,6.02593891726832,0,0,0,0,0,0,0,1
"363","TOM1","CD_1A_lyso_DLB","DLB",0,0,6.02848451756798,0,0,0,0,0,0,0,1
"364","GORAB","CD_1A_lyso_AD","AD",0,0,6.04866003178582,0,0,0,1,0,0,0,0
"365","TMEM134","CD_1A_lyso_DLB","DLB",0,0,6.05238470333358,0,0,0,0,0,0,0,1
"366","SLC25A5","CD_1A_lyso_DLB","DLB",0,0,6.06675202557415,0,0,0,0,0,0,0,1
"367","ATP10D","CD_1A_lyso_AD","AD",0,0,6.07515992434569,0,0,0,1,0,0,0,0
"368","ATP6V0C","CD_1A_lyso_DLB","DLB",0,0,6.09611453104208,0,0,0,0,0,0,0,1
"369","NDST1","CD_1A_lyso_AD","AD",0,0,6.13364326545032,0,0,0,1,0,0,0,0
"370","PLA2G15","CD_1A_lyso_DLB","DLB",0,0,6.13886746289931,0,0,0,0,0,0,0,1
"371","SLC1A3","CD_1A_lyso_DLB","DLB",0,0,6.14918075071588,0,0,0,0,0,0,0,1
"372","SCAMP3","CD_1A_lyso_DLB","DLB",0,0,6.1541032254907,0,0,0,0,0,0,0,1
"373","XYLT2","CD_1A_lyso_AD","AD",0,0,6.16391858099251,0,0,0,1,0,0,0,0
"374","PLXND1","CD_1A_lyso_DLB","DLB",0,0,6.17354892779324,0,0,0,0,0,0,0,1
"375","LRPAP1","CD_1A_lyso_AD","AD",0,0,6.18232852277553,0,0,0,1,0,0,0,0
"376","MR1","CD_1A_lyso_AD","AD",0,0,6.20700162168641,0,0,0,1,0,0,0,0
"377","PKIG","CD_1A_lyso_DLB","DLB",0,0,6.23912083011057,0,0,0,0,0,0,0,1
"378","CHI3L1","CD_1A_lyso_AD","AD",0,0,6.25768785574451,0,0,0,1,0,0,0,0
"379","SRI","CD_1A_lyso_DLB","DLB",0,0,6.26095035926657,0,0,0,0,0,0,0,1
"380","PLAUR","CD_1A_lyso_AD","AD",0,0,6.26196312641775,0,0,0,1,0,0,0,0
"381","GGCX","CD_1A_lyso_AD","AD",0,0,6.26575481827519,0,0,0,1,0,0,0,0
"382","PKM","CD_1A_lyso_AD","AD",0,0,6.29759770817044,0,0,0,1,0,0,0,0
"383","BLVRB","CD_1A_lyso_DLB","DLB",0,0,6.30758725480035,0,0,0,0,0,0,0,1
"384","NOTCH2","CD_1A_lyso_AD","AD",0,0,6.31311926631989,0,0,0,1,0,0,0,0
"385","EVI2A","CD_1A_lyso_AD","AD",0,0,6.32793142445823,0,0,0,1,0,0,0,0
"386","PRXL2A","CD_1A_lyso_DLB","DLB",0,0,6.33758129966967,0,0,0,0,0,0,0,1
"387","ADAP2","CD_1A_lyso_AD","AD",0,0,6.34277540233297,0,0,0,1,0,0,0,0
"388","OPN3","CD_1A_lyso_DLB","DLB",0,0,6.35669093468827,0,0,0,0,0,0,0,1
"389","SLC15A3","CD_1A_lyso_AD","AD",0,0,6.37146569889223,0,0,0,1,0,0,0,0
"390","CTSS","CD_1A_lyso_AD","AD",0,0,6.37222432595702,0,0,0,1,0,0,0,0
"391","HSPB2","CD_1A_lyso_DLB","DLB",0,0,6.37451830395416,0,0,0,0,0,0,0,1
"392","FUCA2","CD_1A_lyso_DLB","DLB",0,0,6.40180176919668,0,0,0,0,0,0,0,1
"393","MAP7D1","CD_1A_lyso_DLB","DLB",0,0,6.40496521731622,0,0,0,0,0,0,0,1
"394","C8orf58","CD_1A_lyso_DLB","DLB",0,0,6.40496521731626,0,0,0,0,0,0,0,1
"395","PCBP2","CD_1A_lyso_DLB","DLB",0,0,6.41314832984414,0,0,0,0,0,0,0,1
"396","CHPF","CD_1A_lyso_AD","AD",0,0,6.42467665067964,0,0,0,1,0,0,0,0
"397","PBXIP1","CD_1A_lyso_DLB","DLB",0,0,6.43774928439259,0,0,0,0,0,0,0,1
"398","ANXA5","CD_1A_lyso_AD","AD",0,0,6.44437832372935,0,0,0,1,0,0,0,0
"399","CTSC","CD_1A_lyso_AD","AD",0,0,6.4457274806236,0,0,0,1,0,0,0,0
"400","MT1X","CD_1A_lyso_DLB","DLB",0,0,6.45868393703614,0,0,0,0,0,0,0,1
"401","TGOLN2","CD_1A_lyso_DLB","DLB",0,0,6.4670534089876,0,0,0,0,0,0,0,1
"402","AIF1","CD_1A_lyso_AD","AD",0,0,6.50984280261459,0,0,0,1,0,0,0,0
"403","MCOLN3","CD_1A_lyso_DLB","DLB",0,0,6.51511756586582,0,0,0,0,0,0,0,1
"404","HLA-DMB","CD_1A_lyso_AD","AD",0,0,6.57226327236972,0,0,0,1,0,0,0,0
"405","SERINC3","CD_1A_lyso_AD","AD",0,0,6.59232836223975,0,0,0,1,0,0,0,0
"406","APOC1","CD_1A_lyso_AD","AD",0,0,6.60851920381071,0,0,0,1,0,0,0,0
"407","LRP10","CD_1A_lyso_DLB","DLB",0,0,6.62312247879261,0,0,0,0,0,0,0,1
"408","SLC25A6","CD_1A_lyso_DLB","DLB",0,0,6.63240122446155,0,0,0,0,0,0,0,1
"409","LAPTM5","CD_1A_lyso_AD","AD",0,0,6.67137551129711,0,0,0,1,0,0,0,0
"410","PPIL3","CD_1A_lyso_DLB","DLB",0,0,6.6947810699915,0,0,0,0,0,0,0,1
"411","SLC35B3","CD_1A_lyso_AD","AD",0,0,6.69502451652231,0,0,0,1,0,0,0,0
"412","HERPUD1","CD_1A_lyso_DLB","DLB",0,0,6.71061653383678,0,0,0,0,0,0,0,1
"413","STX4","CD_1A_lyso_AD","AD",0,0,6.72203723915985,0,0,0,1,0,0,0,0
"414","MS4A6A","CD_1A_lyso_AD","AD",0,0,6.74112907718325,0,0,0,1,0,0,0,0
"415","COMT","CD_1A_lyso_DLB","DLB",0,0,6.76669326654887,0,0,0,0,0,0,0,1
"416","MT1E","CD_1A_lyso_DLB","DLB",0,0,6.7737907396644,0,0,0,0,0,0,0,1
"417","PATJ","CD_1A_lyso_DLB","DLB",0,0,6.77600716488771,0,0,0,0,0,0,0,1
"418","NINJ1","CD_1A_lyso_DLB","DLB",0,0,6.78475317651369,0,0,0,0,0,0,0,1
"419","SNAPIN","CD_1A_lyso_DLB","DLB",0,0,6.79760755307634,0,0,0,0,0,0,0,1
"420","FXYD5","CD_1A_lyso_DLB","DLB",0,0,6.81533348637814,0,0,0,0,0,0,0,1
"421","SIPA1","CD_1A_lyso_DLB","DLB",0,0,6.82382901218133,0,0,0,0,0,0,0,1
"422","GPR152","CD_1A_lyso_AD","AD",0,0,6.8335261574516,0,0,0,1,0,0,0,0
"423","PLA2G7","CD_1A_lyso_AD","AD",0,0,6.84127999018834,0,0,0,1,0,0,0,0
"424","GPNMB","CD_1A_lyso_AD","AD",0,0,6.8430228871487,0,0,0,1,0,0,0,0
"425","SLC11A2","CD_1A_lyso_AD","AD",0,0,6.86070464661166,0,0,0,1,0,0,0,0
"426","CTSF","CD_1A_lyso_DLB","DLB",0,0,6.86362458645331,0,0,0,0,0,0,0,1
"427","ITGB2","CD_1A_lyso_AD","AD",0,0,6.92560974765298,0,0,0,1,0,0,0,0
"428","HYI","CD_1A_lyso_DLB","DLB",0,0,6.92948069572586,0,0,0,0,0,0,0,1
"429","IQSEC1","CD_1A_lyso_DLB","DLB",0,0,6.94224272389193,0,0,0,0,0,0,0,1
"430","NAMPTP1","CD_1A_lyso_DLB","DLB",0,0,6.95482926703006,0,0,0,0,0,0,0,1
"431","POU1F1","CD_1A_lyso_AD","AD",0,0,6.96231104850088,0,0,0,1,0,0,0,0
"432","SUSD6","CD_1A_lyso_AD","AD",0,0,6.96320169281788,0,0,0,1,0,0,0,0
"433","LTBP2","CD_1A_lyso_DLB","DLB",0,0,6.96609970569031,0,0,0,0,0,0,0,1
"434","SPNS1","CD_1A_lyso_AD","AD",0,0,6.96837316256601,0,0,0,1,0,0,0,0
"435","XG","CD_1A_lyso_DLB","DLB",0,0,6.9757919910516,0,0,0,0,0,0,0,1
"436","OSBPL9","CD_1A_lyso_AD","AD",0,0,6.97956615588745,0,0,0,1,0,0,0,0
"437","TMEM127","CD_1A_lyso_DLB","DLB",0,0,7.00786066676829,0,0,0,0,0,0,0,1
"438","NPL","CD_1A_lyso_AD","AD",0,0,7.01020236219812,0,0,0,1,0,0,0,0
"439","PLBD1","CD_1A_lyso_AD","AD",0,0,7.01652557901766,0,0,0,1,0,0,0,0
"440","FCER1G","CD_1A_lyso_AD","AD",0,0,7.01877189518602,0,0,0,1,0,0,0,0
"441","MOGS","CD_1A_lyso_DLB","DLB",0,0,7.0258103181368,0,0,0,0,0,0,0,1
"442","FOS","CD_1A_lyso_DLB","DLB",0,0,7.02689266710459,0,0,0,0,0,0,0,1
"443","AMY1B","CD_1A_lyso_DLB","DLB",0,0,7.02884034930659,0,0,0,0,0,0,0,1
"444","SLC20A2","CD_1A_lyso_AD","AD",0,0,7.04042091874508,0,0,0,1,0,0,0,0
"445","ATP7A","CD_1A_lyso_DLB","DLB",0,0,7.05304758222973,0,0,0,0,0,0,0,1
"446","SNX2","CD_1A_lyso_AD","AD",0,0,7.06486447026505,0,0,0,1,0,0,0,0
"447","ATP8A2","CD_1A_lyso_AD","AD",0,0,7.07565296404266,0,0,0,1,0,0,0,0
"448","B3GALT4","CD_1A_lyso_DLB","DLB",0,0,7.08439918567547,0,0,0,0,0,0,0,1
"449","TCIRG1","CD_1A_lyso_AD","AD",0,0,7.10443356948838,0,0,0,1,0,0,0,0
"450","ATP8A2","CD_1A_lyso_DLB","DLB",0,0,7.11908357866217,0,0,0,0,0,0,0,1
"451","KIRREL2","CD_1A_lyso_AD","AD",0,0,7.12002002848882,0,0,0,1,0,0,0,0
"452","AMY1C","CD_1A_lyso_DLB","DLB",0,0,7.12185201723813,0,0,0,0,0,0,0,1
"453","PINK1","CD_1A_lyso_DLB","DLB",0,0,7.12486519196785,0,0,0,0,0,0,0,1
"454","CTSL","CD_1A_lyso_AD","AD",0,0,7.13132306378862,0,0,0,1,0,0,0,0
"455","MAFB","CD_1A_lyso_DLB","DLB",0,0,7.16748896756291,0,0,0,0,0,0,0,1
"456","GPX1","CD_1A_lyso_DLB","DLB",0,0,7.184592727263,0,0,0,0,0,0,0,1
"457","B3GALT6","CD_1A_lyso_AD","AD",0,0,7.18934991389091,0,0,0,1,0,0,0,0
"458","FCGRT","CD_1A_lyso_DLB","DLB",0,0,7.20123967290024,0,0,0,0,0,0,0,1
"459","FUOM","CD_1A_lyso_DLB","DLB",0,0,7.23428721840917,0,0,0,0,0,0,0,1
"460","ARHGDIB","CD_1A_lyso_AD","AD",0,0,7.24247915430724,0,0,0,1,0,0,0,0
"461","STEAP3","CD_1A_lyso_DLB","DLB",0,0,7.24524425334272,0,0,0,0,0,0,0,1
"462","CYP11A1","CD_1A_lyso_DLB","DLB",0,0,7.27815002996929,0,0,0,0,0,0,0,1
"463","TRPV6","CD_1A_lyso_DLB","DLB",0,0,7.28646664225244,0,0,0,0,0,0,0,1
"464","NDST2","CD_1A_lyso_AD","AD",0,0,7.30164079584004,0,0,0,1,0,0,0,0
"465","IGFBP2","CD_1A_lyso_DLB","DLB",0,0,7.30407004125816,0,0,0,0,0,0,0,1
"466","CAPG","CD_1A_lyso_DLB","DLB",0,0,7.31432775031845,0,0,0,0,0,0,0,1
"467","TMEM51","CD_1A_lyso_DLB","DLB",0,0,7.31713442949249,0,0,0,0,0,0,0,1
"468","SMCO4","CD_1A_lyso_AD","AD",0,0,7.34035631788142,0,0,0,1,0,0,0,0
"469","SPHK2","CD_1A_lyso_DLB","DLB",0,0,7.34153870764287,0,0,0,0,0,0,0,1
"470","LCT","CD_1A_lyso_DLB","DLB",0,0,7.34792996056657,0,0,0,0,0,0,0,1
"471","PARP4","CD_1A_lyso_AD","AD",0,0,7.36397768659389,0,0,0,1,0,0,0,0
"472","HLA-DMA","CD_1A_lyso_AD","AD",0,0,7.36757810429422,0,0,0,1,0,0,0,0
"473","ARHGAP17","CD_1A_lyso_DLB","DLB",0,0,7.37278596358043,0,0,0,0,0,0,0,1
"474","B4GALNT1","CD_1A_lyso_DLB","DLB",0,0,7.37754417749588,0,0,0,0,0,0,0,1
"475","CHI3L1","CD_1A_lyso_DLB","DLB",0,0,7.39680055684638,0,0,0,0,0,0,0,1
"476","PLOD3","CD_1A_lyso_AD","AD",0,0,7.40396535523939,0,0,0,1,0,0,0,0
"477","MAOA","CD_1A_lyso_DLB","DLB",0,0,7.40942062964797,0,0,0,0,0,0,0,1
"478","THBS3","CD_1A_lyso_DLB","DLB",0,0,7.41147268939775,0,0,0,0,0,0,0,1
"479","HPS1","CD_1A_lyso_AD","AD",0,0,7.41842312101864,0,0,0,1,0,0,0,0
"480","NUMB","CD_1A_lyso_AD","AD",0,0,7.44261097908558,0,0,0,1,0,0,0,0
"481","STAMBPL1","CD_1A_lyso_AD","AD",0,0,7.4436877319308,0,0,0,1,0,0,0,0
"482","SCPEP1","CD_1A_lyso_AD","AD",0,0,7.46101829979073,0,0,0,1,0,0,0,0
"483","MYZAP","CD_1A_lyso_DLB","DLB",0,0,7.4655527935022,0,0,0,0,0,0,0,1
"484","RIN2","CD_1A_lyso_AD","AD",0,0,7.47110332813957,0,0,0,1,0,0,0,0
"485","FCGRT","CD_1A_lyso_AD","AD",0,0,7.47721947060966,0,0,0,1,0,0,0,0
"486","CCPG1","CD_1A_lyso_AD","AD",0,0,7.48465131379977,0,0,0,1,0,0,0,0
"487","DDAH2","CD_1A_lyso_DLB","DLB",0,0,7.49468825609027,0,0,0,0,0,0,0,1
"488","NEU4","CD_1A_lyso_DLB","DLB",0,0,7.49817706090496,0,0,0,0,0,0,0,1
"489","OGA","CD_1A_lyso_DLB","DLB",0,0,7.51094616203548,0,0,0,0,0,0,0,1
"490","SNX7","CD_1A_lyso_AD","AD",0,0,7.51813053942593,0,0,0,1,0,0,0,0
"491","CTNS","CD_1A_lyso_AD","AD",0,0,7.56421213561504,0,0,0,1,0,0,0,0
"492","AC138894.1","CD_1A_lyso_DLB","DLB",0,0,7.62952120130044,0,0,0,0,0,0,0,1
"493","TMEM134","CD_1A_lyso_AD","AD",0,0,7.6452035809188,0,0,0,1,0,0,0,0
"494","FTL","CD_1A_lyso_DLB","DLB",0,0,7.70367157790324,0,0,0,0,0,0,0,1
"495","ATP5F1B","CD_1A_lyso_AD","AD",0,0,7.7092755238547,0,0,0,1,0,0,0,0
"496","SLC35E1","CD_1A_lyso_DLB","DLB",0,0,7.71231341459603,0,0,0,0,0,0,0,1
"497","TMEM53","CD_1A_lyso_DLB","DLB",0,0,7.71770714925754,0,0,0,0,0,0,0,1
"498","PLD3","CD_1A_lyso_AD","AD",0,0,7.75308300763119,0,0,0,1,0,0,0,0
"499","ENC1","CD_1A_lyso_DLB","DLB",0,0,7.75694624892585,0,0,0,0,0,0,0,1
"500","VPS13A","CD_1A_lyso_AD","AD",0,0,7.75727492733641,0,0,0,1,0,0,0,0
"501","SMIM11B","CD_1A_lyso_AD","AD",0,0,7.8212222165568,0,0,0,1,0,0,0,0
