,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0020874,2.5957532827128443e-05,3.3060187721494483,1.7655523419198267,4.846485202379069,11,abnormal nervous system dopamine level,brain
MP:0003203,3.242709041340584e-05,1.6390697100404719,0.8660337610172464,2.4121056590636973,178,increased neuron apoptosis,brain
MP:0000952,3.690949689415702e-05,1.3689770687446057,0.7186783151459187,2.0192758223432925,334,abnormal CNS glial cell morphology,brain
MP:0000778,4.9923672861436615e-05,1.497577417809799,0.7739064692181732,2.221248366401425,234,abnormal nervous system tract morphology,brain
MP:0010170,8.514253142835712e-05,3.0181758892124773,1.5127425076528487,4.523609270772106,14,abnormal glial cell apoptosis,brain
MP:0003634,0.00010210654163573885,1.2311425549419663,0.6101218539803902,1.8521632559035424,421,abnormal glial cell morphology,brain
MP:0003244,0.0002956314429085286,2.730279362545849,1.2516653769552812,4.208893348136416,18,loss of dopaminergic neurons,brain
MP:0000921,0.0005221211338469921,1.7989960942096257,0.7826161469009862,2.815376041518265,86,demyelination,brain
MP:0013438,0.000624193259457961,2.5582682347713224,1.0925294386608686,4.024007030881776,21,dysmyelination,brain
MP:0003202,0.0007546788446065432,1.3220000104144933,0.5528855146313408,2.0911145061976457,241,abnormal neuron apoptosis,brain
MP:0003243,0.000760040734195379,2.021342574514456,0.8446821058799325,3.19800304314898,52,abnormal dopaminergic neuron morphology,brain
MP:0008917,0.0014161525797460918,2.3669984632799803,0.9133038020269182,3.8206931245330424,25,abnormal oligodendrocyte physiology,brain
MP:0009808,0.0014161525797460918,2.3669984632799803,0.9133038020269182,3.8206931245330424,25,decreased oligodendrocyte number,brain
MP:0000136,0.0015023184732460004,1.6406135299025504,0.6275999611933412,2.65362709861176,100,abnormal microglial cell morphology,brain
MP:0000953,0.0016045013377222288,1.887435110754332,0.7149461785199314,3.059924042988732,59,abnormal oligodendrocyte morphology,brain
MP:0000811,0.001694921710360752,2.3243852079868255,0.8730861296853858,3.775684286288265,26,hippocampal neuron degeneration,brain
MP:0014062,0.0030189472092925986,1.76927586247964,0.600041740594857,2.938509984364423,66,nervous system inclusion bodies,brain
MP:0003224,0.004260512733303211,0.9919372805436506,0.31173257247936703,1.672141988607934,429,neuron degeneration,brain
MP:0000920,0.005594329310513638,1.2773475730757369,0.3737513932115556,2.180943752939918,178,abnormal myelination,brain
MP:0003871,0.006405176906312296,1.6214134554848574,0.45575667513484097,2.787070235834874,76,abnormal myelin sheath morphology,brain
MP:0009967,0.007876051041396093,1.3670629991920027,0.3587627475361894,2.375363250847816,130,abnormal neuron proliferation,brain
MP:0004811,0.01684098282077353,0.7539105929554974,0.135693855818236,1.3721273300927588,663,abnormal neuron physiology,brain
MP:0010160,0.017434963025383186,2.500900074763737,0.4391245809587634,4.562675568568711,11,increased oligodendrocyte number,brain
MP:0011975,0.017434963025383186,2.500900074763737,0.4391245809587634,4.562675568568711,11,neuronal cytoplasmic inclusions,brain
MP:0000954,0.017434963025383186,2.500900074763737,0.4391245809587634,4.562675568568711,11,decreased oligodendrocyte progenitor number,brain
