z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,562,378.13,16.591356183266033,7.64667466851616e-29,1.4862613386930421
2,1.5,296,184.37,12.64567515002659,5.3509240518552e-19,1.6054672669089332
2,2.0,125,66.7,7.414175611623992,1.8704900226341416e-15,1.874062968515742
3,1.0,379,252.8,13.61763562443936,9.53743098482038e-21,1.4992088607594936
3,1.5,275,170.49,9.579660745558792,5.187173115064556e-28,1.612997829784738
3,2.0,125,65.1,7.830070242341381,1.0049338467777092e-14,1.9201228878648235
4,1.0,249,167.39,11.332162194391676,2.974923661746891e-13,1.4875440587848738
4,1.5,212,130.29,9.464982831468845,2.991478110157538e-18,1.62713945813186
4,2.0,125,65.04,7.605156145668542,1.5837383173962962e-15,1.9218942189421893
5,1.0,144,112.63,9.56415704597117,0.0005191191357671164,1.2785225961111606
5,1.5,129,92.96,9.78868734815859,0.00011579602404043475,1.3876936316695354
5,2.0,82,57.81,6.872692339978562,0.00021599569113823756,1.4184397163120568
9,1.0,49,34.27,5.959622471264434,0.006724874199704218,1.4298220017508023
9,1.5,44,29.59,5.763844203307373,0.006208480951039723,1.486988847583643
9,2.0,34,23.72,4.628347437260949,0.013172259068250187,1.4333895446880272
12,1.0,33,20.32,4.187791780879274,0.001231506752689555,1.624015748031496
12,1.5,29,17.4,4.688283267892417,0.00667575120848333,1.6666666666666667
12,2.0,21,13.39,3.7037683512876445,0.019955728113373185,1.5683345780433158
