z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,527,419.96,16.17400383331227,1.820118235049261e-11,1.254881417277836
2,1.5,271,216.67,12.30939072415853,5.080857175409624e-06,1.2507499884617161
2,2.0,109,87.41,8.86238681168905,0.007422503643303157,1.2469969111085688
3,1.0,381,297.65,15.288803092459528,2.4944989508084484e-08,1.2800268772047707
3,1.5,256,199.26,12.071967528120675,1.2998829930810508e-06,1.2847535882766237
3,2.0,109,85.53,8.916787538121563,0.004242771086815312,1.2744066409446977
4,1.0,252,206.48,13.28042168005218,0.0003044687402732814,1.2204571871367687
4,1.5,197,162.25,11.136763443658126,0.0009033465211399667,1.214175654853621
4,2.0,109,85.95,8.688354274544748,0.003989270882499249,1.2681791739383361
5,1.0,169,146.47,11.291107120207478,0.02300096333136725,1.1538198948590155
5,1.5,136,123.53,10.944820692912241,0.12727824760312934,1.1009471383469602
5,2.0,94,80.32,8.269074918030434,0.04902752317438946,1.1703187250996017
9,1.0,47,43.7,6.455230437405003,0.30460083457756937,1.0755148741418763
9,1.5,45,40.77,5.585436419833279,0.22442708635114927,1.1037527593818983
9,2.0,40,34.74,5.356528726703517,0.1630550382519136,1.1514104778353482
12,1.0,20,19.19,4.204033777219208,0.4236078890173755,1.0422094841063052
12,1.5,20,19.15,3.753331853167263,0.4104197127247629,1.0443864229765014
12,2.0,19,17.77,4.091100096551049,0.38183969740109064,1.0692177827799663
