z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,595,370.08,14.442077412893202,5.472900721429626e-55,1.6077604842196282
2,1.5,310,194.18,12.206047681375,1.1692299651968742e-21,1.596456895663817
2,2.0,122,83.89,8.842957650017329,8.17587527033757e-06,1.4542853737036596
3,1.0,416,271.79,13.731929944476121,4.2373637844140155e-26,1.5305934729018726
3,1.5,289,182.8,11.697863052711808,5.499964328137659e-20,1.5809628008752734
3,2.0,122,82.89,8.295655489471581,1.2114302166514557e-06,1.4718301363252504
4,1.0,284,189.41,12.82816822465312,8.302987466668955e-14,1.499392851486194
4,1.5,229,148.14,11.916392071428332,5.779815449838387e-12,1.545835020926151
4,2.0,122,82.72,8.804635142923301,4.073454082208379e-06,1.4748549323017408
5,1.0,186,136.46,10.114761490020415,4.845972247737961e-07,1.3630367873369484
5,1.5,162,114.56,10.521710887493533,3.2601900937147028e-06,1.4141061452513966
5,2.0,115,76.18,7.88083751894429,4.199239705277506e-07,1.5095825676030452
9,1.0,53,39.46,6.187762115660233,0.014327877811026228,1.3431322858590977
9,1.5,50,37.14,5.815530930190295,0.013506841813402335,1.3462574044157243
9,2.0,44,32.1,5.701754116059373,0.018440586390092956,1.3707165109034267
12,1.0,27,19.22,4.307156834850572,0.035436061099957,1.4047866805411031
12,1.5,27,18.05,3.8945474705028316,0.010778484114816498,1.4958448753462603
12,2.0,24,16.42,3.9753741962235454,0.028277213615217466,1.46163215590743
