,z
UBE2Q1,-0.270221428197553
RNF14,0.20875249815444774
UBE2Q2,-0.3496082247273777
TMCO1,0.2666615561961619
UBAC1,0.15328549883665024
RAB4A,-0.0681944923348365
ZNF706,0.4991880930402901
MIB2,0.0708746443446567
RNF114,-0.24164465580685002
RNF115,-0.32124119123713313
RNF111,0.027730676478148204
EEF1AKNMT,0.3410795677678604
UNKL,-0.5899150849058451
MMAB,-0.5293919995670925
UBE4A,-0.02887128727462691
DDX41,0.5995365670237691
ATMIN,0.5210780228258618
TSG101,0.055987484627024034
FBXW11,0.3207356250322331
UBE2D4,-0.22034222541063614
RPS27A,-0.6752856406833925
UBE2D2,-0.4313550817092003
ATP6V1H,0.5505267726617474
UBE2D1,-0.46512978723117715
MFSD11,-0.7270904788943074
CCT3,0.5060651163809617
LNX1,-0.9030642641394324
MRFAP1L1,0.12220653107285107
GTF2B,-0.4288194100828111
FBXL13,-0.37499015596969704
FBXL12,-0.3644203260965083
FBXL15,0.05074812114886647
FBXL14,-0.30904038287038543
FBXL16,0.09838037996969091
FBXL19,-0.35119940024045265
FBXL18,-0.5314481139850056
CCDC51,0.2375472215421723
PPP1R11,0.08947728108952473
AKTIP,0.48161756753173934
RNF41,-0.08653439864982382
ANAPC1,1.1935556597927781
ANAPC2,0.09577552886995269
ANAPC5,-0.2879074478815274
ANAPC4,0.09492770870721944
ANAPC7,-0.16301406748133196
ZNRF1,-0.11486826291909527
LRR1,-0.2264878935454852
ZNRF2,0.12386253998811163
FBXO30,-0.25119969842821455
FBXO5,0.720452438008895
FBXO32,-0.37528889232626633
EMC7,4.419786049327
KLHL25,-0.30647159150489756
KLHL21,0.03090192197995419
KLHL20,0.07602101579666626
KLHL22,-0.3169544913598627
MKRN1,0.021924668101828814
SPSB2,0.047495425646563366
SPSB1,-0.3637539363701425
TRIM50,-0.2759626155295384
SPSB4,-0.052229709392991056
ARF1,-0.24258149242897747
CDC34,-0.02368490092773188
AREL1,0.06459859242112174
LONRF1,-0.4586633522567118
CIAO2B,1.58218167093763
RNF25,-0.09633811139781787
UBE2V1,-0.1865180772731548
UBE2V2,-0.11672310963311266
RNF26,0.2225670270165048
PSMD8,0.8204839465511379
LMO7,-0.35635238616911613
MGRN1,0.48413186993999424
DHX8,0.25110056246164075
SPCS1,0.9064448058826369
ITCH,-0.06980028819717365
PSMD4,-0.39404140625200706
FLAD1,0.9877686242013312
CBLL2,-0.9777683472573339
ARIH2,-0.09860584524862062
TRIP12,-0.2750438125700091
MEX3C,0.4947219653229743
E2F6,-0.19317625484285197
SNW1,-0.32181014522575047
PRCC,-0.20732058902698414
C3AR1,-0.8318790505088429
BTRC,-0.5830324294079251
TRIM11,-0.49369290607460375
HUWE1,-0.2839639392954506
UFC1,0.4988714453324804
LRRC41,-0.2563136101208844
USP25,-0.11605287640474378
MOAP1,0.18568343846633323
ASB2,-0.4348637739609444
ASB1,0.03721849919296045
ASB6,-0.03862649942659021
ASB7,-0.0034829947108210506
ASB4,-0.6223640372390267
ASB5,-0.12146217627190949
ASB8,-0.14823808203734679
ASB9,-0.21219560641327617
PIP4K2C,-0.3600688658542425
ZMPSTE24,0.3565862191336928
MRPL34,0.7796893492220356
UBE2R2,-0.2912403174337456
IMPA1,0.25188160477593585
RNF19B,-0.05880798358425901
RNF19A,-0.4574363029357084
RFX5,0.034657260367674414
TRAIP,0.5088592573543574
UBA52,-0.6177898379118903
KAT7,-0.3807640069955844
EXOSC7,0.8170076667752921
ADAR,2.6872067287877957
STK24,-0.3674838288747632
GPR161,-1.764563677131168
UBE2E1,-0.2819461231219108
UBE2E3,-0.06463200965353552
UBE2E2,-0.30208585208029015
DLGAP3,-0.0011161433201267272
JTB,0.7646535793166642
TRIM9,-0.509934552187873
FBXL20,-0.30533932017464505
TRIM4,-0.29248258043559117
FBXW12,-0.48600374881576847
PI4KB,0.5984532962250478
RNPEP,2.05028445683533
ELOB,-0.10770378587628739
FBXW8,-0.3838549186998408
SKP2,-0.13981486072704435
ZBTB16,-0.6410630800912943
SKP1,-0.23836473325910873
DEDD,0.15958212730384502
WDR26,0.451987263482512
FBXW9,-0.0165396583419416
FBXO21,-0.21422053736077723
FBXO27,-0.27226845456778237
HNRNPAB,0.3706796660279867
DDX19B,0.02852320415597579
FBXO28,3.571556340647825
FBXW4,0.4129653237141637
FBXW5,-0.0028110729395738306
FBXW7,-0.2396084617150243
KLHL11,-0.3847925906500269
KLHL12,0.054766388891942186
LRSAM1,-0.31628055477230477
SH3RF1,-0.2871968624484234
CSTB,-0.17896811791581396
GNB1,-0.6166384802776015
UBE2D3,-0.21108487132292908
TRIM69,-0.43330179682157377
JOSD1,-0.39123149676673263
TRIM63,-0.3472089883135348
PIP5K1A,-0.5585365067923007
KEAP1,-0.09883649272921709
ATP6V0C,2.6382319432960823
ERCC3,-0.24052210307565047
RNF34,0.26952840601025063
TOR1A,3.0828074970394823
TOR1B,-0.21655298000668688
RLIM,-0.4311685103836707
TMEM248,0.2551864116540659
MFSD5,0.45351433610222
PSME3,0.6578736535175136
KBTBD13,-0.2806867077986884
DDX23,0.4109415372393079
ERP44,1.9304285379175263
ILF2,0.463900825605191
ASB10,-0.02920928890667986
UBE2J1,-0.15029913562301206
UBE2J2,2.8438246574149333
WWP1,0.100417214784017
BTBD1,0.14201638319265822
FBXO10,-0.31518379623561904
FBXO17,-0.42932592028650957
FBXO15,-0.363311775006447
ASB13,-0.08898624758021524
CAPRIN1,0.7319885346057465
PPP1R7,0.7818251282269146
CERS2,2.976731435765851
ASB17,-0.8022645653137183
EIF4ENIF1,-0.31013844716363664
CUL5,-0.2807221346021669
CUL7,-0.1748132718851437
CUL1,-0.42630948701959176
CUL2,-0.27211151673657125
CUL3,-0.5395256828923852
TRIM27,-0.6569055814250598
TRIM21,-0.2410143208996139
IRF2BPL,-0.4432584600773407
RNF138,2.7776115363636205
TOR1AIP1,0.5065036098357651
DZIP3,-0.1511293851456992
RBBP6,-0.30013701787143493
RNF182,0.0669663132980207
RBX1,2.0740407847381315
RNF217,-0.409304165054523
RNF213,-0.6144460017971245
SLBP,3.426148223035678
SMURF1,0.7996213183949015
UBE2F-SCLY,0.055745173798278536
SMURF2,-0.5509428421871386
CDC16,-0.11786332148945936
