z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,315,308.55,13.726161153068253,0.3192112314016671,1.0209042294603792
2,1.5,173,159.12,11.651849638576703,0.11678220584157623,1.0872297637003518
2,2.0,63,60.86,6.296062261445641,0.36696780599700085,1.0351626684193231
3,1.0,213,215.82,14.576268383917743,0.576702653010028,0.9869335557408953
3,1.5,157,149.74,11.804761751090108,0.269275359578506,1.048484039000935
3,2.0,63,59.99,7.828786623736784,0.35031192060335253,1.0501750291715286
4,1.0,141,145.89,10.504184880322699,0.6792235713962103,0.9664815957228049
4,1.5,120,116.07,10.129417554825155,0.3490158344080684,1.033858878263117
4,2.0,63,60.77,7.245488251318886,0.3791257303727955,1.0366957380286326
5,1.0,94,99.08,9.772082684873272,0.6984153236824002,0.9487283003633428
5,1.5,83,82.24,8.580349643225501,0.4647100455441393,1.0092412451361867
5,2.0,57,54.32,6.968328350472587,0.35026791172538707,1.049337260677467
9,1.0,26,28.03,5.470749491614471,0.644705191375116,0.9275775954334641
9,1.5,25,26.19,4.493762343515732,0.6044226658799585,0.9545628102329132
9,2.0,24,22.16,4.265489420922293,0.33310003535031824,1.0830324909747293
12,1.0,18,14.57,3.6694822523075374,0.17496198536302782,1.2354152367879203
12,1.5,17,12.85,3.2229644738966643,0.09893662542230963,1.3229571984435797
12,2.0,17,11.15,3.4967842369811724,0.04716702678629314,1.5246636771300448
