z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,1136,439.01,16.287722369932514,0.0,2.5876403726566592
2,1.5,775,247.81,11.372506320068588,0.0,3.127395988862435
2,2.0,462,115.49,7.861927244639192,0.0,4.000346350333363
3,1.0,937,336.06,15.77011096980614,0.0,2.7881925846575015
3,1.5,744,234.14,14.884905105508736,1.934566917924305e-257,3.177586059622448
3,2.0,462,116.38,10.172295709425676,2.4693492938390637e-253,3.9697542533081287
4,1.0,774,249.68,14.73219603453606,9.974690495245616e-278,3.099967958987504
4,1.5,674,198.06,12.440916364962831,0.0,3.4030091891346057
4,2.0,462,114.72,9.68821965068918,1.0769433675471004e-281,4.027196652719665
5,1.0,617,186.1,13.704378862246914,2.657268663923915e-217,3.3154218162278344
5,1.5,562,158.57,10.875895365440034,1.7579616562469329e-301,3.5441760736583214
5,2.0,441,109.47,9.032668487219045,3.21820062611465e-295,4.028500959166895
9,1.0,323,75.05,8.368243543301068,3.081311142723179e-193,4.30379746835443
9,1.5,295,63.0,7.347108274688757,3.814255483049241e-219,4.682539682539683
9,2.0,268,53.61,6.517507192170945,1.3180386890602877e-237,4.999067338183175
12,1.0,241,48.67,7.2028536011778,2.2357990523537427e-157,4.951715635915348
12,1.5,219,39.85,6.018928476066151,5.640349619702969e-195,5.495608531994981
12,2.0,198,32.4,6.341923998283171,1.3337764228431002e-150,6.111111111111112
