z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,352,670.82,20.652544637404855,1.0,0.5247309263289704
2,1.5,162,384.01,15.937688038106408,1.0,0.42186401395796985
2,2.0,59,174.13,11.532263437851219,1.0,0.3388273129271234
3,1.0,255,533.7,18.89100314964772,1.0,0.47779651489600894
3,1.5,150,363.32,16.69184231892933,1.0,0.412859187493119
3,2.0,59,177.27,11.953120931371856,1.0,0.33282563321486996
4,1.0,175,416.29,16.337254971383654,1.0,0.4203800235412813
4,1.5,124,310.13,14.955035941113616,1.0,0.399832328378422
4,2.0,59,177.14,12.874797085779644,1.0,0.33306988822400363
5,1.0,117,327.77,14.58825212285557,1.0,0.3569576227232511
5,1.5,88,257.48,14.848892214572773,1.0,0.34177411837812643
5,2.0,52,168.05,11.454584235143587,1.0,0.309431716750967
9,1.0,51,151.37,12.319622559153343,0.9999999999999998,0.3369227720155909
9,1.5,32,125.53,9.832044548312421,1.0,0.2549191428343822
9,2.0,24,96.73,7.792117812251044,1.0,0.2481133050759847
12,1.0,40,102.97,8.926875153154098,0.9999999999991307,0.388462659026901
12,1.5,23,84.12,8.728436286070949,0.9999999999987419,0.2734189253447456
12,2.0,16,64.47,7.42220317695494,0.9999999999672041,0.2481774468745153
