z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,1422,528.87,18.193215768522066,0.0,2.6887514890237676
2,1.5,981,322.64,13.703663743685482,0.0,3.040540540540541
2,2.0,624,184.64,12.04119595389096,8.57241920724363e-292,3.379549393414212
3,1.0,1242,444.74,21.117111544905946,0.0,2.792642892476503
3,1.5,962,313.12,13.978755309397185,0.0,3.07230454777721
3,2.0,624,183.25,12.646244501827411,1.9685526864317684e-266,3.4051841746248295
4,1.0,1055,365.56,13.441964142192912,0.0,2.885983149141044
4,1.5,883,281.82,15.419066119580654,0.0,3.133205592221986
4,2.0,624,181.56,11.825667000216097,1.1771229944790846e-306,3.436880370125578
5,1.0,914,296.28,14.902402490873742,0.0,3.084919670581882
5,1.5,792,249.98,13.717856975490012,0.0,3.1682534602768224
5,2.0,608,175.4,11.086027241532468,0.0,3.4663625997719496
9,1.0,518,144.62,12.41513592354107,5.2097271688004005e-199,3.5818005808325264
9,1.5,495,128.02,11.009977293346248,6.733689096152976e-244,3.866583346352132
9,2.0,445,108.37,9.536933469412482,3.2062082294710316e-273,4.1063024822367815
12,1.0,374,95.32,8.089351024649629,2.2337234508863592e-260,3.9236256819135544
12,1.5,358,83.59,8.196456551461734,4.85528349581447e-246,4.2828089484388085
12,2.0,336,73.07,8.07744390262167,1.0087590941594736e-232,4.59833036814014
