Cluster,genes,Top.pathway,p_value,recall,intersection_size,num_d1_seeds,num_d2_seeds,num_both_seeds,frac_d1_seeds,frac_d2_seeds,frac_both_seeds,frac_no_seeds,comparison
C253,DNMT3B GCH1 CMTM6 PRTFDC1 PCDHGB4,C253,NA,NA,NA,0,1,1,0,0.2,0,0.8,CD_3_NBIA_PD
C231,SLC4A8 PLXNB1 BCAS1 ADAP1 DDR1 TSPAN8 CD300LD ICA1 MUC1 TFF1 TOX3 TMC5 AGR2 FA2H,C231,NA,NA,NA,1,1,1,0.07142857142857142,0.07142857142857142,0,0.8571428571428572,CD_3_NBIA_PD
C236,NAPRT AARS2 MCOLN3 POLG COMT DCAKD POLN QPRT RDH11,C236,NA,NA,NA,0,1,1,0,0.1111111111111111,0,0.8888888888888888,CD_3_NBIA_PD
C228,AL691442.1 FAM111B OCA2 OSTC PCDHGB4 SPCS2 PCDHB10 ATP13A2 FAM192A MEX3A ASCC1 MEX3B ZNF747 CYGB DNMT3B FUNDC2 NRXN1 PCDHA3 POPDC2 CMTM6 LRATD1,C228,NA,NA,NA,0,0,0,0,0,0.047619047619047616,0.9523809523809524,CD_3_NBIA_PD
C232,AL691442.1 PCDHB10 NRXN1 PCDHA3 FAM111B ATP13A2 POPDC2 OCA2 CYGB LRATD1 ZNF747,C232,NA,NA,NA,0,0,0,0,0,0.09090909090909093,0.9090909090909092,CD_3_NBIA_PD
C251,THUMPD3 DCUN1D1 DCUN1D2 LZIC SMIM17,C251,NA,NA,NA,0,1,1,0,0.2,0,0.8,CD_3_NBIA_PD
C234,BCAS1 TOX3 TSPAN8 ICA1 MUC1 TFF1 CD300LD TMC5 AGR2,C234,NA,NA,NA,0,1,1,0,0.1111111111111111,0,0.8888888888888888,CD_3_NBIA_PD
C239,AL691442.1 PCDHB10 NRXN1 PCDHA3 FAM111B ATP13A2 POPDC2 OCA2,C239,NA,NA,NA,0,0,0,0,0,0.125,0.875,CD_3_NBIA_PD
C266,POLG NAPRT POLN AARS2,C266,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C262,LRRK2 IRAK1BP1 MRNIP VASH2,C262,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C279,PARK7 FUNDC2 FAM192A,C279,NA,NA,NA,0,1,1,0,0.3333333333333333,0,0.6666666666666667,CD_3_NBIA_PD
