z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,433,312.02,15.163099946910593,7.401340318924821e-16,1.3877315556695085
2,1.5,243,169.18,11.964430617459405,3.415468860567911e-10,1.436339992906963
2,2.0,98,71.6,7.606576102294646,0.00025957005892796796,1.3687150837988828
3,1.0,331,232.88,13.661830038468494,3.433591246761628e-13,1.421332875300584
3,1.5,224,160.26,11.179105509833962,5.9306297149488044e-09,1.3977286908773243
3,2.0,98,73.85,8.464484626957509,0.002164766725676074,1.3270142180094788
4,1.0,237,170.04,11.849827002956625,7.989072066611395e-09,1.3937896965419903
4,1.5,182,130.95,11.4755174175285,4.321567173323852e-06,1.3898434516991218
4,2.0,98,73.92,7.2300484092431905,0.00043338110244234155,1.3257575757575757
5,1.0,160,122.15,9.797321062412928,5.5932519972685154e-05,1.3098649201801065
5,1.5,143,105.32,9.55183751955612,3.993485115757477e-05,1.3577668059248007
5,2.0,93,69.13,7.480180479106101,0.0007086623631770961,1.345291479820628
9,1.0,47,37.49,6.015804185643013,0.05695776711448026,1.2536676447052546
9,1.5,45,36.05,5.889609494694874,0.06430257912795986,1.2482662968099862
9,2.0,39,31.48,6.030721349888419,0.10620815862340777,1.2388818297331639
12,1.0,13,17.84,4.107846150965248,0.8806481401481405,0.7286995515695067
12,1.5,11,16.34,3.7073440628029117,0.9251206415200633,0.6731946144430845
12,2.0,10,15.08,3.5374567135160824,0.9245073620200156,0.6631299734748011
