z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,379,264.43,14.724982173164081,3.60751230083712e-15,1.4332715652535641
2,1.5,187,126.08,11.346083024550806,3.9531532776618545e-08,1.4831852791878173
2,2.0,87,54.6,6.906518659932802,1.3579022863865632e-06,1.5934065934065933
3,1.0,297,192.01,12.526368188744891,2.6124358425107723e-17,1.5467944377896985
3,1.5,180,119.82,9.885727085045389,5.732064409501913e-10,1.5022533800701052
3,2.0,87,52.73,6.4573291692463695,5.567695628443847e-08,1.6499146595865732
4,1.0,218,138.97,10.729822924913533,8.827355802543313e-14,1.5686838886090524
4,1.5,155,99.84,9.319570805568247,1.6222099948575306e-09,1.5524839743589742
4,2.0,87,54.35,7.38562793538911,4.917991131788989e-06,1.6007359705611774
5,1.0,148,97.5,9.434511116109833,4.332845541614871e-08,1.5179487179487179
5,1.5,120,81.1,8.21401241781384,1.0909110155042883e-06,1.4796547472256474
5,2.0,79,50.43,6.971735795338204,2.0839001120562476e-05,1.5665278604005552
9,1.0,57,31.03,5.356220682533535,6.217796362561309e-07,1.836932001289075
9,1.5,53,28.37,5.419695563405753,2.752823730052362e-06,1.8681706027493832
9,2.0,48,24.25,5.18338692362436,2.3033421650254525e-06,1.9793814432989691
12,1.0,33,16.87,3.6787361960325455,5.808407720026738e-06,1.956135151155898
12,1.5,30,15.47,3.4101466244136778,1.0184191189818752e-05,1.9392372333548804
12,2.0,29,12.94,3.366957083183568,9.216530105741936e-07,2.241112828438949
