z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,226,230.32,14.500951692906229,0.6171146376185667,0.9812434873219869
2,1.5,121,114.63,10.168239769006236,0.2655064871766421,1.0555700950885458
2,2.0,52,46.69,6.220442106474426,0.1966530549197686,1.113728849860784
3,1.0,172,167.65,11.219068588791139,0.3491069189902344,1.025946913212049
3,1.5,118,104.05,10.000374992969014,0.0815158071657015,1.134070158577607
3,2.0,52,46.66,6.901043399370852,0.2195257096659266,1.1144449207029576
4,1.0,120,117.94,8.90597552208628,0.40853878597209436,1.0174665083940988
4,1.5,95,88.22,9.046082024832629,0.22677923069560896,1.0768533212423488
4,2.0,52,46.9,6.784541251993388,0.22611307035368777,1.1087420042643923
5,1.0,97,87.04,8.63124556480697,0.12426094747590782,1.1144301470588234
5,1.5,79,68.21,8.411058197397043,0.09977494131305936,1.158187948981088
5,2.0,51,44.52,6.4536501299652125,0.15766931870926582,1.1455525606469001
9,1.0,30,26.59,4.58714508163847,0.22862529102839074,1.1282437006393382
9,1.5,29,25.12,4.501732999634696,0.19437394398536417,1.1544585987261147
9,2.0,25,21.04,5.120390610099976,0.21964920566507612,1.188212927756654
12,1.0,14,12.96,3.2277546375150634,0.3736485438848045,1.0802469135802468
12,1.5,14,12.87,3.5232229563284814,0.37420786013452934,1.087801087801088
12,2.0,12,10.73,3.0458332193342432,0.33835270643686877,1.1183597390493942
