,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0004770,2.2352861979781194e-17,3.900011764479129,2.998702299442145,4.801321229516113,23,abnormal synaptic vesicle recycling,brain
MP:0002916,3.5959508691416523e-13,4.0218167933689,2.9375444555317474,5.106089131206052,15,increased synaptic depression,brain
MP:0004792,3.2364609671340595e-12,2.8869069315804596,2.074765461105572,3.699048402055347,51,abnormal synaptic vesicle number,brain
MP:0004769,4.3611437605090936e-11,2.7003207679617818,1.8973585391967438,3.5032829967268198,60,abnormal synaptic vesicle morphology,brain
MP:0002945,4.514068106555829e-11,2.50502805298742,1.7595588672979956,3.2504972386768447,82,abnormal inhibitory postsynaptic currents,brain
MP:0004753,5.786871164304368e-11,2.213443502582084,1.5510254699222226,2.875861535241946,135,abnormal miniature excitatory postsynaptic currents,brain
MP:0003635,9.044671444424334e-11,1.302205803277932,0.9084643825185448,1.6959472240373192,1083,abnormal synaptic transmission,brain
MP:0021009,1.1362004201606256e-10,1.2951759541378962,0.9014650750042561,1.6888868332715363,1090,abnormal synaptic physiology,brain
MP:0002915,2.401330287503518e-08,2.088546308672756,1.3549852242424816,2.82210739310303,120,abnormal synaptic depression,brain
MP:0002206,4.489580465545606e-08,1.1783580779284026,0.7561716012063422,1.600544554650463,995,abnormal CNS synaptic transmission,brain
MP:0002910,2.9782496151310974e-07,1.908017795531883,1.1783048557230273,2.637730735340739,142,abnormal excitatory postsynaptic currents,brain
MP:0009435,7.084782840045827e-07,2.3518001928243937,1.4222941668872573,3.28130621876153,58,abnormal miniature inhibitory postsynaptic currents,brain
MP:0011270,1.2068331568389955e-06,2.597545806556968,1.5488109791766755,3.646280633937261,37,decreased excitatory postsynaptic current amplitude,brain
MP:0002882,1.3549346914951914e-06,0.9334235541190434,0.5547692347974088,1.312077873440678,1681,abnormal neuron morphology,brain
MP:0009939,1.758538525213377e-06,1.8964263699684736,1.1187224120573926,2.6741303278795545,125,abnormal hippocampus neuron morphology,brain
MP:0002272,5.888796409887205e-06,1.3780596819717736,0.7818692249828236,1.9742501389607237,358,abnormal nervous system electrophysiology,brain
MP:0011267,4.455916779479057e-05,2.1417884459456795,1.113532002228355,3.170044889663004,56,abnormal excitatory postsynaptic current amplitude,brain
MP:0004793,4.803699328657792e-05,3.193135604905267,1.653537903329416,4.732733306481118,11,abnormal synaptic vesicle clustering,brain
MP:0014382,7.2887533505239e-05,3.087721436861238,1.5620483991594853,4.613394474562991,12,increased miniature inhibitory postsynaptic current frequency,brain
MP:0014381,0.0001804128646539963,2.2740223138745312,1.0838932213804189,3.464151406368644,37,abnormal miniature inhibitory postsynaptic current frequency,brain
MP:0004811,0.00035331349866768257,0.9760407362799306,0.4405907041929318,1.5114907683669294,663,abnormal neuron physiology,brain
MP:0000938,0.0006207774129455159,2.0622833437901713,0.8812301833318534,3.2433365042484894,45,motor neuron degeneration,brain
MP:0014374,0.005950176411384838,2.0219907572192604,0.5811588296536063,3.462822684784914,31,abnormal miniature excitatory postsynaptic current frequency,brain
MP:0003634,0.009807601944197678,0.8936039685132613,0.21542215546394394,1.5717857815625786,421,abnormal glial cell morphology,brain
MP:0003224,0.011531033265747016,0.8739338176358178,0.19588288639823992,1.5519847488733958,429,neuron degeneration,brain
MP:0004859,0.01344858465747499,1.467390582598517,0.30378878157384737,2.6309923836231865,79,abnormal synaptic plasticity,brain
