z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,447,277.92,12.474518026761595,3.749814873129378e-42,1.608376511226252
2,1.5,235,129.6,11.503043075638725,2.528562903376351e-20,1.8132716049382718
2,2.0,115,54.6,7.00713921654194,3.354137235029154e-18,2.1062271062271063
3,1.0,350,198.31,11.787022524793953,3.353016422736787e-38,1.7649135192375573
3,1.5,225,122.56,10.145264905363485,2.838584978202301e-24,1.8358355091383811
3,2.0,115,56.63,6.58582568855265,3.8953975121311653e-19,2.030725763729472
4,1.0,252,140.63,11.78359452798678,1.6736308247558e-21,1.7919362867098059
4,1.5,194,104.07,9.247978157413653,1.1878113358315055e-22,1.8641299125588546
4,2.0,115,55.18,6.450395336721619,8.977252471657477e-21,2.0840884378397972
5,1.0,191,100.98,8.267986453786678,6.59086673322143e-28,1.8914636561695384
5,1.5,165,83.15,8.221161718394791,1.186953476035374e-23,1.9843656043295248
5,2.0,109,52.36,6.405497638747516,4.684025585873199e-19,2.0817417876241406
9,1.0,65,31.72,5.653459118097521,1.970373614608526e-09,2.0491803278688527
9,1.5,61,30.57,5.233077488438329,3.032891425956802e-09,1.995420346745175
9,2.0,55,25.64,5.100039215535504,4.285699613225861e-09,2.145085803432137
12,1.0,45,16.39,3.831174754562887,4.0809473078926315e-14,2.7455765710799267
12,1.5,43,14.4,3.698648401781386,5.270487257213967e-15,2.986111111111111
12,2.0,38,12.97,3.1605537489496998,1.1923542613162195e-15,2.9298380878951424
