z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,256,262.6,15.173661390712528,0.6682058056094655,0.9748667174409748
2,1.5,134,131.81,10.576100415559603,0.41797734115073404,1.016614824368409
2,2.0,54,54.62,7.508368664363784,0.5329050721790912,0.9886488465763457
3,1.0,204,193.68,13.671781156820789,0.2251726550066987,1.0532837670384139
3,1.5,128,121.6,11.289818421923355,0.28539702205328144,1.0526315789473684
3,2.0,54,55.04,6.627095894884878,0.5623505770770563,0.9811046511627907
4,1.0,151,139.37,9.661940798825048,0.11435433962950903,1.0834469398005309
4,1.5,111,101.5,10.602358228243375,0.18511915231034692,1.0935960591133005
4,2.0,54,55.42,7.011675976540844,0.5802446302401397,0.9743774810537712
5,1.0,100,99.32,8.414130971169868,0.46779397203886647,1.0068465565847766
5,1.5,80,80.63,8.002068482586237,0.5313761667789724,0.9921865310678408
5,2.0,50,50.79,6.78129043766745,0.5463706686786937,0.9844457570387872
9,1.0,37,31.01,5.076406209120779,0.11900634903682533,1.1931634956465655
9,1.5,33,28.92,4.971277501809772,0.20590442779918838,1.1410788381742738
9,2.0,26,25.79,5.179372548871147,0.4838291357610098,1.0081426909654905
12,1.0,23,15.58,3.524712754253884,0.01763973206643365,1.4762516046213094
12,1.5,20,14.75,3.4709508783617204,0.06519651634638184,1.3559322033898304
12,2.0,18,12.95,3.47383073853635,0.07301106611465194,1.38996138996139
