Cluster,genes,Top.pathway,p_value,recall,intersection_size,num_d1_seeds,num_d2_seeds,num_both_seeds,frac_d1_seeds,frac_d2_seeds,frac_both_seeds,frac_no_seeds,comparison
C258,QPRT POLG ACSM3 ACSL1 DCAKD MFAP3L ALDH3B2 CPT1A ACSL3,C258,NA,NA,NA,0,2,2,0,0.2222222222222222,0,0.7777777777777778,CD_3_NBIA_PD
C244,COG1 DNAAF3 PCGF6 RPS6KB1 ZNF776 CCNT2 FMR1 MBD4 DCAF7 USP46 SEC63 MAP4K5 FAM8A1 CCDC6 CAPZA1 XPO1 GDNF GEMIN2 PIGW AGPS RNF222 MROH6,C244,NA,NA,NA,0,1,1,0,0.045454545454545456,0,0.9545454545454546,CD_3_NBIA_PD
C259,AAK1 HIP1R SYT11 TMEM175 STRIP2 CLTB AP2A2 GAK,clathrin binding,4.5577883666988525e-7,0.06779661016949153,4,0,3,3,0,0.375,0,0.625,CD_3_NBIA_PD
C296,ADAP1 STRIP2 HIP1R DDR1,C296,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C271,PORCN MFSD10 HMGXB3 RHBDF2 SNCG MAPK3,C271,NA,NA,NA,0,1,1,0,0.16666666666666666,0,0.8333333333333334,CD_3_NBIA_PD
C243,CAPG PTPRA CERS2 MFSD10 B3GAT3 GRN PRAF2 FAM131C HMGXB3 PLD3 RHBDF2 LAMP1 ACP2 LMAN2 CTNS TMEM222 TMEM115 CTSD PORCN ASPSCR1 STUB1 ADRM1 ATP6V0C,C243,NA,NA,NA,0,3,3,0,0.13043478260869565,0,0.8695652173913043,CD_3_NBIA_PD
C254,PIP5K1C PRAF2 COG1 TMEM222 TMEM115 PTPRA SBF1 ASPSCR1 B3GAT3 ADRM1 DCTN1,C254,NA,NA,NA,0,2,2,0,0.18181818181818185,0,0.8181818181818181,CD_3_NBIA_PD
C295,ELOVL3 ELOVL2 ELOVL4 ELOVL7,fatty acid derivative biosynthetic process,1.7803393406295014e-10,0.0784313725490196,4,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C247,CLN8 KDSR TLCD1 TMEM56 CERS3 CERS4 TLCD2 FAM57A ELOVL7 CERS5 TMEM136 TRAM1L1 CERS6 CERS1,Sphingolipid metabolism,1.10814315809218e-11,0.1111111111111111,6,0,2,2,0,0.14285714285714285,0,0.8571428571428572,CD_3_NBIA_PD
C245,TSPAN14 PCDHA3 LRATD1 RTEL1-TNFRSF6B RBFOX1 FAM111B ATP1A2 OSTC PCDHB10 CYGB SPCS2 AL691442.1 NRN1 ATP13A2 NRXN1 NPY1R CCKBR OCA2,C245,NA,NA,NA,0,0,0,0,0,0.05555555555555555,0.9444444444444444,CD_3_NBIA_PD
C255,ATP8A2 ATP2A1 ATP9A ATP8B3 ATP1A2 ATP1A4 ATP4A ATP10A ATP8A1 ATP11A,Ion transport by P-type ATPases,9.416020461509352e-23,0.18181818181818185,10,0,1,1,0,0.1,0,0.9,CD_3_NBIA_PD
C246,ACP2 CAPG FAM131C CERS2 CTSD LMAN2 PORCN MFSD10 HMGXB3 GRN LAMP1 PLD3 CTNS RHBDF2 ATP6V0C,Lysosome,2.24278084434968e-6,0.03816793893129771,5,0,2,2,0,0.13333333333333333,0,0.8666666666666667,CD_3_NBIA_PD
C278,PRAF2 TMEM222 PTPRA B3GAT3 ASPSCR1,C278,NA,NA,NA,0,1,1,0,0.2,0,0.8,CD_3_NBIA_PD
C262,PIGW FAM8A1 DNAAF3 CCDC6 XPO1 USP46 SEC63 MROH6,C262,NA,NA,NA,0,1,1,0,0.125,0,0.875,CD_3_NBIA_PD
C257,ACP2 CAPG FAM131C CTSD LMAN2 GRN PLD3 CTNS LAMP1,melanosome,5.41949146980206e-7,0.03508771929824561,4,0,1,1,0,0.1111111111111111,0,0.8888888888888888,CD_3_NBIA_PD
C307,PORCN RHBDF2 MFSD10 HMGXB3,C307,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C308,GRN ATP6V0C FAM131C CERS2,C308,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C283,CERS3 CERS4 ELOVL7 CERS5 TMEM136,Sphingolipid metabolism,6.7954696271628205e-6,0.05555555555555555,3,0,1,1,0,0.2,0,0.8,CD_3_NBIA_PD
C256,LLGL2 TFF1 ICA1 MFAP3L ALDH3B2 DDR1 ELF3 SCNN1A TOX3 CD300LD,C256,NA,NA,NA,0,2,2,0,0.2,0,0.8,CD_3_NBIA_PD
C260,ALDH1L1 ACOT9 MCCC1 OXSM AGXT2 ALDH4A1 GRID1 SUCLG2,mitochondrial matrix,1.7971828665050052e-7,0.011673151750972765,6,0,1,1,0,0.125,0,0.875,CD_3_NBIA_PD
C293,QPRT POLG DCAKD ACSM3,C293,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C263,LLGL2 TFF1 CD300LD ICA1 SCNN1A TOX3 ELF3,C263,NA,NA,NA,0,1,1,0,0.14285714285714285,0,0.8571428571428572,CD_3_NBIA_PD
C269,CAPG FAM131C LMAN2 GRN PLD3 LAMP1,C269,NA,NA,NA,0,1,1,0,0.16666666666666666,0,0.8333333333333334,CD_3_NBIA_PD
C286,ACSL1 MFAP3L ALDH3B2 CPT1A ACSL3,C286,NA,NA,NA,0,1,1,0,0.2,0,0.8,CD_3_NBIA_PD
C281,AAK1 HIP1R SYT11 STRIP2 CLTB,Clathrin-mediated endocytosis,6.654527317520669e-7,0.027586206896551724,4,0,2,2,0,0.4,0,0.6,CD_3_NBIA_PD
C292,SUCLG2 MCCC1 OXSM ACOT9,acyl-CoA metabolic process,6.450726544091605e-6,0.030927835051546396,3,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C306,XPO1 USP46 DNAAF3 MROH6,C306,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C280,LLGL2 ICA1 SCNN1A TOX3 ELF3,C280,NA,NA,NA,0,1,1,0,0.2,0,0.8,CD_3_NBIA_PD
C276,PCDHA3 RTEL1-TNFRSF6B PCDHB10 AL691442.1 ATP13A2,C276,NA,NA,NA,0,0,0,0,0,0.2,0.8,CD_3_NBIA_PD
C304,FUNDC2 GCH1 PARK7 OSTC,C304,NA,NA,NA,0,2,2,0,0.5,0,0.5,CD_3_NBIA_PD
