Cluster,genes,Top.pathway,p_value,recall,intersection_size,num_d1_seeds,num_d2_seeds,num_both_seeds,frac_d1_seeds,frac_d2_seeds,frac_both_seeds,frac_no_seeds,comparison
C235,ATP2B1 PLD2 CERS2 PLA2G4B TMEM144 MFSD10 RAB9A AGXT2 NKTR RPS6KB1 AP2A2 SCNN1A SNCG CD300LD AP1G1 ZNF776 GCH1 ATP8B3 ATG2B MSMO1 FAM131C ACSL3 ELOVL2 DCAF7 FUNDC2 SMCO2 USP46 SELENOI ELOVL7 CASP3 SLC20A1 NPY1R CERS6 LZIC ACHE KBTBD8 NRAS LMAN2 DCAKD CAPZA1 CHEK2 GPAT4 CTNS CLTB ELF3 OSTC SGPP1 TMEM115 ADAM10 KCNAB2 OXSM ATL3 ADRM1 SC5D FAM111B PLA2G4E ATP8A1 LSS CAB39 PIP5K1C CAPG LLGL2 PTPRA ATP1A1 GPAT3 CERS4 TLCD2 ALDH3B2 AL691442.1 MAP1LC3B TOX3 LRRK2 BCAS1 RAB5A CGN HIPK1 FMR1 POLG HIP1R TLCD1 MCCC1 TMEM136 GPAT2 RHBDF2 NAPSB YWHAB MAPK3 TRAM1L1 HOMER1 AAK1 ACOT9 ADAP1 CCDC6 PLPP4 CERS3 CLIC4 ATP13A2 PLD6 WIPI1 ERG28 CPT1A GEMIN2 MEX3B PIGW AKAP11 FRYL ASPSCR1 AGPS PLP1 CERS5 LPCAT4 PRSS56 KAT8 ELOVL4 DNAAF3 TFF1 MRNIP AGK PCDHB10 RCL1 CDK8 B3GAT3 GRN NRXN1 SPTLC2 DDR1 PLA2G4D CCKBR ELOVL6 VASH2 CCNT2 MBD4 TFRC ICA1 MFAP3L HMGXB3 PRNP GSTM1 MPP2 LAMP1 PARK7 ARNTL2 ALDH1L1 RBFOX1 ATP8A2 ATP2A1 TSPAN14 IRAK1BP1 ATP1A4 XPO1 YWHAE GDNF ATP10A QPRT BNIP3L PCDHA3 ELOVL3 KDSR CLN8 CTSD ACSL1 SYT11 ORMDL3 SPCS2 LPCAT3 ALDH4A1 STUB1 VAMP2 CYGB ATP6V0C RNF222 WDTC1 SUCLG2 COG1 SLC4A8 RTEL1-TNFRSF6B ATP1A2 ACSM3 SLC6A11 PTDSS2 PCGF6 ORMDL1 ELOVL1 GAK AOPEP OCA2 CYB5B HMGCR ZBTB21 ORMDL2 ATP9A PLPP1 PRAF2 FLCN ATP11A TMEM56 PDCL ACOT7 PLD3 STRIP2 ATP4A DCTN1 CERS1 MAP4K5 FAM8A1 ACP2 PPFIBP2 METTL8 CGNL1 NRN1 FAXDC2 RAB7A LRATD1 PRKAG1 TMEM222 PORCN SBF1 STXBP5 TMEM175 FAM57A TMCO3 PEX19 SEC63 MROH6 GRID1 TUBB4A,Ion transport by P-type ATPases,1.7370606638240622e-10,0.2363636363636364,13,0,18,18,0,0.07964601769911504,0.004424778761061947,0.915929203539823,CD_3_NBIA_PD
C236,CERS2 TMEM144 MFSD10 AP2A2 SCNN1A SNCG CD300LD ATP8B3 FAM131C FUNDC2 SMCO2 NPY1R ACHE LMAN2 CTNS CLTB ELF3 OSTC TMEM115 KCNAB2 ATL3 ADRM1 FAM111B ATP8A1 PIP5K1C CAPG LLGL2 PTPRA ATP1A1 ALDH3B2 AL691442.1 TOX3 LRRK2 BCAS1 HIP1R RHBDF2 NAPSB YWHAB MAPK3 AAK1 ADAP1 ATP13A2 ASPSCR1 PLP1 PRSS56 KAT8 TFF1 MRNIP PCDHB10 B3GAT3 GRN NRXN1 DDR1 CCKBR VASH2 ICA1 MFAP3L HMGXB3 LAMP1 ARNTL2 RBFOX1 ATP8A2 ATP2A1 TSPAN14 IRAK1BP1 ATP1A4 ATP10A PCDHA3 CTSD SYT11 SPCS2 STUB1 VAMP2 CYGB ATP6V0C WDTC1 COG1 SLC4A8 RTEL1-TNFRSF6B ATP1A2 SLC6A11 GAK OCA2 ATP11A ATP9A PRAF2 ACOT7 PLD3 STRIP2 ATP4A DCTN1 ACP2 NRN1 LRATD1 TMEM222 PORCN SBF1 STXBP5 TMEM175 TUBB4A,Ion transport by P-type ATPases,1.4829287227699169e-13,0.21818181818181817,12,0,11,11,0,0.11,0.01,0.88,CD_3_NBIA_PD
C238,ELOVL4 CERS2 ACSM3 PLA2G4B AGK PTDSS2 GPAT3 ORMDL1 CERS4 TLCD2 ELOVL1 ALDH3B2 SPTLC2 PLA2G4D ELOVL6 CYB5B HMGCR ORMDL2 MSMO1 PLPP1 POLG TLCD1 TMEM56 ELOVL2 MFAP3L SELENOI ELOVL7 TMEM136 GPAT2 CERS6 TRAM1L1 CERS1 PLPP4 CERS3 DCAKD GPAT4 PLD6 ERG28 CPT1A FAXDC2 QPRT CLN8 ELOVL3 KDSR PORCN PLA2G4E ACSL1 LSS ORMDL3 OXSM LPCAT3 FAM57A CERS5 SC5D LPCAT4 SUCLG2 ACSL3,ceramide biosynthetic process,1.4647731623337052e-19,0.1857142857142857,13,0,4,4,0,0.07017543859649122,0,0.9298245614035088,CD_3_NBIA_PD
C239,CAB39 COG1 DNAAF3 PCGF6 RCL1 CDK8 RAB9A NKTR MAP1LC3B RPS6KB1 RNF222 CYB5B AP1G1 RAB5A ZNF776 CCNT2 PLPP1 FMR1 ATG2B HIPK1 MBD4 TFRC DCAF7 PDCL USP46 GSTM1 CASP3 MAP4K5 FAM8A1 LZIC NRAS ACOT9 CCDC6 METTL8 CAPZA1 XPO1 CLIC4 WIPI1 GDNF GEMIN2 PIGW BNIP3L SGPP1 AKAP11 FRYL ADAM10 AGPS TMCO3 PEX19 SEC63 MROH6,C239,NA,NA,NA,0,1,1,0,0.0196078431372549,0,0.9803921568627452,CD_3_NBIA_PD
C272,OSTC GCH1 SPCS2 FUNDC2 NRN1 PARK7,C272,NA,NA,NA,0,2,2,0,0.3333333333333333,0,0.6666666666666667,CD_3_NBIA_PD
C251,ALDH1L1 QPRT POLG ACSM3 ACOT9 MCCC1 OXSM AGXT2 DCAKD ALDH4A1 GRID1 SUCLG2,acyl-CoA metabolic process,3.6860060625941658e-6,0.041237113402061855,4,0,2,2,0,0.16666666666666666,0,0.8333333333333334,CD_3_NBIA_PD
C252,ZBTB21 AP1G1 AAK1 HIP1R KBTBD8 SYT11 TMEM175 STRIP2 CLTB AP2A2 GAK,presynaptic endocytosis,1.0294806936261115e-9,0.06896551724137931,6,0,3,3,0,0.2727272727272727,0,0.7272727272727273,CD_3_NBIA_PD
C237,PRSS56 PIP5K1C CAPG COG1 PTPRA CERS2 RTEL1-TNFRSF6B PCDHB10 MFSD10 B3GAT3 GRN AL691442.1 DDR1 AP2A2 GAK SNCG FAM111B PRAF2 HIP1R FAM131C HMGXB3 ACOT7 SMCO2 PLD3 STRIP2 RHBDF2 LAMP1 YWHAB MAPK3 DCTN1 ARNTL2 TSPAN14 AAK1 ACP2 ADAP1 LMAN2 ATP13A2 CTNS CLTB PCDHA3 LRATD1 TMEM222 TMEM115 CTSD PORCN SBF1 SYT11 STXBP5 KCNAB2 ASPSCR1 TMEM175 STUB1 ATL3 VAMP2 ADRM1 CYGB ATP6V0C WDTC1,presynaptic endocytosis,7.425514141157792e-8,0.09195402298850576,8,0,7,7,0,0.1206896551724138,0.017241379310344827,0.8620689655172413,CD_3_NBIA_PD
C242,SLC4A8 RTEL1-TNFRSF6B ATP1A2 ATP1A1 PCDHB10 SLC6A11 AL691442.1 NRXN1 CYGB CCKBR ATP11A OCA2 ATP9A ATP8B3 ATP4A NPY1R TSPAN14 ATP8A2 ATP2A1 RBFOX1 ACHE ATP1A4 NRN1 ATP13A2 ATP10A PCDHA3 OSTC LRATD1 SPCS2 FAM111B ATP8A1,Ion transport by P-type ATPases,1.3198318049655715e-20,0.21818181818181817,12,0,1,1,0,0.03225806451612903,0.03225806451612903,0.935483870967742,CD_3_NBIA_PD
C248,LLGL2 TFF1 CD300LD ADAP1 TMEM144 ICA1 MFAP3L ALDH3B2 PLP1 DDR1 TOX3 SCNN1A BCAS1 ELF3,C248,NA,NA,NA,0,2,2,0,0.14285714285714285,0,0.8571428571428572,CD_3_NBIA_PD
C287,MRNIP VASH2 IRAK1BP1 LRRK2,C287,NA,NA,NA,0,1,1,0,0.25,0,0.75,CD_3_NBIA_PD
C240,PIP5K1C CAPG COG1 PTPRA CERS2 MFSD10 B3GAT3 GRN DDR1 AP2A2 GAK SNCG PRAF2 HIP1R FAM131C HMGXB3 STRIP2 PLD3 RHBDF2 LAMP1 DCTN1 MAPK3 ACP2 AAK1 ADAP1 LMAN2 CTNS CLTB TMEM222 TMEM115 CTSD STXBP5 SBF1 SYT11 KCNAB2 PORCN ASPSCR1 TMEM175 STUB1 VAMP2 ADRM1 ATP6V0C WDTC1,presynaptic endocytosis,7.661875163993635e-9,0.09195402298850576,8,0,7,7,0,0.16279069767441862,0,0.8372093023255813,CD_3_NBIA_PD
C264,PCDHA3 LRATD1 RTEL1-TNFRSF6B PCDHB10 AL691442.1 ATP13A2 CYGB,C264,NA,NA,NA,0,0,0,0,0,0.14285714285714285,0.8571428571428572,CD_3_NBIA_PD
C268,PRSS56 PORCN MFSD10 HMGXB3 ATL3 RHBDF2,C268,NA,NA,NA,0,1,1,0,0.16666666666666666,0,0.8333333333333334,CD_3_NBIA_PD
C241,ELOVL4 CERS2 ORMDL1 CERS4 TLCD2 ELOVL1 SPTLC2 ELOVL6 CYB5B HMGCR ORMDL2 MSMO1 TLCD1 TMEM56 ELOVL2 ELOVL7 TMEM136 CERS6 TRAM1L1 CERS1 CERS3 ERG28 CPT1A FAXDC2 CLN8 ELOVL3 KDSR PORCN ACSL1 ORMDL3 FAM57A CERS5 SC5D LSS ACSL3,ceramide biosynthetic process,1.2291809295845661e-20,0.17142857142857143,12,0,2,2,0,0.05714285714285714,0,0.9428571428571428,CD_3_NBIA_PD
