Cluster,genes,Top.pathway,p_value,recall,intersection_size,num_d1_seeds,num_d2_seeds,num_both_seeds,frac_d1_seeds,frac_d2_seeds,frac_both_seeds,frac_no_seeds,comparison
C256,SLAMF8 TMEM176B HSD11B1 CASP3 SOAT1 PRG4 NR1H3 ABCG5 CHRFAM7A CD34 SFI1 AIG1 CD68 JAK3 PCSK9 ZNF768 PIK3CD CD82 RABEP2 KIR2DS3 CAPN1 ALOX5 CYP2C18 CD14 PLA2G3 PTGS1 CXCL9 AC138894.1 SCGB1D1 TMEM198 PON3 ERBB2 SMCO4 SLC29A3 CHI3L1 RASSF7 DMKN LYZ SLCO2B1 IL2RG HLA-A RARRES2 DPEP2 BLK APOA1 SLC25A20 CTSK SLC2A5 ICAM2 ITPR3 ERN1 PGGHG ZBTB7A F3 SMIM3 PLA2G2D CD40 GATM ZNF589 CSF2RA ARHGEF11 TIMM29 SPSB3 FAM131C PCSK7 MEGF6 C9 CP ABCA1 CC2D1A MANSC1 PCYOX1L ZYG11A AAK1 SYNJ1 TNFSF13 MICAL3 ABCC3 SLC11A1 CSF1R SLC2A11 AKR1C1 DNASE2 NLGN2 C3AR1 JAG2 ABCB4 DDX11L8 IL20RB ZBTB17 C1orf115 EPHB2 WDTC1 PRKCD SREBF1 APOC4 AOAH BSCL2 SOX13 GPNMB LIMS2 PLD4 LDLR SCARB1 FLT3 STAR EPHB3 MAP3K11 EVA1A PITPNM2 APOC1 MAF ITGAM NPC1 TIMP2 ACP5 GPIHBP1 TCN2 PLG MYCN SGSM2 VCAM1 SPNS1 OSBPL10 CSNK1G2 TMEM63A CLEC2D CTSB TNFSF10 CTSD ITGAX MGARP MYO9B CMKLR1 SMUG1 ABCA3 LSMEM2 SLC48A1 PITPNM1 NKPD1 GM2A APOE DENND1C SPOCK2 PTGDS CD47 MAN1B1 TYROBP IFI30 CLU HTR3A TDRP STIM1 WDR13 VLDLR B3GAT3 VAMP3 AIF1 MGLL MS4A18 C5AR1 MATK CIDEB CPPED1 LIPF LLGL2 PLD2 LGALS3 MTHFR STARD3 APBB3 VWA5A FABP2 IL11RA SH2D3C PLAAT3 GRN KIAA0556 TMEM176A SERPINA1 NGF SSH3 SLC7A7 RPRM FAM83C SH2B1 CDK19 CSF1 ZNF197 ZNF169 MAN2C1 ENGASE APOA5 ACBD4 PLD3 ABCG8 KMO GGA1 PNPLA6 PIDD1 STK11 MMP9 FAM160B2 FCER1G TBXAS1 RNPEPL1 FAM53B ERGIC3 SLC8A2 MS4A3 SIGLEC16 TXK CFHR1 TSPAN5 ELFN1 GZMA GSTM1 EPHA1 COTL1P1 SMIM1 CFTR ITGA2 CXCR6 ABCC2 INPP5J SLC39A11 FLRT1 PLD5 CETP ABCG1 LRCH4 LRP11 GP1BA ZNF839 ZFP36L1 PCYT1A,Cholesterol metabolism,6.214372752181023e-13,0.29411764705882354,15,1,3,3,0.00423728813559322,0.012711864406779662,0,0.9830508474576272,CD_1B_otherlipid_AD
C257,SLAMF8 TMEM176B HSD11B1 CASP3 SOAT1 PRG4 NR1H3 ABCG5 CD34 AIG1 CD68 PCSK9 PIK3CD CD82 KIR2DS3 ALOX5 CYP2C18 CD14 PTGS1 CXCL9 AC138894.1 SCGB1D1 PON3 SLC29A3 CHI3L1 DMKN LYZ SLCO2B1 IL2RG HLA-A RARRES2 DPEP2 APOA1 CTSK SLC2A5 ICAM2 GATM F3 CD40 CSF2RA C9 CP ABCA1 PCYOX1L MANSC1 TNFSF13 ABCC3 SLC11A1 CSF1R SLC2A11 AKR1C1 DNASE2 C3AR1 DDX11L8 ABCB4 IL20RB C1orf115 SREBF1 APOC4 AOAH GPNMB LDLR SCARB1 STAR EVA1A APOC1 MAF ITGAM NPC1 TIMP2 ACP5 GPIHBP1 TCN2 PLG MYCN VCAM1 CTSB TNFSF10 CTSD ITGAX MGARP CMKLR1 ABCA3 GM2A APOE PTGDS CD47 TYROBP IFI30 CLU WDR13 VLDLR AIF1 VAMP3 MGLL C5AR1 CIDEB CPPED1 LIPF LGALS3 MTHFR VWA5A FABP2 GRN TMEM176A SERPINA1 SLC7A7 FAM83C CSF1 APOA5 ABCG8 KMO FCER1G MMP9 TBXAS1 SIGLEC16 CFHR1 GZMA GSTM1 COTL1P1 SMIM1 CFTR ITGA2 CXCR6 ABCC2 CETP ABCG1 LRP11 PCYT1A,Cholesterol metabolism,1.5517213564872295e-14,0.27450980392156865,14,0,2,2,0,0.015503875968992248,0,0.9844961240310076,CD_1B_otherlipid_AD
C258,CHRFAM7A SFI1 JAK3 ZNF768 RABEP2 CAPN1 PLA2G3 TMEM198 ERBB2 RASSF7 BLK ITPR3 ERN1 PGGHG ZBTB7A ZNF589 PLA2G2D ARHGEF11 SPSB3 FAM131C PCSK7 MEGF6 CC2D1A ZYG11A AAK1 SYNJ1 MICAL3 NLGN2 JAG2 ZBTB17 EPHB2 WDTC1 PRKCD SOX13 LIMS2 PLD4 EPHB3 MAP3K11 PITPNM2 SGSM2 SPNS1 OSBPL10 TMEM63A CSNK1G2 MYO9B SLC48A1 PITPNM1 NKPD1 DENND1C MAN1B1 HTR3A TDRP STIM1 WDR13 B3GAT3 MATK LLGL2 PLD2 APBB3 STARD3 IL11RA SH2D3C PLAAT3 KIAA0556 NGF SSH3 SH2B1 CDK19 ZNF197 ZNF169 MAN2C1 ENGASE ACBD4 PLD3 GGA1 PNPLA6 PIDD1 STK11 FAM160B2 FAM53B RNPEPL1 ERGIC3 SLC8A2 TXK ELFN1 EPHA1 PLD5 INPP5J SLC39A11 FLRT1 LRCH4 GP1BA ZNF839 ZFP36L1,Glycerophospholipid biosynthesis,6.23653172925936e-6,0.0703125,9,0,1,1,0,0.010638297872340424,0,0.9893617021276596,CD_1B_otherlipid_AD
C267,PLD3 CD82 SMCO4 TIMM29 LSMEM2 RPRM SMUG1 ERGIC3 MS4A18 MS4A3 DNASE2 BSCL2 SMIM3,C267,NA,NA,NA,1,0,0,0.07692307692307693,0,0,0.9230769230769232,CD_1B_otherlipid_AD
C280,DMKN CD47 FAM83C BSCL2 IL20RB TSPAN5,C280,NA,NA,NA,1,0,0,0.16666666666666666,0,0,0.8333333333333334,CD_1B_otherlipid_AD
C289,LRP11 GATM MANSC1 GPIHBP1 APOE,C289,NA,NA,NA,0,1,1,0,0.2,0,0.8,CD_1B_otherlipid_AD
C260,MGARP CASP3 SOAT1 HSD11B1 NR1H3 ABCG5 PRG4 ABCA3 C9 AIG1 ABCA1 CP FAM83C PCYOX1L PCSK9 APOE APOA5 ABCG8 ABCC3 AKR1C1 CYP2C18 CLU PTGS1 CFHR1 AC138894.1 ABCB4 PON3 GSTM1 WDR13 SMIM1 VLDLR CFTR SREBF1 MGLL APOC4 ABCC2 CETP LDLR ABCG1 SCARB1 STAR APOA1 MTHFR EVA1A NPC1 F3 FABP2 GATM GPIHBP1 PLG PCYT1A,Cholesterol metabolism,2.0169672447973171e-16,0.2352941176470588,12,0,2,2,0,0.0392156862745098,0,0.9607843137254902,CD_1B_otherlipid_AD
C281,DMKN SMIM1 FAM83C CLU PCYOX1L IL20RB,C281,NA,NA,NA,0,1,1,0,0.16666666666666666,0,0.8333333333333334,CD_1B_otherlipid_AD
C270,BLK ERBB2 EPHA1 NGF EPHB2 SSH3 EPHB3 ZNF589 MATK NKPD1 ZNF169 ZYG11A,transmembrane receptor protein tyrosine kinase activity,1.715598404563556e-6,0.04938271604938271,4,0,1,1,0,0.08333333333333333,0,0.9166666666666666,CD_1B_otherlipid_AD
C282,BLK EPHA1 ZNF589 NKPD1 ZNF169 ZYG11A,C282,NA,NA,NA,0,1,1,0,0.16666666666666666,0,0.8333333333333334,CD_1B_otherlipid_AD
