,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0014380,9.992943269652741e-11,3.577600341637994,2.493341002281988,4.661859680994,26,abnormal miniature inhibitory postsynaptic current amplitude,brain
MP:0002882,2.562648715950948e-09,1.3531209248233953,0.9079496601110453,1.7982921895357453,1681,abnormal neuron morphology,brain
MP:0003224,7.75756049291329e-09,1.8007872035141403,1.1894785508243086,2.412095856203972,429,neuron degeneration,brain
MP:0014385,1.0837211842110371e-08,3.6628135030925604,2.4071049047142923,4.9185221014708285,18,decreased miniature inhibitory postsynaptic current amplitude,brain
MP:0002206,1.3094263904811297e-08,1.4628088231600636,0.9584749252592625,1.9671427210608647,995,abnormal CNS synaptic transmission,brain
MP:0011269,3.6437548451694355e-08,3.4803315570871103,2.241735076712752,4.718928037461469,21,increased excitatory postsynaptic current amplitude,brain
MP:0003635,9.637966552395302e-08,1.3715092588937665,0.8674971239315004,1.8755213938560327,1083,abnormal synaptic transmission,brain
MP:0021009,1.11673962595857e-07,1.3645553364062533,0.8605665258859139,1.8685441469265927,1090,abnormal synaptic physiology,brain
MP:0002272,1.3697936101126454e-07,1.7803837181071671,1.1181480370678243,2.44261939914651,358,abnormal nervous system electrophysiology,brain
MP:0011267,2.834921907925071e-07,2.7157934241752493,1.6790287022548551,3.7525581460956436,56,abnormal excitatory postsynaptic current amplitude,brain
MP:0009435,3.9989061588585773e-07,2.677945960987672,1.642501597980373,3.713390323994971,58,abnormal miniature inhibitory postsynaptic currents,brain
MP:0010050,1.868320671222527e-06,3.758131932984357,2.2130215387656946,5.303242327203019,11,hypermyelination,brain
MP:0000939,5.100247657111352e-06,2.3892991548347418,1.3624784811368202,3.416119828532663,76,decreased motor neuron number,brain
MP:0000940,7.097815436641359e-06,2.7320472359337264,1.5396554782732321,3.9244389935942205,41,abnormal motor neuron innervation pattern,brain
MP:0004753,1.4125375047423078e-05,2.0290415513387314,1.1131187049154083,2.9449643977620545,135,abnormal miniature excitatory postsynaptic currents,brain
MP:0000938,1.420984309024555e-05,2.6317496560762077,1.4434018823059085,3.820097429846507,45,motor neuron degeneration,brain
MP:0004811,1.535968425614352e-05,1.3424972725111228,0.7339007612392292,1.9510937837830165,663,abnormal neuron physiology,brain
MP:0000952,1.7556465641286013e-05,1.6015188213351532,0.8704999204309062,2.3325377222394,334,abnormal CNS glial cell morphology,brain
MP:0003634,2.4030851458068265e-05,1.4915395788690322,0.7994085396771287,2.183670618060936,421,abnormal glial cell morphology,brain
MP:0000136,5.468472367467847e-05,2.1003293212992746,1.080024189153061,3.120634453445488,100,abnormal microglial cell morphology,brain
MP:0014489,7.72102335038078e-05,2.9590362058512927,1.4918584953277876,4.426213916374798,22,abnormal cochlear sensory neuron innervation pattern,brain
MP:0006009,0.0005278822223378634,1.7953158906939848,0.7801521467221466,2.810479634665823,134,abnormal neuronal migration,brain
MP:0002910,0.0007998361850178545,1.7351662476357959,0.7208465293446571,2.749485965926935,142,abnormal excitatory postsynaptic currents,brain
MP:0002945,0.0008184859490253775,1.9979886233543542,0.8278033408577299,3.1681739058509786,82,abnormal inhibitory postsynaptic currents,brain
MP:0014381,0.0010856645157451088,2.3986179999200505,0.9597665050039246,3.8374694948361765,37,abnormal miniature inhibitory postsynaptic current frequency,brain
MP:0000968,0.0021940234021246507,1.8233367349632719,0.6564715827329504,2.990201887193593,97,abnormal sensory neuron innervation pattern,brain
MP:0000937,0.0026002020904617664,1.555020461490404,0.542948476802066,2.5670924461787417,169,abnormal motor neuron morphology,brain
MP:0000920,0.00362181719576982,1.5014255001941077,0.48994856838496004,2.5129024320032554,178,abnormal myelination,brain
MP:0004191,0.006534247707694152,2.853950667799193,0.797233325757801,4.910668009840585,12,neuronal intranuclear inclusions,brain
MP:0014382,0.006534247707694152,2.853950667799193,0.797233325757801,4.910668009840585,12,increased miniature inhibitory postsynaptic current frequency,brain
MP:0002915,0.006915527341333343,1.6032220527465046,0.4398042702514673,2.7666398352415422,120,abnormal synaptic depression,brain
MP:0011003,0.008148801760908556,2.7668858420268467,0.7172555643267078,4.816516119726986,13,reduced AMPA-mediated synaptic currents,brain
MP:0014325,0.012003461109805571,2.612628256063074,0.5741845740866247,4.651071938039523,15,abnormal oligodendrocyte progenitor morphology,brain
MP:0002916,0.012003461109805571,2.612628256063074,0.5741845740866247,4.651071938039523,15,increased synaptic depression,brain
