,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0014062,1.8834800255498206e-05,2.2394434452367857,1.2135090627364176,3.265377827737154,66,nervous system inclusion bodies,brain
MP:0001038,5.155452837540785e-05,3.0956043826438435,1.5969444390440777,4.594264326243609,15,abnormal cholinergic neuron morphology,brain
MP:0014345,5.155452837540785e-05,3.0956043826438435,1.5969444390440777,4.594264326243609,15,abnormal neuron mitochondrial morphology,brain
MP:0009808,0.0006731555090927944,2.524523905523897,1.0693590168869453,3.9796887941608485,25,decreased oligodendrocyte number,brain
MP:0010050,0.011574846136954727,2.657319223474466,0.5945214913965389,4.720116955552393,11,hypermyelination,brain
MP:0000954,0.011574846136954727,2.657319223474466,0.5945214913965389,4.720116955552393,11,decreased oligodendrocyte progenitor number,brain
MP:0003243,0.016208553233032885,1.7465475110218183,0.3227096062874508,3.1703854157561855,52,abnormal dopaminergic neuron morphology,brain
MP:0014325,0.02548671117548647,2.3206328082274617,0.2846125329810181,4.356653083473905,15,abnormal oligodendrocyte progenitor morphology,brain
MP:0000953,0.025847532526118072,1.6151436012901659,0.19462281848498697,3.0356643840953446,59,abnormal oligodendrocyte morphology,brain
MP:0004769,0.027449918329854436,1.5976981831535788,0.17758644822446001,3.0178099180826976,60,abnormal synaptic vesicle morphology,brain
MP:0002910,0.0550041593076538,1.1324971094024257,-0.02426929588404958,2.289263514688901,142,abnormal excitatory postsynaptic currents,brain
MP:0013438,0.056218691854083694,1.963636510314565,-0.05206725080766761,3.9793402714367976,21,dysmyelination,brain
MP:0004859,0.06876533991276078,1.313315390994644,-0.1010305982001829,2.727661380189471,79,abnormal synaptic plasticity,brain
MP:0003634,0.07849586811660955,0.7403788815504715,-0.08436208289311176,1.5651198459940547,421,abnormal glial cell morphology,brain
MP:0001081,0.11230970437810457,0.9354536804453719,-0.2191904132311222,2.0900977741218663,172,abnormal cranial ganglia morphology,brain
MP:0008571,0.11898277418075794,1.5915907292096225,-0.40927231160250566,3.5924537700217507,30,abnormal synaptic bouton morphology,brain
MP:0011448,0.11898277418075794,1.5915907292096225,-0.40927231160250566,3.5924537700217507,30,decreased dopaminergic neuron number,brain
MP:0002206,0.12018294102199256,0.4920247118802621,-0.12853312330949884,1.112582547070023,995,abnormal CNS synaptic transmission,brain
MP:0000920,0.1263701745755704,0.9002423773721002,-0.25406421880819297,2.0545489735523934,178,abnormal myelination,brain
MP:0003203,0.1263701745755704,0.9002423773721002,-0.25406421880819297,2.0545489735523934,178,increased neuron apoptosis,brain
MP:0000136,0.13670353954494202,1.07102433214928,-0.3395373623963791,2.481586026694939,100,abnormal microglial cell morphology,brain
MP:0011270,0.1766184693327031,1.3749923962709492,-0.6194238284802804,3.3694086210221785,37,decreased excitatory postsynaptic current amplitude,brain
