,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0004101,4.821858936402445e-12,2.7231764484818797,1.9508510524944875,3.495501844469272,46,abnormal brain interneuron morphology,brain
MP:0000920,1.251435974015323e-10,1.837401050371831,1.2775902375178627,2.3972118632257993,178,abnormal myelination,brain
MP:0002912,2.574513148241887e-09,2.0138471828807267,1.3512156777566302,2.6764786880048232,107,abnormal excitatory postsynaptic potential,brain
MP:0002206,5.456557511604086e-09,1.0637659465699905,0.706303099297062,1.421228793842919,995,abnormal CNS synaptic transmission,brain
MP:0002882,8.249216950929148e-09,0.9108043534441439,0.6010602345213647,1.220548472366923,1681,abnormal neuron morphology,brain
MP:0008917,1.0401374088613397e-08,2.8843476432927844,1.8967222914255322,3.8719729951600366,25,abnormal oligodendrocyte physiology,brain
MP:0003690,2.6571314122283732e-08,1.869246348007012,1.2106290448277162,2.527863651186308,122,abnormal glial cell physiology,brain
MP:0003635,9.780156264361931e-08,0.9709594120574483,0.6139662646826691,1.3279525594322275,1083,abnormal synaptic transmission,brain
MP:0021009,1.2066428235822963e-07,0.9638960194961381,0.6069368793286227,1.3208551596636535,1090,abnormal synaptic physiology,brain
MP:0013438,4.5871751988873843e-07,2.8200312862807397,1.7239861584154375,3.9160764141460422,21,dysmyelination,brain
MP:0000778,6.154425762217182e-07,1.4579007973174285,0.8848448394418083,2.0309567551930487,234,abnormal nervous system tract morphology,brain
MP:0000952,7.244897024710848e-07,1.3083712017882316,0.7908080479823137,1.8259343555941494,334,abnormal CNS glial cell morphology,brain
MP:0004859,1.2246703857090677e-06,1.944828717134195,1.159151580512388,2.730505853756002,79,abnormal synaptic plasticity,brain
MP:0000953,1.5002765098027703e-06,2.094196130836032,1.2410721774039377,2.947320084268126,59,abnormal oligodendrocyte morphology,brain
MP:0002910,5.836268768691243e-06,1.5869670669535498,0.9006836229083082,2.2732505109987917,142,abnormal excitatory postsynaptic currents,brain
MP:0008571,9.476763176418063e-06,2.394662511362286,1.334900616776481,3.4544244059480915,30,abnormal synaptic bouton morphology,brain
MP:0004811,9.502739357761385e-06,0.9826785534119686,0.5477345268157283,1.417622580008209,663,abnormal neuron physiology,brain
MP:0003634,1.0126893785732084e-05,1.1289461559267657,0.6277068722252864,1.630185439628245,421,abnormal glial cell morphology,brain
MP:0002915,1.0250498829431026e-05,1.6382596192317767,0.9104580889654009,2.3660611494981523,120,abnormal synaptic depression,brain
MP:0002272,1.8320247790512634e-05,1.1627577612701057,0.6308411258036111,1.6946743967366003,358,abnormal nervous system electrophysiology,brain
