z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,561,336.99,15.600317304465317,4.65660158846596e-47,1.6647378260482506
2,1.5,330,166.43,11.181462337279504,9.21685158772757e-49,1.982815598149372
2,2.0,117,56.71,7.1236156549886935,1.2984791316786701e-17,2.0631281960853465
3,1.0,379,224.51,12.067721408783019,7.997388361403119e-38,1.6881207964010512
3,1.5,269,149.38,10.613934237595405,9.219008640970806e-30,1.8007765430445843
3,2.0,117,57.0,6.6452990903344595,8.667214381225783e-20,2.0526315789473686
4,1.0,257,150.03,10.41964970620414,5.004484163636543e-25,1.712990735186296
4,1.5,210,115.09,8.9387862710773,1.231847991738146e-26,1.824658962551047
4,2.0,117,59.13,8.27967994550514,1.3803155784683717e-12,1.97869101978691
5,1.0,178,101.66,8.523168424946206,1.6717458653093156e-19,1.7509344875073776
5,1.5,154,85.02,7.8866723020549045,1.1013249003938817e-18,1.811338508586215
5,2.0,110,52.65,6.158530668917709,6.255495170821904e-21,2.089268755935423
9,1.0,64,29.0,5.871967302361279,1.2571545204145575e-09,2.206896551724138
9,1.5,57,26.24,4.802332766479225,7.507613739464425e-11,2.1722560975609757
9,2.0,46,21.36,4.815641182646398,1.554965045696597e-07,2.153558052434457
12,1.0,32,15.35,3.713152299596665,3.6617921107847127e-06,2.0846905537459284
12,1.5,26,13.47,3.7535449910717733,0.00042164907195440756,1.9302152932442465
12,2.0,18,11.29,3.5924782532396766,0.030895576057592335,1.5943312666076175
