z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,940,351.51,15.874819684015309,4.173714903893911e-301,2.6741771215612644
2,1.5,618,164.98,11.770284618478858,0.0,3.74590859498121
2,2.0,357,57.94,6.648037304347803,0.0,6.161546427338626
3,1.0,648,232.79,13.0868598219741,3.2712811061341034e-221,2.7836247261480307
3,1.5,575,151.39,11.274657422733517,3.095846362403103e-309,3.7981372613778985
3,2.0,357,56.77,7.253764539878587,0.0,6.288532675709001
4,1.0,491,154.31,11.401486745157404,5.8695452473228665e-192,3.181906551746484
4,1.5,463,113.73,8.334092632074592,0.0,4.071045458542161
4,2.0,357,58.13,6.83616120348255,0.0,6.1414071907792875
5,1.0,405,103.06,8.625334776111591,9.060113645559341e-269,3.9297496603920044
5,1.5,388,85.08,8.491972680125626,5.501990275050202e-279,4.560413728255759
5,2.0,342,52.32,6.5937546208514615,0.0,6.536697247706422
9,1.0,179,31.6,5.574943945906542,2.3947327244015495e-154,5.6645569620253164
9,1.5,172,26.68,4.6965519266798275,1.6352134931014363e-210,6.446776611694153
9,2.0,168,22.09,4.580600397327845,5.811455956812716e-223,7.605251244907198
12,1.0,116,17.64,4.085388598407745,2.227868401828866e-128,6.575963718820861
12,1.5,112,14.5,3.122498999199199,2.4400770279416326e-214,7.724137931034483
12,2.0,108,12.03,3.031352833307268,2.83895268913612e-220,8.977556109725686
