category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,10/119,64/7783,0.15625,10.219275210084033,9.227787650057103,3.6068531047762285e-8,6.3119929333583995e-6,4.593991849241302e-6,875/445/5053/50/2597/5313/2752/3417/3418/230,10,CD_1C_aminoacids_DLB
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,10/119,96/7783,0.10416666666666667,6.812850140056023,7.140648387556549,1.7814626526564879e-6,1.558779821074427e-4,1.1345104261654476e-4,2731/50/2597/5313/3417/3418/2203/847/9563/230,10,CD_1C_aminoacids_DLB
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,8/119,60/7783,0.13333333333333333,8.72044817927171,7.48025608221416,3.1069056796116952e-6,1.8123616464401555e-4,1.3190722359053162e-4,2597/5313/2203/57818/130589/5106/125/230,8,CD_1C_aminoacids_DLB
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,8/119,67/7783,0.11940298507462686,7.8093565784522765,6.974911713127239,7.2447360743889995e-6,3.114689259015531e-4,2.2669317313737098e-4,2710/5106/1962/23205/2167/1581/2168/1593,8,CD_1C_aminoacids_DLB
Metabolism,Amino acid metabolism,hsa00350,Tyrosine metabolism,6/119,33/7783,0.18181818181818182,11.891520244461422,7.812426916308644,8.899112168615803e-6,3.114689259015531e-4,2.2669317313737098e-4,7306/316/4128/1644/125/1312,6,CD_1C_aminoacids_DLB
Metabolism,Amino acid metabolism,hsa00260,"Glycine, serine and threonine metabolism",6/119,35/7783,0.17142857142857143,11.212004801920768,7.54469299541704,1.2720388608031109e-5,3.7101133440090733e-4,2.700293020301341e-4,2731/875/2628/635/4128/212,6,CD_1C_aminoacids_DLB
Metabolism,Amino acid metabolism,hsa00380,Tryptophan metabolism,6/119,40/7783,0.15,9.810504201680672,6.960933335525059,2.826249544722958e-5,7.065623861807395e-4,5.142499171601172e-4,847/316/1962/4128/1644/883,6,CD_1C_aminoacids_DLB
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,6/119,43/7783,0.13953488372093023,9.126050420168067,6.657859193088098,4.3241970489512166e-5,9.459181044580786e-4,6.884576880567068e-4,574537/2395/2235/7390/1356/212,6,CD_1C_aminoacids_DLB
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,10/119,144/7783,0.06944444444444445,4.541900093370681,5.3455284313761355,6.549341720781709e-5,0.001273483112374221,9.268659043445459e-4,2643/5805/51109/2729/574537/9249/2235/7390/23475/212,10,CD_1C_aminoacids_DLB
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,12/119,245/7783,0.04897959183673469,3.2034299434059337,4.366621698051711,3.4625526139570544e-4,0.006059467074424845,0.004410198592513722,7416/498/5071/506/522/4723/3309/4128/4705/293/65018/292,12,CD_1C_aminoacids_DLB
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,10/119,182/7783,0.054945054945054944,3.593591282666913,4.4115703727112106,4.4812606375589447e-4,0.007129278287025594,0.0051888281066472,7416/498/2597/506/522/4723/4705/293/292/2997,10,CD_1C_aminoacids_DLB
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,5/119,48/7783,0.10416666666666667,6.812850140056023,5.033509958861482,7.779119679969334e-4,0.010712860438898174,0.0077970292517695,348/7416/1581/350/1593,5,CD_1C_aminoacids_DLB
Metabolism,Carbohydrate metabolism,hsa00030,Pentose phosphate pathway,4/119,28/7783,0.14285714285714285,9.343337334933974,5.510858546987579,8.009703788911855e-4,0.010712860438898174,0.0077970292517695,2203/9563/23729/230,4,CD_1C_aminoacids_DLB
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),4/119,29/7783,0.13793103448275862,9.021153288901766,5.392178526247294,9.182451804769864e-4,0.010712860438898174,0.0077970292517695,50/3417/3418/5106,4,CD_1C_aminoacids_DLB
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,4/119,29/7783,0.13793103448275862,9.021153288901766,5.392178526247294,9.182451804769864e-4,0.010712860438898174,0.0077970292517695,2731/50/2752/847,4,CD_1C_aminoacids_DLB
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,10/119,202/7783,0.04950495049504951,3.237790165571179,4.015347563367833,0.0010094076169548884,0.011040395810444092,0.00803541589812773,7416/498/506/847/522/4723/4705/293/292/2052,10,CD_1C_aminoacids_DLB
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,5/119,53/7783,0.09433962264150944,6.170128428729983,4.7058801799022785,0.0012269343765527075,0.012630206817454342,0.009192511428041958,3417/3418/2729/2876/2950,5,CD_1C_aminoacids_DLB
Metabolism,Amino acid metabolism,hsa00360,Phenylalanine metabolism,3/119,15/7783,0.2,13.080672268907565,5.835438141435381,0.001386627438529299,0.013481100096812627,0.009811808190762876,5053/4128/1644,3,CD_1C_aminoacids_DLB
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,6/119,83/7783,0.07228915662650602,4.727953832135263,4.2545688376664925,0.0016297335191194256,0.015010703465573658,0.010925083424567895,5104/2266/4153/3053/5624/5345,6,CD_1C_aminoacids_DLB
Metabolism,Glycan biosynthesis and metabolism,hsa00511,Other glycan degradation,3/119,17/7783,0.17647058823529413,11.541769649036086,5.421639485415762,0.002026614573505327,0.017478337109439298,0.012721075430027998,4126/175/4123,3,CD_1C_aminoacids_DLB
Metabolism,Metabolism of cofactors and vitamins,hsa00670,One carbon pool by folate,4/119,36/7783,0.1111111111111111,7.26704014939309,4.696110369451484,0.0020974004531327155,0.017478337109439298,0.012721075430027998,4524/2731/875/635,4,CD_1C_aminoacids_DLB
Metabolism,Amino acid metabolism,hsa00330,Arginine and proline metabolism,4/119,38/7783,0.10526315789473684,6.8845643520566115,4.53092370942771,0.0025673242155629687,0.020421897169250885,0.014863455984838242,1159/2628/8659/4128,4,CD_1C_aminoacids_DLB
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,7/119,126/7783,0.05555555555555555,3.633520074696545,3.7135042743408935,0.0030851068858231225,0.023473639348654193,0.01708457360112576,2581/2760/4126/2588/175/9179/8722,7,CD_1C_aminoacids_DLB
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,5/119,66/7783,0.07575757575757576,4.954800101858925,4.020347565944363,0.0032645306373744833,0.023803869230855607,0.017324921365013707,51109/574537/9249/316/125,5,CD_1C_aminoacids_DLB
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,5/119,68/7783,0.07352941176470588,4.809070687098369,3.93094411137206,0.0037168997823437667,0.026018298476406368,0.018936626259519824,574537/316/4128/125/2950,5,CD_1C_aminoacids_DLB
Metabolism,Amino acid metabolism,hsa00270,Cysteine and methionine metabolism,4/119,45/7783,0.08888888888888889,5.813632119514472,4.035117043316697,0.0047742486739819736,0.03213436607487867,0.023388019819911694,875/2729/635/883,4,CD_1C_aminoacids_DLB
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,5/119,75/7783,0.06666666666666667,4.360224089635855,3.643504964165406,0.005655879796422836,0.036658480161999865,0.026680758493846515,574537/8574/125/2052/2950,5,CD_1C_aminoacids_DLB
