category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,20/112,336/7783,0.05952380952380952,4.136373299319728,7.101258840024598,4.9812162489420397e-8,9.514123035479295e-6,7.865078287803222e-6,8878/80208/6647/311/400916/3831/440738/9896/196385/10126/112714/113457/1347/374291/79861/509/51807/5861/2890/2891,20,CD_4_notcateg_ALS
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,22/112,440/7783,0.05,3.474553571428572,6.456766300196872,2.1717556616874508e-7,2.0740266569115155e-5,1.7145439434374613e-5,8878/80208/6647/53349/3831/440738/9896/196385/10126/112714/808/113457/6622/1347/374291/79861/509/801/51807/5861/2890/2891,22,CD_4_notcateg_ALS
Cellular Processes,Cell motility,hsa04814,Motor proteins,12/112,181/7783,0.06629834254143646,4.607142857142857,5.932904127576604,1.0123705813379759e-5,5.71140740111977e-4,4.7214720868997824e-4,547/3831/22920/196385/10126/1780/112714/113457/79861/51807/285643/221458,12,CD_4_notcateg_ALS
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,8/112,76/7783,0.10526315789473684,7.31484962406015,6.684297377639632,1.1961062620146113e-5,5.71140740111977e-4,4.7214720868997824e-4,23025/6844/6812/4905/1759/6616/526/5864,8,CD_4_notcateg_ALS
Organismal Systems,Digestive system,hsa04970,Salivary secretion,8/112,86/7783,0.09302325581395349,6.464285714285714,6.156735766242302,2.9876500610949945e-5,0.001141282323338288,9.434684403457878e-4,478/6844/490/480/808/6558/801/476,8,CD_4_notcateg_ALS
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,14/112,278/7783,0.050359712230215826,3.4995503597122304,5.127876699831624,4.10489909754631e-5,0.0013067262127189085,0.0010802366046174501,6647/3831/5436/196385/10126/112714/113457/1347/374291/79861/509/51807/2890/2891,14,CD_4_notcateg_ALS
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,12/112,245/7783,0.04897959183673469,3.4036443148688043,4.619062206947072,1.9580606600558254e-4,0.005342708372438038,0.004416678180577051,6647/3831/112714/808/113457/6622/1347/374291/79861/509/801/51807,12,CD_4_notcateg_ALS
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,6/112,74/7783,0.08108108108108109,5.634411196911197,4.839940637399825,6.494999590251609e-4,0.015506811521725717,0.012819078138654494,478/389015/480/808/801/476,6,CD_4_notcateg_ALS
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,5/112,52/7783,0.09615384615384616,6.681833791208791,4.9670781570471885,8.557325485064034e-4,0.017563253566844825,0.014519085340461417,478/490/1759/480/476,5,CD_4_notcateg_ALS
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,6/112,79/7783,0.0759493670886076,5.2778028933092225,4.617477752693403,9.195420715625563e-4,0.017563253566844825,0.014519085340461417,478/6844/6616/480/5864/476,6,CD_4_notcateg_ALS
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,13/112,356/7783,0.03651685393258427,2.537595304975923,3.58830181224897,0.0017247815047605544,0.029948478855387806,0.02475762925493619,3831/112714/808/113457/6622/1347/10313/374291/3551/79861/509/801/51807,13,CD_4_notcateg_ALS
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,6/112,92/7783,0.06521739130434782,4.532026397515528,4.117703598508386,0.0020287154583367886,0.03229038771186055,0.026693624451799854,478/490/480/808/801/476,6,CD_4_notcateg_ALS
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,6/112,97/7783,0.061855670103092786,4.298416789396171,3.949752136499308,0.002653244070967453,0.03522930397670199,0.02912315015985285,478/490/480/9545/6558/476,6,CD_4_notcateg_ALS
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,7/112,131/7783,0.05343511450381679,3.713263358778626,3.784153548136456,0.0027293191653122405,0.03522930397670199,0.02912315015985285,4914/112714/6709/113457/3551/79861/51807,7,CD_4_notcateg_ALS
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,3/112,20/7783,0.15,10.423660714285715,5.098571094740095,0.0027666992651860203,0.03522930397670199,0.02912315015985285,478/480/476,3,CD_4_notcateg_ALS
