category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,24/101,440/7783,0.05454545454545454,4.203240324032403,7.931370648877627,1.1070013811925537e-9,2.0368825413942987e-7,1.6663283948477388e-7,8878/4137/643246/53349/27429/113457/3831/9896/440738/347733/808/4741/6647/2891/6622/2890/9927/1139/126328/7316/801/30849/841/5532,24,CD_4_notcateg_FTLD
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,11/101,76/7783,0.14473684210526316,11.15333507034914,10.198633470875395,2.878263373316098e-9,2.64800230345081e-7,2.1662719072852737e-7,23025/1759/6812/6844/6616/5864/6506/161/6857/1785/163,11,CD_4_notcateg_FTLD
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,16/101,336/7783,0.047619047619047616,3.6694955209806692,5.735579541808867,5.736021102914085e-6,3.518092943120639e-4,2.878073746374436e-4,8878/643246/400916/113457/3831/9896/440738/347733/4741/6506/6647/2891/2890/126328/30849/5532,16,CD_4_notcateg_FTLD
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,11/101,165/7783,0.06666666666666667,5.137293729372938,6.158954442036292,8.517715379200471e-6,3.918149074432217e-4,3.205350787435967e-4,8878/643246/53349/11152/440738/64121/10533/55054/170067/7316/30849,11,CD_4_notcateg_FTLD
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,13/101,278/7783,0.046762589928057555,3.603497400099722,5.068428761284258,5.675341489103057e-5,0.002088525667989925,0.0017085764904036574,113457/3831/347733/6506/6647/2891/2890/3766/161/126328/163/30849/841,13,CD_4_notcateg_FTLD
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,12/101,245/7783,0.04897959183673469,3.7743382501515454,5.059219636878653,7.177506013556541e-5,0.0022011018441573395,0.0018006725612957641,4137/27429/113457/3831/347733/808/6647/6622/9927/126328/7316/801,12,CD_4_notcateg_FTLD
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,6/101,65/7783,0.09230769230769231,7.113175932977913,5.674666388139196,1.8297251470132875e-4,0.004208367838130562,0.0034427723160907918,5499/808/2891/2890/801/5532,6,CD_4_notcateg_FTLD
Human Diseases,Substance dependence,hsa05031,Amphetamine addiction,6/101,65/7783,0.09230769230769231,7.113175932977913,5.674666388139196,1.8297251470132875e-4,0.004208367838130562,0.0034427723160907918,5499/808/2891/2890/801/5532,6,CD_4_notcateg_FTLD
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,5/101,52/7783,0.09615384615384616,7.40955826351866,5.317176584535277,5.339674225892469e-4,0.010916667306269046,0.008930683208217815,1759/482/161/1785/163,5,CD_4_notcateg_FTLD
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,13/101,356/7783,0.03651685393258427,2.8139670708643894,4.017138772499539,6.517123980922525e-4,0.011991508124897444,0.00980998662391496,4137/113457/3831/347733/808/10313/6622/1139/126328/801/30849/841/5532,13,CD_4_notcateg_FTLD
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,7/101,126/7783,0.05555555555555555,4.281078107810781,4.257372659649457,0.0012033056209996972,0.01933527929131761,0.015817762806970358,23312/130340/1174/967/84572/1497/8120,7,CD_4_notcateg_FTLD
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,6/101,93/7783,0.06451612903225806,4.97157457681252,4.417841953206248,0.0012609964755207136,0.01933527929131761,0.015817762806970358,808/2891/2890/3763/801/2983,6,CD_4_notcateg_FTLD
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,7/101,129/7783,0.05426356589147287,4.181518151815181,4.177862863139054,0.001380174702773228,0.01953478040848261,0.015980970242637376,5499/808/2891/2890/3763/801/5532,7,CD_4_notcateg_FTLD
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,9/101,210/7783,0.04285714285714286,3.302545968882603,3.8784047231450214,0.0015560502037754928,0.02045094553533505,0.016730464596984625,8878/643246/440738/55072/64121/55054/4792/7316/30849,9,CD_4_notcateg_FTLD
Cellular Processes,Cell motility,hsa04814,Motor proteins,8/101,181/7783,0.04419889502762431,3.405940594059406,3.7551682761403264,0.00234798963082631,0.02880200613813607,0.023562281909344725,547/1780/113457/3831/22920/285643/347733/63971,8,CD_4_notcateg_FTLD
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,8/101,187/7783,0.0427807486631016,3.296659077672473,3.6449704017758537,0.002874738918058288,0.03305949755767031,0.02704524113699574,643246/440738/808/4792/7316/801/841/5532,8,CD_4_notcateg_FTLD
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,7/101,149/7783,0.04697986577181208,3.6202405475446877,3.7027753855250536,0.003137403017467641,0.03395777383612035,0.027780101021540108,5499/808/3763/100134444/801/2983/5532,7,CD_4_notcateg_FTLD
