category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,12/133,52/7783,0.23076923076923078,13.504337767495663,11.928483870932627,4.336634072513605e-11,8.416257920146197e-9,7.059690031701581e-9,91012/79603/253782/204219/9517/29956/10715/81537/8611/2531/56624/340485,12,CD_3_NBIA_PD
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,15/133,97/7783,0.15463917525773196,9.049298503991938,10.518030515571477,6.575201500114217e-11,8.416257920146197e-9,7.059690031701581e-9,81490/8611/85465/10162/43/84803/5338/196051/100137049/150763/137964/123745/23646/254531/283748,15,CD_3_NBIA_PD
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,14/133,115/7783,0.12173913043478261,7.124027459954234,8.723398527173488,7.470621359073335e-9,6.374930226409246e-7,5.347392130705124e-7,91012/79603/253782/204219/9517/29956/10715/81537/1509/56624/5338/340485/4893/5595,14,CD_3_NBIA_PD
Metabolism,Global and overview maps,hsa01212,Fatty acid metabolism,10/133,53/7783,0.18867924528301888,11.041282451411549,9.671149292707533,1.5792599832929603e-8,1.0107263893074946e-6,8.478132541888524e-7,79993/83401/64834/2181/79071/6785/54898/2180/54995/1374,10,CD_3_NBIA_PD
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,9/133,48/7783,0.1875,10.972274436090226,9.13745807995831,9.037063602578896e-8,4.626976564520395e-6,3.881180999844411e-6,8611/8540/85465/5338/100137049/123745/23646/254531/283748,9,CD_3_NBIA_PD
Metabolism,Lipid metabolism,hsa01040,Biosynthesis of unsaturated fatty acids,7/133,25/7783,0.28,16.385263157894737,10.158761441653763,1.3512773108793755e-7,5.765449859752002e-6,4.8361503757788185e-6,79993/83401/64834/79071/6785/54898/11332,7,CD_3_NBIA_PD
Metabolism,Lipid metabolism,hsa00062,Fatty acid elongation,7/133,28/7783,0.25,14.6296992481203,9.526099284360734,3.189148972037648e-7,1.166317338345197e-5,9.783253989408725e-6,79993/83401/64834/79071/6785/54898/11332,7,CD_3_NBIA_PD
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,9/133,93/7783,0.0967741935483871,5.663109386369149,5.96478265826035,2.7085200519237427e-5,8.087115828812217e-4,6.783600448510248e-4,8611/23396/6198/5338/100137049/123745/4893/5595/283748,9,CD_3_NBIA_PD
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,6/133,36/7783,0.16666666666666666,9.7531328320802,6.940467224212757,2.8431266585667952e-5,8.087115828812217e-4,6.783600448510248e-4,2181/7037/10162/81631/2180/5621,6,CD_3_NBIA_PD
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,8/133,91/7783,0.08791208791208792,5.144509625712634,5.243423391232542,1.521326218161732e-4,0.0038945951184940343,0.00326684787899993,8611/23396/6198/5338/100137049/123745/5595/283748,8,CD_3_NBIA_PD
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,10/133,149/7783,0.06711409395973154,3.927436039763839,4.757131839798845,2.205405579378266e-4,0.005068190512755308,0.004251278226159881,487/10396/51761/102/7879/23250/836/5868/1374/5595,10,CD_3_NBIA_PD
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,6/133,52/7783,0.11538461538461539,6.7521688837478315,5.487268100756727,2.3757143028540508e-4,0.005068190512755308,0.004251278226159881,480/490/476/477/161/1212,6,CD_3_NBIA_PD
Organismal Systems,Excretory system,hsa04960,Aldosterone-regulated sodium reabsorption,5/133,35/7783,0.14285714285714285,8.35982814178303,5.7537051898068245,2.9061577495587923e-4,0.005722895260669623,0.004800454906153795,480/476/477/6337/5595,5,CD_3_NBIA_PD
Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,6/133,61/7783,0.09836065573770492,5.755947245162085,4.916745892142704,5.715021988223781e-4,0.010450325921323486,0.008765898387952267,8611/84803/55750/196051/150763/137964,6,CD_3_NBIA_PD
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,9/133,165/7783,0.05454545454545454,3.1919343814080654,3.7522326046027046,0.0020034296066124384,0.03419186528618561,0.028680676473609643,55102/55062/3916/1509/6198/7879/81631/4893/5595,9,CD_3_NBIA_PD
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,5/133,54/7783,0.09259259259259259,5.418407128933445,4.2957764551368935,0.0021848344594944348,0.034957351351910956,0.029322778272162155,100137049/123745/4893/5595/283748,5,CD_3_NBIA_PD
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,8/133,140/7783,0.05714285714285714,3.3439312567132116,3.6899261529443783,0.0026594562134404816,0.03750754711473957,0.03146192274427168,8611/23396/5338/100137049/123745/4893/5595/283748,8,CD_3_NBIA_PD
Metabolism,Lipid metabolism,hsa00061,Fatty acid biosynthesis,3/133,17/7783,0.17647058823529413,10.326846528084918,5.075762750904982,0.0027837632624220774,0.03750754711473957,0.03146192274427168,2181/2180/54995,3,CD_3_NBIA_PD
Metabolism,Lipid metabolism,hsa00100,Steroid biosynthesis,3/133,17/7783,0.17647058823529413,10.326846528084918,5.075762750904982,0.0027837632624220774,0.03750754711473957,0.03146192274427168,4047/6307/6309,3,CD_3_NBIA_PD
Organismal Systems,Nervous system,hsa04730,Long-term depression,5/133,58/7783,0.08620689655172414,5.044723878662173,4.076564778301252,0.0029981696666340043,0.038376571732915254,0.03219087431543879,100137049/123745/4893/5595/283748,5,CD_3_NBIA_PD
Organismal Systems,Endocrine system,hsa04912,GnRH signaling pathway,6/133,89/7783,0.06741573033707865,3.9450874376953617,3.684324055840055,0.004054543457934532,0.04942681548720192,0.0414599932540674,5338/100137049/123745/4893/5595/283748,6,CD_3_NBIA_PD
