category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,8/178,79/7783,0.10126582278481013,4.4278196558099845,4.6846740457668945,4.1785112539418755e-4,0.006139197303868448,0.005176617180996818,64319/26053/10138/10336/84333/55252/6015/3607,8,CD_4_notcateg_PD
Organismal Systems,Endocrine system,hsa04911,Insulin secretion,8/178,79/7783,0.10126582278481013,4.4278196558099845,4.6846740457668945,4.1785112539418755e-4,0.006139197303868448,0.005176617180996818,478/477/6844/6616/476/480/5864/3782,8,CD_4_notcateg_PD
Genetic Information Processing,"Folding, sorting and degradation",hsa04130,SNARE interactions in vesicular transport,5/178,32/7783,0.15625,6.831987359550562,5.0572998030542555,7.214990313218269e-4,0.009843308213033496,0.0082999512625744,8674/8773/6844/6845/6843,5,CD_4_notcateg_PD
Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,11/178,155/7783,0.07096774193548387,3.103044581370062,4.045898573557995,8.183476887463977e-4,0.010420293903370797,0.008786469921277112,478/477/476/480/3708/490/6547/805/492/808/5530,11,CD_4_notcateg_PD
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,4/178,20/7783,0.2,8.74494382022472,5.30547755764298,9.61945598372523e-4,0.011483225580571995,0.009682741878355003,478/477/476/480,4,CD_4_notcateg_PD
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,6/178,52/7783,0.11538461538461539,5.045159896283492,4.477396272499467,0.0011184911205847047,0.012566576707745799,0.010596231668697203,253782/56624/340485/29956/10558/10715,6,CD_4_notcateg_PD
Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,8/178,97/7783,0.08247422680412371,3.6061624000926673,3.9513286829653085,0.0016337616616099173,0.017336026520416343,0.014617867498615048,478/477/476/480/3708/490/6558/492,8,CD_4_notcateg_PD
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,10/178,145/7783,0.06896551724137931,3.0154978690430063,3.747852776965058,0.0017463942304677196,0.017555857790491285,0.01480323087321668,478/477/3776/476/480/490/6547/805/492/808,10,CD_4_notcateg_PD
Metabolism,Lipid metabolism,hsa00062,Fatty acid elongation,4/178,28/7783,0.14285714285714285,6.246388443017657,4.254559115887222,0.003525260113596178,0.033666234084843503,0.02838762091474817,60481/9374/153364/11332,4,CD_4_notcateg_PD
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,5/178,48/7783,0.10416666666666667,4.554658239700375,3.7791516266614553,0.004570214142393745,0.041567185771295485,0.035049762595801656,5048/23646/5338/122618/85465,5,CD_4_notcateg_PD
