category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,14/178,76/7783,0.18421052631578946,8.05455351862803,9.454523689993199,1.282120487532278e-9,2.448850131186651e-7,2.0648887851835637e-7,6844/1759/6616/4905/6812/8218/6572/6857/1785/6506/161/23025/5864/534,14,CD_4_notcateg_PD
Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,11/178,52/7783,0.21153846153846154,9.249459809853068,9.130937107506059,1.7587413866672445e-8,1.6795980242672186e-6,1.4162496429478339e-6,478/477/1759/8218/476/480/1785/490/6547/161/492,11,CD_4_notcateg_PD
Organismal Systems,Digestive system,hsa04970,Salivary secretion,11/178,86/7783,0.12790697674418605,5.592696629213483,6.55182436197124,3.6268752146281304e-6,2.309110553313243e-4,1.947059325747733e-4,478/477/6844/476/480/3708/490/805/6558/492/808,11,CD_4_notcateg_PD
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,9/178,74/7783,0.12162162162162163,5.317871242028546,5.709427070404364,4.302134803851284e-5,0.001817654421774564,0.001532659832083264,478/477/54207/3776/476/480/3708/805/808,9,CD_4_notcateg_PD
Environmental Information Processing,Signal transduction,hsa04070,Phosphatidylinositol signaling system,10/178,93/7783,0.10752688172043011,4.701582699045548,5.493786353001695,4.758257648624513e-5,0.001817654421774564,0.001532659832083264,8867/253430/8871/8395/3708/8760/1607/805/808/3706,10,CD_4_notcateg_PD
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,10/178,97/7783,0.10309278350515463,4.507703000115835,5.318197927799257,6.845004994924831e-5,0.0021789932567177375,0.0018373434460061387,43/8760/81490/1607/137964/23646/5338/122618/85465/23171,10,CD_4_notcateg_PD
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,16/178,243/7783,0.06584362139917696,2.8789938502797434,4.552488189366834,1.3195596570037745e-4,0.003600512778396013,0.0030359793612267294,9829/6456/1759/138429/3482/8218/8395/1785/58513/9146/5338/8027/253725/161/273/26119,16,CD_4_notcateg_PD
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,9/178,92/7783,0.09782608695652174,4.277418172936004,4.837716014924264,2.3765994377177984e-4,0.0056741311575512435,0.004784469920668726,478/477/476/480/3708/490/805/492/808,9,CD_4_notcateg_PD
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,10/178,116/7783,0.08620689655172414,3.7693723363037583,4.597308182416869,3.053975351026333e-4,0.005675118293225026,0.004785302280867617,9969/9611/478/477/7068/6256/476/480/23389/10499,10,CD_4_notcateg_PD
Metabolism,Carbohydrate metabolism,hsa00562,Inositol phosphate metabolism,8/178,76/7783,0.10526315789473684,4.602602010644588,4.828212864969598,3.20103184023538e-4,0.005675118293225026,0.004785302280867617,8867/23007/138429/253430/8871/8395/3706/9651,8,CD_4_notcateg_PD
Organismal Systems,Digestive system,hsa04978,Mineral absorption,7/178,58/7783,0.1206896551724138,5.277121270825262,5.001753930304847,3.268392734318078e-4,0.005675118293225026,0.004785302280867617,478/477/476/480/490/6547/492,7,CD_4_notcateg_PD
