category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,comparison
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,22/138,78/7783,0.28205128205128205,15.907283537718321,17.77689483593634,3.29058432288185e-21,4.211896184515274e-19,3.4104422546682386e-19,5641/3118/1508/1514/1520/55080/3108/10437/3109/6892/972/3122/3105/3117/3809/3106/567/3115/3134/3123/3113/3107,22,CD_1A_lyso_FTLD
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,26/138,126/7783,0.20634920634920634,11.637796181274442,16.17350047460914,3.811670755217443e-21,4.211896184515274e-19,3.4104422546682386e-19,10577/57192/5476/4125/5641/2760/1508/4669/2517/1512/8722/1514/1520/3916/1075/9516/967/53/84572/1513/1497/1510/130340/54/1515/1522,26,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,23/138,173/7783,0.1329479768786127,7.498073217726397,11.612125883400882,2.2433097168756236e-14,1.6525714914317096e-12,1.3381145679608984e-12,3118/55080/3108/8717/3109/6892/972/3122/3105/3117/5499/29992/3106/567/3115/581/3134/684/7132/7097/3123/3113/3107,23,CD_1A_lyso_FTLD
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,13/138,43/7783,0.3023255813953488,17.05072463768116,14.179300389419815,2.2471182209929433e-13,1.2415328170986012e-11,1.0052897304442116e-11,3118/5798/3108/3109/3122/3105/3117/3106/3115/3134/3123/3113/3107,13,CD_1A_lyso_FTLD
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,20/138,146/7783,0.136986301369863,7.7258288663887225,11.02192006344296,7.300645604031859e-13,2.7858187988216375e-11,2.2557237237422167e-11,3118/1514/1520/3916/3108/3109/7879/3122/3105/3117/1536/3106/3115/1535/929/3134/7097/3123/3113/3107,20,CD_1A_lyso_FTLD
Human Diseases,Immune disease,hsa05330,Allograft rejection,12/138,37/7783,0.32432432432432434,18.29142185663925,14.164108132617784,7.563308956076844e-13,2.7858187988216375e-11,2.2557237237422167e-11,3118/3108/3109/3122/3105/3117/3106/3115/3134/3123/3113/3107,12,CD_1A_lyso_FTLD
Human Diseases,Immune disease,hsa05332,Graft-versus-host disease,12/138,43/7783,0.27906976744186046,15.73913043478261,13.020630696198602,5.720342379739861e-12,1.8059938084607275e-10,1.4623431647455285e-10,3118/3108/3109/3122/3105/3117/3106/3115/3134/3123/3113/3107,12,CD_1A_lyso_FTLD
Human Diseases,Immune disease,hsa05320,Autoimmune thyroid disease,12/138,50/7783,0.24,13.535652173913043,11.94687561128587,4.073496121508253e-11,1.125303303566655e-9,9.111767640215831e-10,3118/3108/3109/3122/3105/3117/3106/3115/3134/3123/3113/3107,12,CD_1A_lyso_FTLD
Human Diseases,Cardiovascular disease,hsa05416,Viral myocarditis,13/138,66/7783,0.19696969696969696,11.108805445761968,11.080107332202923,8.881906527348025e-11,2.1810014917154597e-9,1.7659931107007773e-9,3118/3108/3109/3122/3105/3117/3106/3115/3134/6443/3123/3113/3107,13,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,19/138,176/7783,0.10795454545454546,6.088479907773386,9.173479638881858,2.0274431260099223e-10,4.480649308481929e-9,3.628056120228283e-9,3118/1520/3916/3108/8717/3109/3588/7879/972/3122/3117/7096/3115/581/929/7132/7097/3123/3113,19,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,12/138,75/7783,0.16,9.023768115942028,9.380685145693763,6.0098485045697694e-9,1.2074331995544719e-7,9.776787040926899e-8,3118/3108/3109/3122/3117/1536/2353/3115/1535/7097/3123/3113,12,CD_1A_lyso_FTLD
Human Diseases,Immune disease,hsa05323,Rheumatoid arthritis,13/138,93/7783,0.13978494623655913,7.88366838086333,8.972111375316523,7.501683500773597e-9,1.3815600447258043e-7,1.1186721009925543e-7,3118/1514/3108/1513/3109/54/3122/3117/2353/3115/7097/3123/3113,13,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,18/138,196/7783,0.09183673469387756,5.179458740017747,7.961766698152844,8.69264640464855e-9,1.4777498887902535e-7,1.1965586144050636e-7,3118/55080/3108/8717/3109/6892/3122/3105/3117/3106/567/3115/581/3134/7097/3123/3113/3107,18,CD_1A_lyso_FTLD
Human Diseases,Immune disease,hsa05310,Asthma,8/138,31/7783,0.25806451612903225,14.554464703132306,10.159041803927272,4.458851877140596e-8,7.038616177486227e-7,5.699284354239861e-7,3118/3108/3109/3122/3117/3115/3123/3113,8,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,13/138,109/7783,0.11926605504587157,6.726432655232017,8.088778084840394,5.3074729331301565e-8,7.819676788145097e-7,6.331722095664047e-7,3118/3915/3108/3109/3588/3122/3117/3115/23643/7132/7097/3123/3113,13,CD_1A_lyso_FTLD
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecules,15/138,152/7783,0.09868421052631579,5.565646453089245,7.637122504692912,6.33867545866928e-8,8.493327682590355e-7,6.877188406955754e-7,3118/3108/5010/3109/2734/3122/3105/3117/3106/3115/3134/3123/3113/9069/3107,15,CD_1A_lyso_FTLD
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,14/138,131/7783,0.10687022900763359,6.027326031640668,7.796175907474897,6.533328986607966e-8,8.493327682590355e-7,6.877188406955754e-7,1508/1512/8722/1514/1520/1075/8717/1513/1515/1522/2353/840/581/7132,14,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: viral,hsa05166,Human T-cell leukemia virus 1 infection,16/138,215/7783,0.07441860465116279,4.197101449275363,6.38677324323431,1.1180311996099441e-06,1.3726938617433203e-5,1.1114930054601785e-5,3118/3108/3109/3122/3105/3117/2353/3106/567/3115/581/3134/7132/3123/3113/3107,16,CD_1A_lyso_FTLD
Organismal Systems,Immune system,hsa04672,Intestinal immune network for IgA production,8/138,47/7783,0.1702127659574468,9.599753314831945,7.944619530967455,1.3995513404641048e-6,1.6278991907503534e-5,1.3181369965589907e-5,3118/3108/3109/3122/3117/3115/3123/3113,8,CD_1A_lyso_FTLD
Human Diseases,Immune disease,hsa05321,Inflammatory bowel disease,9/138,66/7783,0.13636363636363635,7.690711462450593,7.333586696322554,2.0953228581447077e-6,2.3153317582499022e-5,1.87476255728737e-5,3118/3108/3109/3122/3117/3115/7097/3123/3113,9,CD_1A_lyso_FTLD
Human Diseases,Immune disease,hsa05322,Systemic lupus erythematosus,8/138,53/7783,0.1509433962264151,8.512988788624556,7.37322250773864,3.606932224001123e-6,3.795866769067848e-5,3.073576331229027e-5,3118/3108/3109/3122/3117/3115/3123/3113,8,CD_1A_lyso_FTLD
Organismal Systems,Immune system,hsa04658,Th1 and Th2 cell differentiation,10/138,92/7783,0.10869565217391304,6.130277252678009,6.650277314613238,4.635178951760762e-6,4.6562479469960384e-5,3.7702412526283715e-5,3118/3108/3109/3122/3117/2353/3115/4854/3123/3113,10,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,14/138,198/7783,0.0707070707070707,3.9877763138632702,5.721360247354315,9.896966068382034e-6,9.509693483097519e-5,7.700156666475726e-5,55080/8717/130340/6892/3105/2353/3106/567/581/3134/684/7132/7097/3107,14,CD_1A_lyso_FTLD
Organismal Systems,Immune system,hsa04640,Hematopoietic cell lineage,9/138,97/7783,0.09278350515463918,5.232855221873599,5.635928865818638,5.083375933043873e-5,4.680942005011233e-4,3.790236441304643e-4,3118/3108/3109/3122/3117/3115/929/3123/3113,9,CD_1A_lyso_FTLD
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,9/138,107/7783,0.08411214953271028,4.74380333197887,5.238824427256861,1.0980460299552815e-4,9.706726904804688e-4,7.859697898627279e-4,3118/3108/3109/3122/3117/2353/3115/3123/3113,9,CD_1A_lyso_FTLD
Human Diseases,Infectious disease: viral,hsa05164,Influenza A,11/138,165/7783,0.06666666666666667,3.7599033816425123,4.814063096088731,1.5684792727457882e-4,0.0013332073818339198,0.0010795201472339434,3118/3108/8717/3109/3122/3117/3115/581/7132/3123/3113,11,CD_1A_lyso_FTLD
