z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,333,277.66,14.46320849604264,6.505236623718798e-05,1.199308506806886
2,1.5,182,131.38,11.682277175277086,7.3525733093906e-06,1.385294565382859
2,2.0,92,49.58,7.071322365724816,9.934279298531083e-10,1.855586930213796
3,1.0,236,192.52,11.98872803928757,0.00014351099892902385,1.2258466652815292
3,1.5,171,123.47,10.935680134312635,6.921927791408584e-06,1.3849518101563132
3,2.0,92,50.43,6.612495746690504,1.6226530186047744e-10,1.8243109260360897
4,1.0,180,130.06,11.480261321067566,6.8045428356688895e-06,1.3839766261725357
4,1.5,148,98.94,8.58233068577528,5.440353511689591e-09,1.4958560743885183
4,2.0,92,51.78,6.852123758368642,2.1827506828894526e-09,1.7767477790652761
5,1.0,139,89.56,8.446679821089466,2.411200914136803e-09,1.5520321572130416
5,1.5,126,74.59,7.826998147438135,2.5448034606661392e-11,1.689234481834026
5,2.0,88,47.46,6.195837312260547,3.012770510738619e-11,1.8541930046354824
9,1.0,55,27.74,4.522432973522107,8.313982127501404e-10,1.9826964671953857
9,1.5,53,24.55,4.532935031522071,1.733772280582659e-10,2.158859470468432
9,2.0,48,20.94,3.9694332089103104,4.6450185389381604e-12,2.292263610315186
12,1.0,31,15.24,3.4383717076546567,2.2855741784309127e-06,2.0341207349081363
12,1.5,30,12.98,3.2217386610338217,6.359067761093361e-08,2.311248073959938
12,2.0,28,10.98,3.2186332503098267,6.184441581494226e-08,2.5500910746812386
