z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,360,247.35,14.8387162517517,1.579565739714767e-14,1.4554275318374772
2,1.5,213,127.4,10.237187113655782,3.091780255994712e-17,1.6718995290423861
2,2.0,113,55.52,7.037726905755864,1.5754052471161932e-16,2.0353025936599423
3,1.0,266,184.82,11.956069588288619,5.612246361561405e-12,1.4392381776863976
3,1.5,198,118.97,9.597348592189409,9.010490239032116e-17,1.6642851138942591
3,2.0,113,56.17,7.444534908239735,1.1397747475351673e-14,2.0117500445077443
4,1.0,202,132.36,11.319469952254831,3.8200114686031576e-10,1.5261408280447264
4,1.5,168,101.73,9.41578992968726,9.738530151401623e-13,1.6514302565614862
4,2.0,113,54.72,6.857229761354071,9.556691049676635e-18,2.065058479532164
5,1.0,159,96.09,8.583816167649445,1.160176964455079e-13,1.6546987199500467
5,1.5,139,80.56,8.252660177179235,7.137686728150012e-13,1.7254220456802383
5,2.0,103,53.63,7.282382851786907,6.034867980598195e-12,1.9205668469140404
9,1.0,52,31.37,6.322428330950063,0.0005512233309227076,1.6576346828179789
9,1.5,47,29.08,5.112103285341563,0.00022795531698879804,1.6162310866574967
9,2.0,43,25.38,4.689946694793022,8.599074930654014e-05,1.69424743892829
12,1.0,26,14.19,4.220651608460476,0.00256984262461484,1.832276250880902
12,1.5,24,13.68,3.7359871520121692,0.00286959113701562,1.7543859649122808
12,2.0,23,12.98,3.521306575690336,0.002216846523314942,1.7719568567026194
