,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0000136,2.4818313400325663e-14,2.2474298617548705,1.6695756472456567,2.8252840762640843,94,abnormal microglial cell morphology,brain
MP:0000952,3.928164655105574e-12,1.5239680464301895,1.0935597614297785,1.9543763314306004,312,abnormal CNS glial cell morphology,brain
MP:0003634,1.6962242025589712e-11,1.3930655684974838,0.9873680660497421,1.7987630709452254,398,abnormal glial cell morphology,brain
MP:0014062,1.4889251510778393e-09,2.2042004626199567,1.4896009917646071,2.9187999334753063,62,nervous system inclusion bodies,brain
MP:0003690,8.273641649178535e-07,1.6551181277054905,0.9969513868856003,2.313284868525381,112,abnormal glial cell physiology,brain
MP:0003691,1.962739925769153e-06,1.9283592274813115,1.1338801004937409,2.722838354468882,61,abnormal microglial cell physiology,brain
MP:0000920,5.922090292592363e-06,1.3773744716725371,0.7813237332254942,1.9734252101195802,174,abnormal myelination,brain
MP:0000921,0.00010225121246837108,1.5465366887952747,0.7663538245843435,2.326719553006206,86,demyelination,brain
MP:0010762,0.00013568199386424168,2.0547476063372665,0.9993685806871677,3.1101266319873653,31,abnormal microglial cell activation,brain
MP:0006069,0.0001587080566066203,0.9104076438499469,0.4379822109216928,1.3828330767782009,431,abnormal retina neuronal layer morphology,brain
MP:0008917,0.0005261270531639518,2.1701655498149197,0.9433594480452216,3.396971651584618,21,abnormal oligodendrocyte physiology,brain
MP:0003224,0.0008801201314035445,0.8440982943752928,0.3467258645289111,1.3414707242216746,409,neuron degeneration,brain
MP:0008571,0.0014350547064945903,1.9692780051705254,0.7583896361832383,3.1801663741578126,25,abnormal synaptic bouton morphology,brain
MP:0011452,0.0017264081175955835,2.4554904089329206,0.9196910946757417,3.9912897231900994,11,decreased susceptibility to dopaminergic neuron neurotoxicity,brain
MP:0000778,0.0032636917005385057,0.9663629264290741,0.32251483413925885,1.6102110187188892,212,abnormal nervous system tract morphology,brain
MP:0011451,0.003433881073572447,2.2547113476275777,0.7443887570770178,3.7650339381781377,13,increased susceptibility to dopaminergic neuron neurotoxicity,brain
MP:0008235,0.0054360531026332115,1.6926450292861617,0.4992871391652818,2.8860029194070416,32,increased susceptibility to neuronal excitotoxicity,brain
MP:0002752,0.0077359307636636005,0.508164707926472,0.13421003297329265,0.8821193828796512,1039,abnormal somatic nervous system morphology,brain
MP:0020448,0.012422690555992651,1.8797469321907414,0.4059959250403875,3.3534979393410955,18,increased microglial cell activation,brain
