,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0021009,3.596594789890133e-18,1.253790731109195,0.9710361458093941,1.5365453164089957,1090,abnormal synaptic physiology,brain
MP:0003635,1.3299716217959583e-17,1.2400693772150824,0.9555038112803143,1.5246349431498505,1083,abnormal synaptic transmission,brain
MP:0004770,3.565952623328423e-14,3.3419543082609167,2.4773581583113287,4.206550458210505,23,abnormal synaptic vesicle recycling,brain
MP:0002882,1.0683690229179814e-13,0.9947280492502664,0.7324044922873827,1.25705160621315,1681,abnormal neuron morphology,brain
MP:0002206,2.6770029534804724e-13,1.132486054461797,0.8288311973513309,1.436140911572263,995,abnormal CNS synaptic transmission,brain
MP:0004753,3.1088150319575327e-13,1.9816319483074256,1.4488279017646133,2.514435994850238,135,abnormal miniature excitatory postsynaptic currents,brain
MP:0002272,4.621741308523798e-13,1.5031495015159209,1.0960010223724057,1.910297980659436,358,abnormal nervous system electrophysiology,brain
MP:0004769,1.5314479896207517e-11,2.3649898363559654,1.6777590477338207,3.0522206249781103,60,abnormal synaptic vesicle morphology,brain
MP:0004792,5.7977492445378614e-11,2.431531060654173,1.7038147180890908,3.159247403219255,51,abnormal synaptic vesicle number,brain
MP:0004811,1.13787109678169e-10,1.1632816325877204,0.8096521068332942,1.5169111583421466,663,abnormal neuron physiology,brain
MP:0002916,2.85254311422739e-09,3.26910302411269,2.190404670840337,4.347801377385043,15,increased synaptic depression,brain
MP:0002915,1.6425595952928214e-07,1.6806602694688024,1.0515257682250456,2.3097947707125592,120,abnormal synaptic depression,brain
MP:0002913,1.7219372287924877e-07,2.3545809976360506,1.471701758647471,3.23746023662463,36,abnormal PNS synaptic transmission,brain
MP:0003634,1.3118592692842378e-06,1.0926716870734925,0.6500053328934176,1.5353380412535675,421,abnormal glial cell morphology,brain
MP:0002910,2.6718223601818938e-06,1.4956115261288847,0.871198326825136,2.1200247254326334,142,abnormal excitatory postsynaptic currents,brain
MP:0002945,3.589021933036686e-06,1.7427362862995572,1.005619252507652,2.4798533200914625,82,abnormal inhibitory postsynaptic currents,brain
MP:0009939,4.767844415678126e-06,1.5285445456580238,0.8736692070100797,2.183419884305968,125,abnormal hippocampus neuron morphology,brain
MP:0004793,1.1768170405704602e-05,2.975847489908566,1.6447730790589195,4.306921900758213,11,abnormal synaptic vesicle clustering,brain
MP:0000952,3.5201294376301944e-05,1.0545719995735112,0.554942381659133,1.5542016174878894,334,abnormal CNS glial cell morphology,brain
MP:0001900,0.00038470570203850724,1.6777522197367727,0.7515547165385783,2.603949722934967,54,impaired synaptic plasticity,brain
MP:0003871,0.00044792753300082933,1.5051108761578789,0.6646910051394813,2.3455307471762765,76,abnormal myelin sheath morphology,brain
MP:0011270,0.0005156115140539233,1.8479449326069357,0.8049232610688668,2.890966604145005,37,decreased excitatory postsynaptic current amplitude,brain
MP:0011267,0.0005171755427097498,1.6376382721111273,0.7131019338454416,2.562174610376813,56,abnormal excitatory postsynaptic current amplitude,brain
MP:0021010,0.0005171755427097498,1.6376382721111273,0.7131019338454416,2.562174610376813,56,impaired synaptic physiology,brain
MP:0004859,0.0006324083181563949,1.4629835670951863,0.6239064943014425,2.3020606398889303,79,abnormal synaptic plasticity,brain
MP:0002912,0.000955111562383559,1.303815546233908,0.5302454787703744,2.077385613697442,107,abnormal excitatory postsynaptic potential,brain
MP:0003224,0.0018996797116533478,0.7872016482731325,0.2903750873302984,1.2840282092159667,429,neuron degeneration,brain
MP:0014382,0.0025340532184112198,2.344301602570626,0.8224819565462458,3.8661212485950065,12,increased miniature inhibitory postsynaptic current frequency,brain
