,OR_p,log_OR,log_OR_CI_lower,log_OR_CI_upper,num_genes_in_term,MP_description,MPO_term_type
MP:0014062,4.009451800554312e-11,2.2964701898793427,1.614885645544665,2.9780547342140204,66,nervous system inclusion bodies,brain
MP:0003691,1.7255273423177637e-09,2.1880930806820906,1.4759095297716622,2.900276631592519,65,abnormal microglial cell physiology,brain
MP:0000136,2.701688515844994e-09,1.929728566204072,1.2939332685013638,2.56552386390678,100,abnormal microglial cell morphology,brain
MP:0008235,2.5098092236824357e-08,2.542514637257984,1.648273747162238,3.43675552735373,32,increased susceptibility to neuronal excitotoxicity,brain
MP:0010762,7.260554904371953e-08,2.433152756885188,1.5474990522953829,3.3188064614749933,35,abnormal microglial cell activation,brain
MP:0003634,8.154856590587146e-08,1.189607770015689,0.7549074447207037,1.6243080953106745,421,abnormal glial cell morphology,brain
MP:0000952,4.5912210959964054e-07,1.2245116870142407,0.7485719488202638,1.7004514252082177,334,abnormal CNS glial cell morphology,brain
MP:0003224,7.391709231974354e-07,1.1191572232787177,0.6760940301325866,1.5622204164248488,429,neuron degeneration,brain
MP:0003690,1.7385500873926183e-06,1.6002787014504243,0.9443370978344113,2.2562203050664373,122,abnormal glial cell physiology,brain
MP:0003202,1.0844874048000479e-05,1.236177083283895,0.6854769015452691,1.7868772650225209,241,abnormal neuron apoptosis,brain
MP:0002752,1.1828460850270171e-05,0.7670233285392101,0.42385232337881384,1.1101943336996063,1055,abnormal somatic nervous system morphology,brain
MP:0002882,2.1596894248322972e-05,0.6443891680542322,0.3470571340359495,0.9417212020725149,1681,abnormal neuron morphology,brain
MP:0006069,2.930227751813172e-05,0.9621451750994563,0.5108768881997604,1.413413461999152,473,abnormal retina neuronal layer morphology,brain
MP:0003203,4.148282461856193e-05,1.2961206675534918,0.6763813359700328,1.9158599991369507,178,increased neuron apoptosis,brain
MP:0001081,0.00020188335879341707,1.2284552517448173,0.5806328010907654,1.8762777023988693,172,abnormal cranial ganglia morphology,brain
MP:0004980,0.0007153969615264626,2.1031414550397,0.8848916510106626,3.3213912590687373,23,increased neuronal precursor cell number,brain
MP:0000921,0.0009116344826567515,1.4156538970232013,0.5790314017603604,2.252276392286042,86,demyelination,brain
MP:0000811,0.0014450671962969797,1.9632169771095302,0.7552932930402294,3.171140661178831,26,hippocampal neuron degeneration,brain
MP:0011975,0.0014611014966230192,2.493825569036561,0.9578900597036457,4.029761078369477,11,neuronal cytoplasmic inclusions,brain
MP:0004101,0.0017054001202888584,1.650656606554552,0.6194265866337283,2.681886626475376,46,abnormal brain interneuron morphology,brain
MP:0000920,0.0018776130343798323,1.0773935311652156,0.39817357882522575,1.7566134835052054,178,abnormal myelination,brain
MP:0003204,0.002079379417992255,1.4388060064230501,0.5228187467004841,2.354793266145616,70,decreased neuron apoptosis,brain
MP:0006092,0.0026452032366544097,1.8404520930400858,0.6405320424413379,3.040372143638834,29,abnormal olfactory sensory neuron morphology,brain
MP:0011451,0.0029256706380982665,2.293046584008005,0.7825855012082676,3.803507666807742,13,increased susceptibility to dopaminergic neuron neurotoxicity,brain
MP:0001900,0.0047346977449735685,1.4758692151714197,0.4517592037018714,2.499979226640968,54,impaired synaptic plasticity,brain
MP:0004859,0.004920326275717247,1.308639305079847,0.39658393329603425,2.2206946768636597,79,abnormal synaptic plasticity,brain
MP:0021010,0.005902257622827352,1.4365399715209612,0.4138736672493444,2.459206275792578,56,impaired synaptic physiology,brain
MP:0000778,0.006004125210115998,0.9010149598516808,0.2582776100590256,1.543752309644336,234,abnormal nervous system tract morphology,brain
MP:0002206,0.008052637971825465,0.5218275492371376,0.13585801713147777,0.9077970813427974,995,abnormal CNS synaptic transmission,brain
MP:0003635,0.008235990013337467,0.5047425203689411,0.13033387010321196,0.8791511706346702,1083,abnormal synaptic transmission,brain
MP:0021009,0.009170216329423319,0.4977088118110409,0.12333227807260011,0.8720853455494817,1090,abnormal synaptic physiology,brain
MP:0014381,0.009352581136413563,1.5717544785997042,0.38640900790344657,2.757099949295962,37,abnormal miniature inhibitory postsynaptic current frequency,brain
MP:0003244,0.010752489632449272,1.9180823593354575,0.4441894235621415,3.3919752951087734,18,loss of dopaminergic neurons,brain
MP:0003241,0.010752489632449272,1.9180823593354575,0.4441894235621415,3.3919752951087734,18,loss of cortex neurons,brain
MP:0020448,0.01915865593827582,1.7460696020698983,0.28509346029464333,3.2070457438451534,21,increased microglial cell activation,brain
MP:0004811,0.019348303325599413,0.547120591933723,0.0886124086227098,1.0056287752447362,663,abnormal neuron physiology,brain
MP:0000965,0.020594346984049054,0.6024082969496245,0.09246215393105384,1.112354439968195,501,abnormal sensory neuron morphology,brain
MP:0014383,0.03080916616284598,1.5993036011284705,0.14779368313167596,3.050813519125265,24,decreased miniature inhibitory postsynaptic current frequency,brain
MP:0003871,0.03166734346683162,1.1100316177841965,0.0974478024658012,2.1226154331025917,76,abnormal myelin sheath morphology,brain
MP:0002945,0.045822674151431944,1.0296628940243107,0.019107636543418627,2.0402181515052025,82,abnormal inhibitory postsynaptic currents,brain
MP:0008571,0.06432064326124384,1.3578164115461728,-0.080746865834747,2.7963796889270927,30,abnormal synaptic bouton morphology,brain
MP:0009435,0.06724506942748369,1.0896426494531397,-0.07736409652313547,2.256649395429415,58,abnormal miniature inhibitory postsynaptic currents,brain
MP:0008236,0.0712108894248493,1.3226708926616944,-0.11424714734502528,2.759588932668414,31,decreased susceptibility to neuronal excitotoxicity,brain
MP:0014374,0.0712108894248493,1.3226708926616944,-0.11424714734502528,2.759588932668414,31,abnormal miniature excitatory postsynaptic current frequency,brain
MP:0004753,0.1059508636393226,0.7421226581002678,-0.15759047159480766,1.6418357877953431,135,abnormal miniature excitatory postsynaptic currents,brain
MP:0011452,0.10709916570811534,1.6923182192716588,-0.36610620392549276,3.7507426424688104,11,decreased susceptibility to dopaminergic neuron neurotoxicity,brain
MP:0003407,0.10709916570811534,1.6923182192716588,-0.36610620392549276,3.7507426424688104,11,abnormal central nervous system regeneration,brain
MP:0014373,0.10709916570811534,1.6923182192716588,-0.36610620392549276,3.7507426424688104,11,increased miniature excitatory postsynaptic current amplitude,brain
