z_comb,z_12,observed_overlap,expected_overlap_mean,expected_overlap_std,empirical_p,obs_exp
2,1.0,387,225.93,13.505002776749064,4.296052659855935e-33,1.7129199309520649
2,1.5,177,112.85,8.944691162918929,3.69949903183837e-13,1.5684536996012406
2,2.0,82,47.91,6.548427292106098,9.6565638245847e-08,1.7115424754748487
3,1.0,263,167.42,11.934973816477353,5.810695345166982e-16,1.5708995341058418
3,1.5,166,105.8,10.126203632161461,1.3825181283757993e-09,1.5689981096408319
3,2.0,82,48.01,6.250591971965536,2.6958385179512363e-08,1.7079775046865238
4,1.0,202,117.07,9.64184111049337,6.342501847988533e-19,1.7254633979670284
4,1.5,145,88.23,9.694178665570384,2.369431991394254e-09,1.6434319392496883
4,2.0,82,48.28,6.41573066766366,7.367853966544276e-08,1.6984258492129245
5,1.0,147,84.67,9.161937568003834,5.1179366672632695e-12,1.7361521199952756
5,1.5,120,69.95,7.880831174438392,1.070621527192772e-10,1.7155110793423873
5,2.0,78,45.59,5.834543683956784,1.389271697231188e-08,1.7109015134898002
9,1.0,51,27.1,5.195190083144215,2.1083094643220396e-06,1.8819188191881917
9,1.5,48,25.49,4.960836622990119,2.845697224241558e-06,1.8830914083954493
9,2.0,40,21.54,4.473075004960234,1.8383116528186433e-05,1.8570102135561746
12,1.0,26,14.59,3.886116313236134,0.0016618717874177314,1.7820424948594928
12,1.5,26,13.26,3.1420375554725632,2.5100015036021016e-05,1.9607843137254903
12,2.0,23,11.4,3.5749125863438955,0.0005875943383396495,2.017543859649123
